Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	0	406	92	4	0	0	4	33	10
V2	272	10	10	4	4	0	0	5	2
V3	115	52	73	0	12	8	0	13	0
V4	192	0	171	48	0	19	0	189	19
V5	109	0	0	149	6	0	8	3	19
V6	13	0	2	116	25	23	15	0	7
V7	312	187	30	28	4	7	36	0	0
V8	69	153	14	0	0	11	22	3	7
V9	103	3	0	4	0	26	4	0	0
V10	86	149	0	116	25	16	84	0	10
V11	0	360	35	74	26	23	35	5	6
V12	380	96	189	60	163	16	11	0	3
V13	161	0	0	0	0	52	60	19	0
V14	14	5	23	54	43	0	0	0	16
V15	0	0	123	4	13	127	11	17	7
V16	0	96	54	133	24	28	0	5	38
V17	2	16	2	15	29	121	67	0	0
V18	0	234	23	104	4	83	0	21	0
V19	99	9	28	30	3	64	0	0	0
V20	12	66	60	388	48	85	16	45	5
V21	0	39	90	25	19	6	0	0	67
V22	64	10	6	0	0	8	0	12	9
V23	39	0	55	56	207	1	90	0	7
V24	47	237	0	2	164	73	46	18	0
V25	64	11	311	12	0	67	8	30	36
V26	7	76	18	15	103	0	0	0	7
V27	77	40	47	47	0	0	0	15	6
V28	1	42	12	0	8	195	0	0	35
V29	2	0	8	64	5	74	70	0	13
V30	105	21	369	0	0	4	0	92	0
V31	55	57	7	0	0	45	67	5	0
V32	6	11	15	19	0	25	0	0	0
V33	0	1	7	0	0	53	0	0	2
V34	27	29	30	1	64	25	0	36	0
V35	0	42	57	57	70	0	0	0	5
V36	33	0	16	0	2	3	0	0	7
V37	578	20	4	0	92	28	48	127	49
V38	10	3	0	0	7	19	29	4	0
V39	0	0	5	49	0	18	1	4	0
V40	26	10	1	74	3	8	0	1	0
V41	65	40	0	54	8	19	0	0	9
V42	10	13	16	92	0	0	20	3	23
V43	0	0	4	26	49	3	2	0	11
V44	47	3	0	60	1	0	8	0	20
V45	11	41	16	103	0	0	0	0	28
V46	10	3	22	98	0	3	0	0	7
V47	646	1	102	0	27	6	0	0	0
V48	2	0	39	0	0	72	52	6	17
V49	21	188	53	120	79	5	0	0	29
V50	123	198	0	0	16	0	37	0	0
V51	0	49	45	24	6	11	9	71	23
V52	11	258	0	0	6	15	0	0	25
V53	11	0	46	0	14	1	5	0	0
V54	0	11	30	0	21	52	0	28	0
V55	0	0	66	5	153	3	0	2	1
V56	23	0	0	6	44	10	0	0	10
V57	180	138	5	65	24	0	41	0	6
V58	2	34	7	0	2	0	0	1	5
V59	0	41	595	82	115	0	0	16	9
V60	117	10	83	13	2	144	0	0	0
V61	85	23	1	92	0	24	0	0	35
V62	2	19	56	62	38	7	0	0	0
V63	48	4	11	58	72	33	0	36	0
V64	1	195	34	68	0	0	4	0	0
V65	38	16	0	11	61	22	16	0	31
V66	0	0	3	0	81	25	43	5	14
V67	10	316	33	0	35	3	10	0	0
V68	0	203	21	31	46	6	62	3	0
V69	31	8	1	0	6	49	0	0	7
V70	0	2	0	3	0	0	1	0	0
V71	3	6	48	2	3	11	10	0	1
V72	0	0	85	0	23	0	0	91	0
V73	9	80	40	0	78	12	93	3	0
V74	0	0	26	16	2	0	8	10	14
V75	3	14	19	0	46	0	0	0	0
V76	99	0	0	0	61	0	22	2	2
V77	23	28	16	0	0	10	0	0	0
V78	6	20	85	16	25	5	0	0	0
V79	112	18	0	16	55	40	0	3	27
V80	19	0	149	18	14	26	2	0	0
V81	0	130	29	65	0	8	20	0	0
V82	90	89	4	136	86	16	0	0	0
V83	57	15	5	6	0	0	14	0	0
V84	0	210	0	29	0	1	57	0	18
V85	0	6	32	2	90	0	0	0	6
V86	72	23	11	104	170	14	0	0	10
V87	50	33	5	3	0	6	17	0	23
V88	104	0	5	16	0	7	4	3	8
V89	33	1	179	11	17	14	0	0	0
V90	47	151	145	14	34	7	57	0	63
V91	0	40	11	3	47	108	132	29	0
V92	16	74	18	1	7	7	0	0	0
V93	50	49	92	8	0	166	21	71	49
V94	229	2	0	20	26	7	0	27	35
V95	85	0	135	32	1	154	34	0	5
V96	11	144	23	0	0	147	118	6	51
V97	18	0	121	4	59	14	0	33	7
V98	249	9	1	39	31	10	0	0	0
V99	23	5	0	12	0	9	3	0	0
V100	3	0	16	39	19	33	3	0	13
