NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.113	19.754	11.727	12.008	0.124	0.99	120000.0
2	57.632	23.307	14.257	14.615	0.131	0.986	40000.0
3	50.703	20.213	12.136	12.151	0.122	0.991	50000.0
4	54.357	22.099	13.38	13.789	0.125	0.987	50000.0
5	50.732	20.316	12.271	12.087	0.121	0.991	50000.0
6	50.362	20.1	12.296	12.319	0.122	0.99	40000.0
7	47.802	19.13	11.322	11.594	0.118	0.991	50000.0
8	53.001	21.577	12.734	12.914	0.128	0.989	60000.0
9	50.388	20.087	11.97	12.258	0.124	0.989	40000.0
10	60.371	24.506	15.433	15.919	0.139	0.983	50000.0
