Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	0	4	0	183	29	70	0	0	39	31	3	1	0	0	0	3	0	12	0
V2	10	22	49	0	0	37	48	60	27	12	15	0	25	4	4	6	0	0	0
V3	22	24	18	11	12	0	0	0	8	5	10	0	1	11	0	0	11	0	0
V4	0	67	20	65	0	0	0	0	0	2	3	0	0	0	9	0	0	0	0
V5	106	69	72	18	29	15	0	37	25	22	0	149	35	7	0	0	0	0	0
V6	2	22	115	0	59	41	8	26	7	40	48	0	0	9	0	30	0	0	0
V7	29	0	0	28	65	3	0	0	0	28	28	0	13	30	19	0	0	0	0
V8	75	46	239	38	202	3	16	8	0	0	112	0	0	5	0	0	0	0	0
V9	87	68	8	137	0	15	0	2	29	3	10	17	21	35	0	48	14	8	0
V10	30	1	49	96	17	6	12	20	14	6	43	5	17	0	0	2	3	0	5
V11	19	3	0	97	3	42	0	0	0	14	0	3	13	0	33	10	8	0	1
V12	9	25	0	2	0	0	3	15	1	1	0	0	1	0	14	0	0	0	2
V13	0	34	1	2	0	0	6	2	10	10	0	0	0	15	16	0	0	1	0
V14	45	182	37	32	9	33	0	0	45	3	0	6	9	10	0	18	0	0	0
V15	23	13	25	0	4	0	0	0	15	6	0	0	0	0	0	0	0	0	0
V16	23	5	0	75	0	16	3	39	0	4	3	13	0	10	0	36	0	0	2
V17	125	65	25	12	61	20	48	26	56	20	2	102	0	0	0	10	0	0	0
V18	112	62	55	39	41	2	43	19	0	14	0	8	9	0	0	0	0	7	0
V19	34	175	99	32	31	33	0	12	1	39	15	0	0	2	6	0	0	0	0
V20	43	172	87	5	56	0	0	0	0	0	48	0	0	0	0	0	0	0	0
V21	1	0	18	50	0	46	0	2	23	37	15	3	2	10	0	6	0	0	0
V22	129	121	70	89	0	0	18	3	0	0	17	69	8	0	0	0	0	0	0
V23	25	115	62	39	39	21	101	179	0	0	0	20	41	10	9	2	0	0	0
V24	45	0	0	12	42	16	15	0	12	68	15	0	1	0	0	0	0	0	1
V25	122	329	25	38	6	30	26	60	49	36	0	8	23	29	0	40	38	0	0
V26	7	2	0	1	0	0	0	6	0	0	4	0	0	0	2	2	0	3	0
V27	0	0	0	1	2	17	0	64	97	62	1	0	58	0	0	8	11	0	9
V28	183	0	53	25	114	91	39	34	13	44	40	0	0	10	0	0	18	0	0
V29	172	32	83	36	27	21	88	73	7	23	3	0	0	2	39	0	0	0	0
V30	0	9	4	7	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
V31	27	52	37	5	13	10	26	1	2	25	0	5	0	5	0	1	0	0	0
V32	192	179	54	118	10	0	0	0	0	0	0	28	0	0	0	0	0	27	0
V33	131	4	89	13	18	0	5	0	0	0	25	0	0	0	0	0	0	1	0
V34	0	3	17	46	2	0	0	0	0	0	0	6	0	0	1	0	0	5	0
V35	20	60	35	0	0	0	12	19	0	17	0	0	28	2	2	0	0	0	0
V36	1	12	0	76	1	18	2	1	4	1	3	0	0	18	0	0	0	0	0
V37	6	16	39	41	7	36	0	2	49	40	15	0	1	0	0	21	0	0	0
V38	8	10	3	47	24	5	0	0	3	0	6	0	1	0	0	0	0	0	0
V39	90	62	0	55	17	0	35	32	2	15	3	28	30	0	0	9	9	11	0
V40	17	65	40	4	6	0	44	12	0	0	0	0	28	0	0	0	0	0	0
V41	20	5	60	0	32	40	0	0	0	13	27	13	0	16	0	3	0	0	0
V42	57	0	0	0	19	0	4	24	6	12	0	0	15	11	0	0	0	0	0
V43	0	92	0	21	5	2	11	23	5	0	0	12	16	0	0	0	0	0	6
V44	81	0	0	29	0	1	0	0	6	4	2	0	0	1	2	0	0	1	0
V45	34	145	0	47	27	64	23	0	17	37	3	0	27	2	0	42	0	0	27
V46	0	4	125	0	3	20	2	6	23	27	23	16	0	2	0	13	0	0	0
V47	74	0	0	119	12	102	8	0	100	42	0	6	17	77	0	7	0	0	4
V48	5	85	82	22	15	27	0	4	57	48	0	4	15	0	31	0	0	0	0
V49	11	75	76	11	6	0	7	32	0	0	0	0	35	0	0	0	0	0	0
V50	235	63	22	0	0	15	0	0	12	21	0	113	6	27	28	0	0	0	0
V51	43	64	5	1	17	12	7	0	23	13	2	0	19	0	0	0	4	0	0
V52	26	5	0	19	0	0	117	95	31	6	4	0	0	2	0	8	0	0	0
V53	0	0	71	32	0	0	0	0	1	0	40	0	0	0	6	1	0	3	0
V54	53	145	283	45	31	134	0	0	17	107	68	0	3	43	116	29	0	0	0
V55	75	0	0	21	12	23	37	0	12	5	10	0	1	29	0	2	0	0	0
V56	95	0	71	0	7	0	4	5	0	0	1	9	37	0	0	0	0	5	3
V57	147	220	69	116	7	0	20	18	0	3	0	0	12	5	9	0	0	10	0
V58	75	9	87	17	24	2	4	12	0	0	27	0	12	0	0	0	0	0	0
V59	30	187	7	15	22	21	8	0	28	99	0	0	2	0	0	18	2	0	0
V60	1	28	14	61	16	11	12	14	22	20	0	0	0	6	12	0	0	0	0
V61	322	4	52	82	15	0	0	0	0	0	35	0	0	0	21	0	0	24	0
V62	0	6	15	42	26	0	69	65	0	0	12	0	3	0	9	0	0	3	0
V63	53	19	4	2	5	22	83	14	29	15	3	0	2	0	0	23	0	0	0
V64	39	0	159	16	3	28	52	10	0	0	39	0	6	6	0	0	0	2	13
V65	84	3	0	2	15	51	0	14	33	21	6	46	29	4	0	0	35	0	3
V66	0	83	9	21	20	3	54	17	0	2	0	2	8	0	5	0	0	0	0
V67	443	63	114	21	1	0	0	1	0	0	26	0	0	0	0	0	0	17	0
V68	93	0	0	1	0	0	0	0	14	17	0	21	9	22	0	16	19	0	0
V69	0	211	54	12	7	6	0	0	15	11	0	0	2	0	24	0	0	0	0
V70	20	27	77	8	7	23	24	23	5	14	19	0	25	0	0	0	0	0	0
V71	87	3	0	1	9	3	0	0	25	10	0	0	0	0	0	7	0	0	0
V72	3	16	19	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V73	0	44	17	16	3	0	9	0	0	0	6	9	8	2	22	0	0	3	0
V74	0	364	191	42	68	10	0	0	79	21	0	0	0	0	0	11	0	0	0
V75	12	0	0	238	13	0	0	0	19	0	0	0	0	10	30	0	0	10	5
V76	0	0	35	22	64	16	9	0	13	5	36	0	1	21	7	1	0	0	0
V77	4	288	0	6	66	20	189	216	16	13	0	0	29	14	0	0	0	0	6
V78	2	105	58	111	0	0	0	65	0	1	7	0	5	0	20	0	0	0	19
V79	2	0	0	6	18	19	0	0	16	23	6	0	0	4	0	34	0	0	3
V80	44	24	43	28	0	2	1	0	0	5	0	0	5	0	0	0	0	3	5
V81	53	2	64	57	0	1	0	37	0	0	24	0	0	0	21	0	0	0	0
V82	1	17	8	7	11	29	79	84	0	16	3	0	39	0	0	0	14	0	0
V83	3	63	19	68	12	0	2	20	1	0	7	0	0	5	1	0	0	0	0
V84	102	56	59	11	33	0	22	11	0	0	0	46	0	0	0	0	0	5	0
V85	68	100	33	0	79	47	37	24	112	67	0	3	10	0	0	40	0	0	0
V86	18	4	70	23	51	0	0	7	0	0	19	0	1	0	0	0	0	2	0
V87	0	7	0	0	23	18	0	38	0	0	11	0	25	0	0	0	9	0	11
V88	10	1	6	5	32	0	0	0	0	0	4	0	5	0	0	0	0	2	0
V89	121	137	19	4	78	112	69	32	89	69	22	0	6	0	0	13	11	0	0
V90	1	0	0	36	1	19	0	0	34	16	5	0	0	4	0	3	0	0	1
