NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.685	18.697	11.48	12.035	0.108	0.988	40000.0
2	44.356	16.776	10.223	10.354	0.104	0.992	40000.0
3	50.215	19.226	12.345	12.64	0.111	0.987	40000.0
4	46.115	17.331	10.541	10.523	0.104	0.992	40000.0
5	44.053	16.778	10.121	10.178	0.103	0.992	40000.0
6	46.956	17.874	10.76	10.736	0.109	0.992	50000.0
7	45.102	17.283	10.152	10.403	0.104	0.992	70000.0
8	44.894	17.154	10.402	10.628	0.107	0.992	30000.0
9	45.971	17.216	10.363	10.556	0.11	0.992	50000.0
10	46.72	17.886	10.76	11.151	0.112	0.99	50000.0
