NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	189.225	71.243	62.077	55.351	0.468	0.796	30000.0
2	192.492	69.869	66.972	57.635	0.454	0.788	40000.0
3	191.394	70.499	62.204	54.475	0.444	0.804	20000.0
4	183.044	69.116	59.132	53.989	0.462	0.802	20000.0
5	188.418	70.027	61.626	54.191	0.441	0.806	20000.0
6	190.845	71.641	62.493	55.895	0.465	0.793	20000.0
7	186.808	68.845	61.976	53.961	0.434	0.807	20000.0
8	191.766	71.664	63.807	56.169	0.468	0.79	30000.0
9	182.004	68.874	59.355	54.252	0.468	0.796	40000.0
10	191.923	70.682	66.233	57.657	0.459	0.788	20000.0
