NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	44.4	17.187	11.037	11.27	0.086	0.991	60000.0
2	50.587	19.612	12.646	12.679	0.091	0.989	80000.0
3	47.616	18.832	11.833	12.591	0.088	0.988	60000.0
4	40.46	15.949	10.072	10.545	0.086	0.991	50000.0
5	47.788	18.847	11.851	12.325	0.088	0.99	60000.0
6	42.638	16.979	10.398	11.147	0.092	0.991	50000.0
7	44.938	17.559	11.626	12.017	0.091	0.99	70000.0
8	48.338	18.966	11.88	12.236	0.095	0.99	50000.0
9	41.662	16.526	10.298	10.904	0.088	0.991	40000.0
10	40.232	15.822	9.704	10.403	0.088	0.991	60000.0
