Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	34	24	12	9	9	22	10	0	15
V2	11	137	317	56	9	7	20	10	49
V3	10	35	20	101	2	0	26	28	13
V4	0	29	12	32	11	0	12	44	19
V5	0	122	20	60	0	0	13	51	4
V6	31	13	16	29	24	22	26	0	11
V7	15	156	169	18	5	26	3	6	0
V8	58	6	32	11	0	115	32	1	16
V9	16	151	7	2	10	3	0	0	13
V10	16	12	18	0	112	30	27	22	0
V11	50	43	1	0	23	33	0	0	10
V12	183	40	199	10	22	5	17	54	32
V13	198	4	13	278	0	0	65	68	0
V14	45	3	11	79	6	111	52	37	0
V15	14	6	2	133	0	1	1	35	0
V16	128	28	35	42	32	0	8	34	13
V17	27	16	3	7	0	11	5	5	12
V18	9	20	18	2	34	172	0	0	16
V19	174	89	60	0	25	5	14	6	0
V20	5	236	99	11	14	16	27	13	0
V21	2	110	0	436	68	74	39	74	23
V22	30	53	84	28	20	7	14	85	7
V23	16	214	2	0	4	0	0	1	3
V24	29	53	4	17	1	31	1	0	0
V25	38	27	4	83	0	0	0	40	0
V26	1	56	86	0	216	0	0	6	3
V27	11	154	11	46	10	30	3	0	0
V28	308	0	162	9	60	0	18	22	38
V29	22	0	65	28	57	0	2	21	44
V30	0	17	0	80	0	10	48	3	6
V31	0	1	129	2	39	12	0	4	0
V32	30	3	0	35	58	9	45	7	18
V33	7	5	109	41	133	33	55	59	0
V34	23	4	2	21	210	0	12	31	0
V35	17	0	23	29	31	0	0	8	8
V36	6	17	36	7	19	205	0	16	50
V37	80	14	6	215	24	144	2	21	27
V38	401	233	168	43	0	0	0	18	0
V39	117	0	55	67	56	18	0	0	6
V40	259	13	3	66	76	0	38	18	66
V41	5	11	85	42	4	8	0	0	0
V42	0	38	0	1	16	4	16	5	0
V43	49	14	7	7	0	14	4	0	5
V44	4	0	8	0	94	139	62	68	3
V45	217	70	26	0	0	16	6	3	25
V46	207	160	107	21	2	0	3	5	8
V47	134	2	60	181	0	0	10	19	0
V48	2	4	48	106	24	6	0	13	23
V49	4	2	58	59	8	47	0	8	6
V50	8	2	119	0	13	39	22	1	10
V51	10	97	80	28	37	13	30	11	0
V52	1	16	29	136	106	9	7	37	15
V53	13	23	130	8	51	121	108	49	10
V54	7	3	23	10	17	79	3	25	5
V55	5	302	132	1	20	0	0	14	70
V56	30	5	72	19	0	0	33	0	21
V57	114	0	93	23	29	36	9	8	13
V58	18	1	5	0	13	23	57	8	7
V59	19	129	14	0	13	22	51	0	3
V60	0	1	28	12	58	0	0	54	0
V61	4	0	12	5	5	0	0	2	0
V62	29	72	70	3	7	40	54	7	13
V63	10	69	0	3	5	1	1	4	1
V64	2	1	32	3	1	51	14	5	0
V65	161	305	1	48	0	0	18	5	0
V66	18	0	4	49	6	33	0	0	0
V67	157	0	16	0	12	29	121	0	0
V68	34	86	0	1	5	5	23	0	0
V69	0	31	80	0	34	97	61	13	18
V70	95	14	8	43	0	1	14	38	0
V71	21	25	14	7	180	57	0	0	0
V72	0	133	0	1	7	11	0	1	1
V73	2	13	99	14	15	83	23	0	0
V74	0	35	11	0	45	283	396	0	0
V75	66	9	14	2	32	0	1	12	16
V76	23	144	18	2	17	45	0	1	29
V77	25	28	11	39	102	8	4	23	14
V78	5	42	4	231	28	35	0	6	0
V79	75	3	0	4	42	10	61	13	0
V80	227	6	60	36	75	41	30	0	11
V81	41	0	0	35	0	13	17	3	0
V82	4	8	39	37	0	0	6	6	9
V83	3	2	12	15	86	4	11	41	0
V84	33	48	17	0	7	6	0	4	2
V85	28	59	121	5	5	26	0	3	11
V86	3	20	18	1	11	0	6	2	3
V87	30	3	0	1	0	8	52	2	0
V88	46	73	15	9	141	23	17	15	73
V89	66	41	7	42	0	0	18	17	11
V90	0	3	62	69	0	2	5	39	3
V91	0	5	18	36	6	6	51	17	0
V92	8	7	15	158	172	30	40	166	43
V93	178	48	0	1	0	2	0	0	15
V94	0	26	133	6	60	22	45	1	1
V95	8	44	30	46	28	39	61	0	0
V96	0	1	21	2	0	49	14	2	3
V97	0	43	11	0	20	24	8	0	0
V98	33	0	72	2	7	14	27	0	2
V99	5	9	14	5	2	70	73	1	0
V100	18	157	55	2	3	1	0	2	19
