Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	12	26	33	21	11	21	7	0	48	0	11	5	11	6	0	1	0
V2	33	0	32	137	0	95	0	0	0	0	0	45	0	0	0	0	0
V3	27	5	3	8	25	1	0	26	10	0	0	24	19	0	0	0	0
V4	50	17	3	9	38	0	26	0	0	0	33	18	5	1	0	6	0
V5	5	0	0	3	38	2	4	10	30	6	3	0	0	1	36	0	0
V6	59	11	0	57	0	52	0	0	7	0	0	0	0	0	0	0	0
V7	6	10	47	0	4	0	24	0	5	6	0	6	0	11	22	0	0
V8	7	17	10	0	31	2	48	0	0	0	2	6	28	17	0	6	3
V9	4	0	5	49	0	21	0	0	21	11	0	0	3	9	0	0	0
V10	16	1	58	5	0	7	0	0	9	0	0	0	0	0	15	0	0
V11	11	18	0	4	26	5	17	11	50	7	0	0	34	4	0	4	0
V12	290	70	1	38	0	28	0	12	0	0	0	53	0	0	0	0	0
V13	0	33	9	0	88	0	82	20	11	12	0	0	1	34	0	2	23
V14	4	46	0	12	0	4	0	31	36	24	14	0	74	0	0	0	0
V15	0	7	27	4	16	4	33	0	7	25	9	0	8	25	0	0	0
V16	77	2	27	30	6	41	1	0	0	0	0	40	0	7	0	0	4
V17	6	466	4	103	5	67	13	7	11	1	105	0	6	0	0	0	0
V18	4	43	25	40	1	24	0	0	3	6	56	0	0	0	0	0	0
V19	2	0	37	53	4	26	0	9	36	56	0	0	0	0	0	0	0
V20	78	20	0	39	0	24	0	5	2	15	0	4	0	0	0	0	0
V21	3	2	41	0	53	0	50	0	7	0	0	6	37	31	0	7	8
V22	0	45	4	44	9	48	0	2	0	2	18	0	0	0	0	4	0
V23	6	40	166	0	0	1	7	0	4	0	0	0	0	19	60	0	0
V24	9	78	0	14	0	7	1	1	16	0	19	9	0	0	0	8	10
V25	3	1	39	21	8	25	15	25	0	2	2	0	0	0	0	1	0
V26	2	21	20	47	139	42	71	0	0	0	0	0	22	11	10	0	0
V27	0	50	44	0	6	1	52	0	0	0	17	0	37	19	0	0	0
V28	41	1	0	0	0	0	18	0	2	1	0	16	0	4	8	0	4
V29	171	158	14	8	8	24	22	147	54	26	38	11	31	0	2	13	0
V30	125	23	73	0	0	0	93	100	54	7	18	75	0	13	0	0	3
V31	0	4	44	0	0	0	13	0	38	27	2	5	6	1	25	0	0
V32	11	29	25	1	7	0	1	18	14	14	26	7	0	0	0	0	0
V33	30	55	81	7	0	1	0	26	7	6	12	3	0	0	0	13	0
V34	49	10	0	29	47	11	9	32	37	0	10	12	0	19	1	0	0
V35	8	0	5	42	84	15	30	0	0	0	0	0	24	20	0	0	0
V36	25	82	20	46	0	37	0	0	3	16	8	3	7	0	0	3	0
V37	16	20	0	0	24	0	0	61	15	1	5	0	23	0	0	0	23
V38	100	0	0	10	0	6	0	0	5	0	0	24	5	25	0	0	0
V39	5	37	0	0	14	0	40	0	0	0	8	0	0	0	4	11	0
V40	0	106	87	14	0	9	38	0	0	2	85	1	0	10	0	1	0
V41	3	38	19	29	0	18	0	0	2	0	13	0	0	5	0	0	0
V42	0	140	0	0	63	0	10	0	0	0	20	0	22	35	0	4	0
V43	3	0	3	6	14	4	19	0	23	0	0	0	7	7	0	0	0
V44	0	3	13	0	0	0	4	11	17	24	0	0	15	2	2	1	0
V45	42	10	65	50	0	33	0	10	15	0	0	19	0	0	0	0	0
V46	59	16	26	27	20	18	0	0	0	0	0	22	0	14	1	0	0
V47	107	1	1	11	13	10	0	42	71	5	0	42	0	19	0	0	0
V48	0	57	16	131	11	112	0	0	0	0	20	0	17	0	0	0	0
V49	7	3	16	1	26	0	5	57	38	21	6	0	2	3	0	0	0
V50	12	23	3	5	50	5	29	5	31	32	0	0	0	0	14	0	0
V51	155	58	0	1	30	6	19	19	0	3	18	46	64	7	0	5	0
V52	0	20	89	10	3	1	6	2	1	0	55	0	0	1	0	8	0
V53	47	5	5	57	6	28	48	12	0	0	0	17	0	3	0	3	9
V54	23	11	0	16	0	6	0	0	1	0	8	26	0	0	0	0	0
V55	26	4	12	90	25	56	0	0	0	0	0	7	22	0	0	1	0
V56	0	102	42	0	47	2	0	0	0	0	55	6	0	10	0	7	0
V57	99	0	0	58	58	44	45	64	45	82	0	0	42	0	0	0	0
V58	37	71	3	0	6	1	14	0	2	1	46	0	0	12	0	2	0
V59	53	17	14	7	10	3	18	0	3	10	10	26	0	0	0	0	0
V60	0	13	201	76	0	72	0	27	15	56	0	3	0	11	0	0	0
V61	59	23	0	0	0	0	0	20	43	55	10	7	0	2	19	0	6
V62	151	0	6	0	4	0	0	0	0	0	1	27	0	0	0	0	0
V63	20	124	12	44	14	8	67	73	3	0	5	10	11	13	11	2	0
