NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	53.939	21.62	12.693	13.212	0.119	0.988	40000.0
2	53.192	21.412	12.836	13.482	0.11	0.987	50000.0
3	55.332	22.781	12.987	14.167	0.121	0.985	30000.0
4	55.587	22.708	13.615	14.394	0.117	0.986	50000.0
5	53.43	21.955	12.671	13.735	0.117	0.987	40000.0
6	56.984	22.938	13.252	14.006	0.121	0.986	30000.0
7	55.141	22.382	13.332	14.426	0.116	0.985	30000.0
8	56.891	23.107	13.471	14.407	0.123	0.986	40000.0
9	53.936	21.869	12.795	13.637	0.113	0.987	40000.0
10	55.919	22.556	13.584	14.359	0.119	0.985	40000.0
