MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	1.80E-06	8.92E-07	2.23E-06	1.68E-07	4.72E-02	4.41E-02	2.38E-03	1.61E-02	3.52E-02	3.86E-02	2.30E-02	5.50E-03	1.45E-06	9.50E-07	3.30E-07	9.23E-02	1.99E-02	1.97E-03	5.49E-02	4.52E-02
1:Del:C:1	1.05E-07	3.18E-06	6.75E-07	2.52E-07	1.17E-02	1.84E-03	9.93E-05	7.38E-03	3.14E-02	5.14E-02	5.14E-02	6.32E-03	3.09E-02	0.00E+00	1.81E-03	1.22E-02	2.36E-02	6.24E-03	9.87E-03	2.70E-02
1:Del:C:2	0.00E+00	3.66E-04	4.07E-08	1.03E-05	1.45E-03	6.21E-04	1.15E-03	2.44E-04	1.42E-03	4.36E-03	8.62E-04	2.70E-03	5.15E-04	1.52E-03	0.00E+00	1.71E-07	1.17E-03	1.64E-03	0.00E+00	2.11E-03
1:Del:C:3	2.24E-04	6.10E-04	2.94E-08	0.00E+00	1.59E-03	7.29E-04	0.00E+00	5.31E-03	2.23E-03	1.23E-02	5.02E-03	8.34E-03	4.33E-03	0.00E+00	0.00E+00	1.04E-03	5.18E-03	1.30E-03	4.13E-08	4.38E-03
1:Del:C:4	6.70E-09	3.63E-08	1.16E-03	1.40E-46	5.25E-04	5.42E-04	2.29E-03	2.00E-03	6.79E-04	5.45E-03	2.98E-03	1.94E-03	3.83E-03	6.05E-03	1.06E-03	4.63E-03	4.54E-03	9.66E-03	1.98E-03	4.35E-06
1:Del:C:5	3.02E-05	3.98E-05	7.00E-03	3.53E-08	1.40E-46	4.10E-07	0.00E+00	0.00E+00	4.30E-08	1.03E-07	1.19E-02	9.72E-04	2.26E-03	1.53E-03	9.09E-07	5.83E-03	8.14E-07	1.48E-02	8.69E-03	2.82E-02
1:Del:T:0	0.00E+00	5.88E-08	9.25E-08	2.86E-04	2.39E-02	1.23E-02	3.65E-03	6.10E-03	1.45E-02	1.13E-02	3.16E-02	1.79E-04	5.48E-02	1.14E-05	1.23E-02	2.06E-02	1.84E-02	3.39E-07	2.01E-02	1.43E-02
1:Del:T:1	3.56E-04	7.38E-04	7.91E-04	1.69E-03	1.76E-02	5.52E-04	2.22E-03	2.15E-04	2.01E-03	2.54E-02	1.62E-02	1.40E-46	1.59E-02	0.00E+00	1.17E-02	8.37E-03	5.99E-03	7.37E-03	2.73E-03	5.74E-03
1:Del:T:2	5.85E-04	6.51E-04	2.65E-03	2.58E-04	1.72E-02	2.99E-46	7.73E-04	2.80E-46	3.59E-02	6.81E-03	1.26E-02	3.53E-04	5.32E-02	1.02E-03	2.73E-05	2.50E-02	1.21E-02	3.78E-03	8.59E-03	1.41E-02
1:Del:T:3	1.73E-08	4.22E-08	3.88E-03	2.32E-03	1.58E-02	2.67E-03	1.07E-02	3.71E-04	8.37E-46	2.23E-02	7.70E-02	4.99E-05	4.32E-02	1.86E-07	1.81E-04	2.41E-02	2.95E-03	1.72E-03	4.28E-03	1.94E-02
1:Del:T:4	8.56E-04	0.00E+00	9.93E-03	0.00E+00	1.22E-02	1.40E-46	0.00E+00	5.85E-04	2.65E-03	1.19E-02	1.44E-02	1.22E-02	1.54E-02	0.00E+00	5.62E-46	7.54E-02	2.06E-02	1.74E-02	3.19E-03	1.27E-02
1:Del:T:5	5.11E-08	1.70E-07	2.48E-02	2.39E-07	6.08E-07	1.29E-06	4.26E-08	2.82E-03	4.83E-03	2.69E-06	1.32E-06	6.98E-07	9.60E-07	3.20E-07	5.15E-07	7.78E-07	3.50E-02	5.25E-02	1.37E-01	1.56E-06
1:Ins:C:0	7.15E-05	9.36E-09	0.00E+00	3.34E-04	5.72E-08	2.93E-03	1.76E-03	0.00E+00	5.61E-04	0.00E+00	3.03E-08	0.00E+00	1.31E-03	1.20E-03	1.78E-07	2.68E-07	6.69E-04	2.57E-07	4.92E-04	1.00E-07
1:Ins:C:1	2.14E-08	7.79E-08	9.72E-07	6.93E-03	5.54E-04	4.27E-07	1.44E-06	1.53E-07	7.04E-06	9.20E-03	1.40E-46	9.06E-04	2.35E-07	6.51E-02	6.99E-03	3.68E-07	5.36E-03	2.92E-05	2.92E-07	1.99E-02
1:Ins:C:2	4.19E-08	6.19E-08	4.68E-03	1.89E-02	1.87E-07	1.62E-07	2.29E-46	4.08E-03	1.41E-02	5.79E-06	1.15E-06	1.36E-06	2.16E-02	7.60E-02	6.60E-02	6.39E-07	1.95E-06	6.85E-02	1.42E-06	2.77E-02
1:Ins:C:3	3.90E-08	7.07E-05	1.47E-04	4.24E-05	2.56E-04	6.36E-08	3.06E-04	1.10E-04	4.53E-04	6.23E-08	1.79E-07	1.47E-03	3.60E-04	4.40E-04	4.20E-07	1.58E-06	3.25E-07	2.43E-07	6.36E-04	7.48E-04
1:Ins:C:4	9.76E-08	6.68E-04	5.19E-04	1.66E-03	0.00E+00	2.43E-04	6.29E-07	1.87E-03	9.70E-04	6.82E-04	4.68E-24	3.10E-03	4.66E-03	0.00E+00	7.08E-04	1.29E-03	5.81E-04	3.11E-03	5.50E-04	1.04E-02
1:Ins:C:5	3.72E-04	2.90E-03	2.32E-03	0.00E+00	8.60E-04	0.00E+00	8.90E-05	2.58E-04	4.24E-04	4.09E-04	8.24E-09	2.01E-03	1.31E-02	1.36E-03	5.69E-04	4.40E-03	1.68E-03	7.00E-08	4.32E-02	4.21E-02
1:Ins:T:0	9.64E-05	5.04E-08	2.55E-04	0.00E+00	4.49E-04	2.43E-03	3.65E-03	8.80E-04	6.44E-03	1.37E-02	1.46E-03	1.33E-03	1.62E-02	1.40E-46	2.11E-03	3.91E-03	3.40E-03	4.60E-03	3.43E-03	8.06E-03
1:Ins:T:1	0.00E+00	5.27E-08	0.00E+00	3.50E-05	1.67E-03	1.92E-03	9.28E-07	2.51E-03	2.39E-03	1.06E-02	7.49E-03	1.40E-46	2.45E-03	1.77E-04	1.50E-05	2.55E-03	0.00E+00	3.29E-03	3.17E-03	2.88E-03
1:Ins:T:2	0.00E+00	6.11E-04	3.64E-04	0.00E+00	1.19E-03	1.02E-03	6.15E-04	4.04E-07	6.43E-04	2.40E-03	1.25E-03	0.00E+00	2.64E-08	0.00E+00	5.63E-04	1.53E-03	4.52E-04	6.14E-08	4.50E-03	4.91E-03
1:Ins:T:3	1.03E-04	6.35E-04	0.00E+00	0.00E+00	5.17E-04	8.49E-04	2.13E-03	1.35E-03	2.64E-03	9.66E-04	1.27E-04	2.75E-03	9.00E-04	0.00E+00	1.00E-03	8.02E-04	2.28E-03	1.23E-04	8.34E-04	3.44E-03
