NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	149.954	56.846	46.541	43.043	0.361	0.875	30000.0
2	143.212	53.264	44.583	40.154	0.335	0.89	40000.0
3	156.204	58.093	51.867	44.99	0.355	0.877	30000.0
4	157.649	59.036	54.014	46.347	0.367	0.86	30000.0
5	143.407	53.783	44.732	41.026	0.337	0.883	30000.0
6	154.837	58.519	52.513	46.157	0.356	0.862	30000.0
7	150.335	56.139	49.077	42.781	0.337	0.883	30000.0
8	154.977	58.658	52.198	45.393	0.355	0.862	20000.0
9	139.075	51.515	43.216	38.236	0.329	0.893	20000.0
10	148.503	55.016	46.424	41.36	0.346	0.882	30000.0
