Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	51	31	0	52	66	12	0	0	12
V2	42	44	0	144	0	33	25	29	0
V3	6	58	186	0	0	0	23	4	67
V4	62	16	0	70	1	63	59	0	0
V5	81	0	66	0	19	10	1	0	19
V6	56	220	0	139	74	290	16	0	0
V7	47	0	77	45	29	49	0	0	73
V8	0	0	12	49	111	102	9	0	7
V9	84	1	0	44	72	43	0	0	20
V10	96	96	151	6	103	0	9	29	20
V11	0	112	191	29	12	0	44	157	0
V12	6	1	15	0	9	157	7	0	0
V13	2	69	4	599	6	4	0	0	0
V14	51	35	4	57	6	0	36	69	15
V15	48	110	371	58	90	11	0	0	12
V16	9	84	29	182	84	72	70	42	0
V17	48	142	18	10	17	11	7	25	3
V18	0	38	19	7	96	5	0	8	0
V19	11	9	10	10	0	2	0	10	0
V20	16	8	0	2	13	3	0	0	5
V21	268	0	168	43	15	1	0	0	19
V22	0	104	259	7	188	9	35	28	34
V23	2	41	90	108	27	1	29	0	0
V24	60	121	128	52	26	0	7	75	0
V25	124	43	531	11	44	44	0	0	0
V26	14	53	5	0	31	55	0	0	18
V27	14	197	23	7	28	33	0	0	28
V28	51	1	0	5	67	51	4	32	0
V29	0	132	0	47	6	14	88	0	0
V30	3	12	0	396	0	86	34	0	0
V31	76	84	64	11	1	0	0	0	71
V32	299	11	129	3	0	6	19	44	4
V33	35	14	11	230	92	0	39	10	1
V34	144	16	0	5	73	0	0	26	20
V35	80	8	213	61	31	49	57	6	0
V36	0	32	59	33	8	17	0	22	0
V37	0	18	30	1	50	7	6	0	30
V38	91	8	126	33	194	6	28	0	21
V39	18	28	16	47	20	70	6	0	25
V40	98	178	123	148	0	0	26	42	0
V41	1	0	76	0	128	8	6	72	10
V42	328	40	66	192	67	9	28	52	25
V43	0	99	9	0	0	3	2	0	0
V44	39	0	2	23	107	0	0	19	0
V45	26	88	14	0	0	7	7	19	14
V46	0	16	76	0	230	17	0	22	18
V47	18	15	0	0	181	12	0	22	0
V48	0	101	0	17	14	205	0	0	54
V49	0	437	0	34	47	1	0	6	13
V50	53	1	0	113	20	116	48	0	0
V51	6	106	0	4	12	74	0	0	11
V52	29	72	67	23	34	132	39	53	0
V53	32	125	170	25	45	5	0	2	0
V54	0	14	140	2	0	8	3	35	43
V55	0	63	1	3	91	28	7	7	0
V56	19	1	0	46	1	22	0	5	11
V57	110	340	0	86	65	5	108	0	7
V58	61	7	56	0	1	53	0	0	0
V59	0	43	65	43	87	23	91	0	0
V60	0	81	70	47	95	110	79	37	0
V61	59	1	34	77	21	1	43	0	0
V62	10	73	4	0	130	0	17	66	0
V63	152	6	0	18	16	7	20	1	0
V64	114	0	67	76	88	62	15	0	2
V65	21	5	3	97	37	5	0	0	0
V66	144	0	0	107	166	41	2	0	16
V67	11	0	52	74	130	1	77	0	9
V68	129	5	0	110	5	6	20	0	0
V69	324	41	28	0	0	225	7	10	12
V70	0	1	235	0	68	138	57	11	34
V71	71	8	0	4	3	10	29	0	8
V72	126	184	15	2	0	6	0	0	11
V73	37	49	0	47	0	2	14	0	0
V74	7	3	155	152	0	71	0	16	40
V75	26	0	53	3	159	0	2	117	5
V76	6	22	3	0	52	0	0	6	0
V77	83	50	0	4	49	0	0	0	7
V78	219	1	0	0	76	0	0	63	0
V79	294	80	0	14	67	16	0	34	17
V80	0	3	81	60	2	5	63	0	24
V81	0	19	80	159	0	14	0	7	0
V82	31	18	0	3	0	0	13	4	8
V83	0	54	0	144	16	4	0	0	0
V84	57	0	97	0	29	143	0	28	29
V85	32	2	0	54	80	29	61	0	0
V86	78	17	212	0	6	66	24	0	4
V87	3	0	5	42	154	6	0	35	0
V88	0	24	12	199	58	63	73	0	0
V89	60	41	13	29	37	0	0	44	9
V90	0	120	0	14	40	116	0	0	12
V91	2	37	0	5	13	80	13	9	0
V92	53	1	50	13	0	97	20	15	0
V93	124	465	0	1	12	53	0	1	15
V94	33	5	1	0	29	9	0	5	0
V95	81	27	58	78	33	0	28	0	11
V96	5	7	0	0	22	65	0	0	0
V97	2	15	26	0	36	42	1	18	0
V98	166	15	0	0	171	300	0	0	4
V99	268	32	48	15	31	136	7	87	0
V100	1	19	0	2	18	29	0	0	24
