NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.48	19.837	12.612	12.546	0.107	0.989	70000.0
2	48.209	18.809	11.61	12.186	0.1	0.988	40000.0
3	49.351	18.89	12.116	11.866	0.1	0.991	60000.0
4	55.131	20.87	13.827	13.569	0.106	0.988	60000.0
5	55.407	21.873	13.815	14.48	0.109	0.985	50000.0
6	53.269	20.748	13.104	13.606	0.104	0.986	30000.0
7	53.54	21.412	13.087	14.02	0.108	0.985	40000.0
8	55.113	21.455	13.932	14.066	0.109	0.986	90000.0
9	55.335	21.783	13.914	14.506	0.11	0.983	50000.0
10	54.753	21.106	13.746	13.982	0.108	0.986	60000.0
