Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83D	ID83E
V1	5:Del:R:4	0.007959700407620557	0.0	0.5572605633607657	0.06229370495858303	0.00019014369904012528	0.3722958875739907
V1	5:Del:R:5	0.14407335080536607	0.0	0.39325909378890544	0.46204080302779765	0.0003484135754433173	0.0002783388024875273
V1	2:Ins:R:0	0.046299771718924326	0.0	0.425702345985229	0.44938289586720226	0.0023257719734146396	0.07628921445522988
V1	2:Ins:R:1	0.0007383214457500653	0.0	0.300287967509481	0.6606144788638314	0.03835791821898493	1.3139619525968856e-06
V1	2:Ins:R:2	0.012265188199470358	0.0	0.0325496439491402	0.1415537514024777	0.0	0.8136314164489118
V1	2:Ins:R:3	0.2223970313381397	0.0	0.1481073465357228	0.5105066487547872	5.589409484649496e-06	0.11898338396186546
V1	2:Ins:R:4	0.8190096773195241	0.0	0.009000724249930382	0.02897622717586914	0.021683946563282507	0.121329424691394
V1	2:Ins:R:5	0.8066063361196913	0.0	0.15145873037841642	8.084116436003841e-16	0.04193493350189145	0.0
V1	3:Ins:R:0	0.00014278658791535125	0.0	0.6010202455771654	0.398793574260647	1.8489448692231395e-05	2.4904125580046257e-05
V1	3:Ins:R:1	0.0518072105621232	0.0	0.26350917268311663	0.5622464726891034	1.5151632511479756e-07	0.12243699254933166
V1	3:Ins:R:2	8.132644820789303e-05	0.0	0.0004828657093420942	0.0007321576179156801	0.9977859522645007	0.0009176979600335775
V1	3:Ins:R:3	0.3361445826876655	0.0	0.14738736164973945	0.03506589178857185	0.48137536433890954	2.6799535113641185e-05
V1	3:Ins:R:4	0.0042946153439208466	0.0	0.011370092465098016	0.002611068159042989	0.015793965929418396	0.9659302581025196
V1	3:Ins:R:5	0.08904779844996055	0.0	0.005033653074215652	1.2951902116786215e-15	0.8880729010357232	0.017845647440099265
V1	4:Ins:R:0	1.6131890562067796e-15	0.0	0.7310338527705299	0.2689642542292879	1.8930001805990305e-06	0.0
V1	4:Ins:R:1	0.13170220094665264	0.0	0.3766722346519832	0.42502714285507015	0.0	0.06659842154629393
V1	4:Ins:R:2	0.20281094534542923	0.0	0.4139300401075634	0.38236674728890385	0.0005751847624766882	0.0003170824956269157
V1	4:Ins:R:3	0.4522059925720227	0.0	0.04749604656442226	0.2071775664911884	0.00014390816262101859	0.29297648620974565
V1	4:Ins:R:4	0.4464115896829473	0.0	0.5535233299970492	2.5364351546539308e-14	3.780319238073214e-05	2.72771275974429e-05
V1	4:Ins:R:5	0.2831648788660791	0.0	0.4827873640468918	0.002069630479810826	0.10860609044852192	0.1233720361586963
V1	5:Ins:R:0	2.6294788658770746e-15	0.0	0.487700975467979	0.4422995671890746	2.572378407161039e-06	0.06999688496453654
V1	5:Ins:R:1	0.05866496345360827	0.0	0.7652611510442117	0.17113566496894514	0.0	0.00493822053323503
V1	5:Ins:R:2	0.32043974048231844	0.0	0.24530528484402467	0.4341724920274368	6.375817054708663e-05	1.8724475673108997e-05
V1	5:Ins:R:3	0.33893946205478886	0.0	0.1954773118883672	0.38490946008045307	0.08066877311313088	4.992863259937163e-06
V1	5:Ins:R:4	0.4636344595208722	0.0	0.02301409366975031	0.3001645858069698	0.09079508729502317	0.12239177370738452
V1	5:Ins:R:5	0.23006971264826645	0.0	0.7055476581894686	0.06374490934500683	0.00041109512680747353	0.0002266246904505926
V1	2:Del:M:1	0.0491471069734911	0.0	0.38882134864908746	0.5373420975857764	0.022072347647787722	0.0026170991438572333
V1	3:Del:M:1	0.0028756637923417236	0.0	0.6291024897068908	0.3549621874532064	0.006951873732106194	0.006107785315455051
V1	3:Del:M:2	0.09533943489721716	0.0	0.53469533355349	0.33384974333771983	0.017831693822255898	0.018283794389317144
V1	4:Del:M:1	0.004494666241441403	0.0	0.6009408493488474	0.347110243416323	0.04745424099338828	0.0
V1	4:Del:M:2	0.010183945957887469	0.0	0.21487302137493508	0.7749319316849725	2.1787089037957516e-07	1.0883111314643142e-05
V1	4:Del:M:3	0.014774197009845278	0.0	0.1947621549523386	0.78529289282366	0.005170755214156118	0.0
V1	5:Del:M:1	1.496006429014933e-06	0.0	0.9925650419286073	0.00021787950775516856	0.0004168331929849779	0.006798749364223535
V1	5:Del:M:2	9.94235576643445e-10	0.0	0.9958690833166179	0.0031026869734728673	0.0010281303963355316	9.831933812959628e-08
V1	5:Del:M:3	2.530234012669372e-11	0.0	0.9661127033040198	0.02081325277288122	3.409133959668369e-05	0.013039952558199732
V1	5:Del:M:4	0.0011709384264524658	0.0	0.9526073685964405	0.04542015834323352	4.116840508777523e-07	0.0008011229498228379
V1	5:Del:M:5	0.025717091175967693	0.0	0.9555970255766573	7.022496584176193e-16	0.0037742065191146436	0.014911676728259524
V2	1:Del:C:0	0.013172153215516558	0.0	0.9123108937930785	0.0	0.07451695299140494	0.0
V2	1:Del:C:1	0.1008959977601653	0.0	0.8673794354967823	0.0	0.03172456674305252	0.0
V2	1:Del:C:2	3.2244731763122306e-15	0.0	0.9021281792200809	0.0	0.09787182077991574	0.0
V2	1:Del:C:3	0.559424995797024	0.0	0.44057500420297596	0.0	0.0	0.0
V2	1:Del:C:4	0.5917712654651176	0.0	0.2973226109388592	0.0	0.1109061235960233	0.0
V2	1:Del:C:5	0.9174767906129714	0.0	0.07067929485458865	0.0	0.01184391453243995	0.0
V2	1:Del:T:0	0.11116050464477364	0.0	0.8069543360089448	0.0	0.08188515934628163	0.0
V2	1:Del:T:1	1.1375836278790532e-15	0.0	0.9988008260143132	0.0	0.0011991739856856796	0.0
V2	1:Del:T:2	0.22695668755971193	0.0	0.6059485363441377	0.0	0.1670947760961504	0.0
V2	1:Del:T:3	0.3661085004499124	0.0	0.4356331291483168	0.0	0.19825837040177088	0.0
V2	1:Del:T:4	0.8440714589448363	0.0	0.06966159474453008	0.0	0.08626694631063357	0.0
V2	1:Del:T:5	1.0957287782425094e-15	0.0	0.9775400762775384	0.0	0.02245992372246053	0.0
V2	1:Ins:C:0	4.306506399659315e-15	0.0	0.9999970420129412	0.0	2.957987054447157e-06	0.0
V2	1:Ins:C:1	4.7134758883699e-15	0.0	0.8588506904631739	0.0	0.14114930953682148	0.0
V2	1:Ins:C:2	4.217476975295305e-15	0.0	0.5409844203857166	0.0	0.4590155796142792	0.0
V2	1:Ins:C:3	0.935562436710728	0.0	0.03582993162829259	0.0	0.028607631660979356	0.0
V2	1:Ins:C:4	0.8899728714746726	0.0	0.07680337858333672	0.0	0.03322374994199063	0.0
V2	1:Ins:C:5	0.994429507754439	0.0	0.0055704922455610826	0.0	0.0	0.0
V2	1:Ins:T:0	0.6414253579202664	0.0	0.3520354276234146	0.0	0.006539214456318991	0.0
V2	1:Ins:T:1	0.028458367524511172	0.0	0.9559575122662586	0.0	0.015584120209230291	0.0
V2	1:Ins:T:2	0.27714694033326465	0.0	0.5712196478099206	0.0	0.15163341185681473	0.0
V2	1:Ins:T:3	0.8949944787850284	0.0	0.06376535575299067	0.0	0.04124016546198101	0.0
V2	1:Ins:T:4	0.982648539054861	0.0	0.013499756950213377	0.0	0.0038517039949256576	0.0
V2	1:Ins:T:5	0.9937468722794076	0.0	0.0062529084377256515	0.0	2.1928286662605993e-07	0.0
V2	2:Del:R:0	0.21467133471364763	0.0	0.7629616885264527	0.0	0.02236697675989954	0.0
V2	2:Del:R:1	0.28669731096531675	0.0	0.6734947345346891	0.0	0.03980795449999421	0.0
V2	2:Del:R:2	0.6584150316354804	0.0	0.20602644543021506	0.0	0.13555852293430443	0.0
V2	2:Del:R:3	0.8817839447630605	0.0	0.015570747934048255	0.0	0.10264530730289116	0.0
V2	2:Del:R:4	0.41718602763191387	0.0	0.5821721994864429	0.0	0.0006417728816431867	0.0
V2	2:Del:R:5	1.4280282478696915e-14	0.0	0.9993462478564729	0.0	0.0006537521435128116	0.0
V2	3:Del:R:0	0.040304119342626836	0.0	0.9595792182721969	0.0	0.00011666238517609241	0.0
V2	3:Del:R:1	0.8784221652444125	0.0	0.06574483514799288	0.0	0.055832999607594753	0.0
V2	3:Del:R:2	0.8802113214313962	0.0	0.11978770114777312	0.0	9.774208306134299e-07	0.0
V2	3:Del:R:3	0.8219851886013988	0.0	0.15606477393677556	0.0	0.021950037461825694	0.0
V2	3:Del:R:4	3.839217286059667e-12	0.0	0.8643118894974205	0.0	0.13568811049874027	0.0
V2	3:Del:R:5	1.0892042111709548e-13	0.0	0.8326139920925122	0.0	0.16738600790737884	0.0
V2	4:Del:R:0	0.05086182755026783	0.0	0.94913695492735	0.0	1.2175223821604849e-06	0.0
V2	4:Del:R:1	0.6284606531030136	0.0	0.31493461785646293	0.0	0.05660472904052341	0.0
V2	4:Del:R:2	0.024636193082804986	0.0	0.5781686829394729	0.0	0.3971951239777222	0.0
V2	4:Del:R:3	4.073951927399382e-13	0.0	0.9856015745367069	0.0	0.014398425462885668	0.0
V2	4:Del:R:4	1.2182047407499945e-13	0.0	0.9956945416953127	0.0	0.004305458304565613	0.0
V2	4:Del:R:5	0.9389270684958966	0.0	0.057272253188125094	0.0	0.003800678315978401	0.0
V2	5:Del:R:0	0.00012548298770785263	0.0	0.9943923008963115	0.0	0.005482216115980684	0.0
V2	5:Del:R:1	0.5451135198656191	0.0	0.4548864801343809	0.0	0.0	0.0
V2	5:Del:R:2	0.4343129568780555	0.0	0.4939531799351847	0.0	0.07173386318675978	0.0
V2	5:Del:R:3	0.8918477523258049	0.0	0.10706316339186434	0.0	0.0010890842823307123	0.0
V2	5:Del:R:4	0.09003599611149016	0.0	0.9087889289823793	0.0	0.001175074906130522	0.0
V2	5:Del:R:5	0.7169211569853603	0.0	0.2821316314975038	0.0	0.0009472115171359317	0.0
V2	2:Ins:R:0	0.4249813904225897	0.0	0.5633552851073678	0.0	0.01166332447004252	0.0
V2	2:Ins:R:1	0.011360820269778213	0.0	0.6661735762994798	0.0	0.3224656034307419	0.0
V2	2:Ins:R:2	0.7232693084524501	0.0	0.2767306915475499	0.0	0.0	0.0
V2	2:Ins:R:3	0.912385983405385	0.0	0.08760148865336298	0.0	1.2527941252035509e-05	0.0
V2	2:Ins:R:4	0.9842042439027326	0.0	0.0015594050015962637	0.0	0.014236351095671163	0.0
V2	2:Ins:R:5	0.947440021429297	0.0	0.025648954965058347	0.0	0.026911023605644815	0.0
V2	3:Ins:R:0	0.0016449301077770477	0.0	0.9982386979835363	0.0	0.00011637190868665371	0.0
V2	3:Ins:R:1	0.5769285203923173	0.0	0.42307055776802105	0.0	9.218396615689871e-07	0.0
V2	3:Ins:R:2	0.00014914545472889006	0.0	0.00012767029097561207	0.0	0.9997231842542955	0.0
V2	3:Ins:R:3	0.5418285122977283	0.0	0.03425163041386785	0.0	0.42391985728840387	0.0
V2	3:Ins:R:4	0.29490355479772	0.0	0.11256542070679071	0.0	0.5925310244954893	0.0
V2	3:Ins:R:5	0.15487528054740873	0.0	0.0012621979357275426	0.0	0.8438625215168638	0.0
V2	4:Ins:R:0	1.530587811496363e-14	0.0	0.9999901873162761	0.0	9.812683708646715e-06	0.0
V2	4:Ins:R:1	0.7080446264076772	0.0	0.2919553735923227	0.0	0.0	0.0
V2	4:Ins:R:2	0.7717225979653368	0.0	0.22708164935639044	0.0	0.0011957526782726856	0.0
V2	4:Ins:R:3	0.9849143879913349	0.0	0.014914369430237133	0.0	0.0001712425784279298	0.0
V2	4:Ins:R:4	0.8483112583013248	0.0	0.15164949416167084	0.0	3.924753700445455e-05	0.0
V2	4:Ins:R:5	0.6871166042764135	0.0	0.16890099884334883	0.0	0.14398239688023765	0.0
V2	5:Ins:R:0	3.7395738465075977e-14	0.0	0.9999800128235247	0.0	1.99871764378002e-05	0.0
V2	5:Ins:R:1	0.34713962073140914	0.0	0.652860379268591	0.0	0.0	0.0
V2	5:Ins:R:2	0.9005136203388441	0.0	0.09938848840008034	0.0	9.789126107555611e-05	0.0
V2	5:Ins:R:3	0.8242795546866891	0.0	0.06853840860014271	0.0	0.10718203671316825	0.0
V2	5:Ins:R:4	0.8975464850288951	0.0	0.006423332234928365	0.0	0.09603018273617656	0.0
V2	5:Ins:R:5	0.6929486164394141	0.0	0.3063749142914107	0.0	0.0006764692691752064	0.0
V2	2:Del:M:1	0.4191155563142933	0.0	0.4780476536721592	0.0	0.10283679001354755	0.0
V2	3:Del:M:1	0.02953226390990784	0.0	0.9314623421466358	0.0	0.039005393943456305	0.0
V2	3:Del:M:2	0.5233527791539155	0.0	0.4231687819146231	0.0	0.05347843893146126	0.0
V2	4:Del:M:1	0.03839606482278583	0.0	0.7401270223455948	0.0	0.2214769128316193	0.0
V2	4:Del:M:2	0.24740505012191596	0.0	0.752592058160711	0.0	2.8917173731993873e-06	0.0
V2	4:Del:M:3	0.3234371570519322	0.0	0.614717903984606	0.0	0.06184493896346176	0.0
V2	5:Del:M:1	1.0437442454429093e-05	0.0	0.9984006972190032	0.0	0.0015888653385424268	0.0
V2	5:Del:M:2	6.897727504673503e-09	0.0	0.9961030048655395	0.0	0.0038969882367329224	0.0
V2	5:Del:M:3	1.8163082716831752e-10	0.0	0.9998662980658691	0.0	0.00013370175250007192	0.0
V2	5:Del:M:4	0.008453706002358058	0.0	0.9915446701649313	0.0	1.6238327105689062e-06	0.0
V2	5:Del:M:5	0.15534258857379324	0.0	0.8322019874502683	0.0	0.012455423975938514	0.0
V3	1:Del:C:0	0.00015649098740608071	0.011066232025637793	0.04629009174742557	0.9424871852395306	0.0	0.0
V3	1:Del:C:1	0.0024423785052125595	0.00016354726897219835	0.08967280911174658	0.9077212651140687	0.0	0.0
V3	1:Del:C:2	2.829554381355787e-16	0.0006231057018988268	0.3380960906302848	0.661280803667816	0.0	0.0
V3	1:Del:C:3	0.04270852856046428	0.12971716213080942	0.14364986406192276	0.6839244452468035	0.0	0.0
V3	1:Del:C:4	0.014960814659577779	0.19156444899994046	0.032102727398985016	0.7613720089414967	0.0	0.0
V3	1:Del:C:5	0.08671868127207095	0.8814357240351333	0.028531355817314488	0.0033142388754813226	0.0	0.0
V3	1:Del:T:0	0.0036163896641810225	0.05109029179856201	0.11212082710089694	0.8331724914363601	0.0	0.0
V3	1:Del:T:1	2.3684125356766172e-17	6.624265612671807e-17	0.08881074936228275	0.911189250637717	0.0	0.0
V3	1:Del:T:2	0.00340578872334578	0.05997836653261179	0.03883497977913415	0.8977808649649083	0.0	0.0
V3	1:Del:T:3	0.005932688197808907	0.12255077048684926	0.03014916125404225	0.8413673800612996	0.0	0.0
V3	1:Del:T:4	0.011069553170905324	0.2848687061053337	0.0039017272905501935	0.7001600134332108	0.0	0.0
V3	1:Del:T:5	1.7197203355700985e-18	0.992058668290551	0.006552423414918334	0.0013889082945306237	0.0	0.0
V3	1:Ins:C:0	1.0083557006721149e-15	2.820292450189898e-15	0.9999999999999915	4.7382817158093364e-15	0.0	0.0
V3	1:Ins:C:1	1.063122582128828e-15	0.17090006655757597	0.8273177577845416	0.0017821756578813698	0.0	0.0
V3	1:Ins:C:2	1.1459195721115534e-15	0.021258798708451685	0.627767457433393	0.35097374385815416	0.0	0.0
V3	1:Ins:C:3	0.42463038804600167	0.5059156703848648	0.06945394156912568	7.806978954817807e-15	0.0	0.0
V3	1:Ins:C:4	0.19252065827988843	0.7358530431302506	0.07095671777306047	0.0006695808168007208	0.0	0.0
V3	1:Ins:C:5	0.5256198355465848	0.45722140725335236	0.012574882654968238	0.004583874545094699	0.0	0.0
V3	1:Ins:T:0	0.048573920489666036	0.06622648041802855	0.11385602767514594	0.7713435714171595	0.0	0.0
V3	1:Ins:T:1	0.0011294988906001633	2.594711897800081e-16	0.16204179262208376	0.8368287084873158	0.0	0.0
V3	1:Ins:T:2	0.01916823683071444	0.15071846459903532	0.1687282643184968	0.6613850342517535	0.0	0.0
V3	1:Ins:T:3	0.3347755427169616	0.20023711512508408	0.10186635754408883	0.3631209846138656	0.0	0.0
V3	1:Ins:T:4	0.5484332426882185	0.26924828752545527	0.03217837670798084	0.15014009307834544	0.0	0.0
V3	1:Ins:T:5	0.948998635510962	0.00782073598650264	0.02550260276043956	0.01767802574209582	0.0	0.0
V3	2:Del:R:0	0.013898594480674362	0.007777977658675538	0.21096586062298212	0.767357567237668	0.0	0.0
V3	2:Del:R:1	0.0393283599189241	0.2696502824609095	0.3945745269774395	0.29644683064272676	0.0	0.0
V3	2:Del:R:2	0.0533585914797563	0.48927917885722716	0.07130832135836984	0.38605390830464675	0.0	0.0
V3	2:Del:R:3	0.17298888187053957	0.702193449523753	0.013046021875460024	0.11177164673024732	0.0	0.0
V3	2:Del:R:4	0.02231271551749995	0.844707152377222	0.13298013210527151	6.356161153485619e-15	0.0	0.0
V3	2:Del:R:5	3.3458632627308425e-15	1.1063903018990536e-14	0.99999999999997	1.572227212166158e-14	0.0	0.0
V3	3:Del:R:0	0.005985023553030241	0.0013693817556732623	0.6085690830046303	0.3840765116866661	0.0	0.0
V3	3:Del:R:1	0.16318903015768263	0.3818768886169987	0.0521629254604087	0.4027711557649101	0.0	0.0
V3	3:Del:R:2	0.0750531197259213	0.5235428808568532	0.043622108447441674	0.35778189096978397	0.0	0.0
V3	3:Del:R:3	0.14943322140404103	0.37979103560819133	0.12117155412529088	0.34960418886247674	0.0	0.0
V3	3:Del:R:4	1.0400628436671494e-12	2.9237038491492984e-12	0.999999999991149	4.887274155494841e-12	0.0	0.0
V3	3:Del:R:5	3.0630422209361606e-14	8.567090803930678e-14	0.9999999999997398	1.439329091960296e-13	0.0	0.0
V3	4:Del:R:0	0.008176679215911207	0.002325832619245054	0.6516681653230018	0.3378293228418419	0.0	0.0
V3	4:Del:R:1	0.04289128351358758	0.23619304659979687	0.09179604604739629	0.6291196238392193	0.0	0.0
V3	4:Del:R:2	0.0007733971609470171	0.3048910291930342	0.07751685816502155	0.6168187154809974	0.0	0.0
V3	4:Del:R:3	2.7660769080106306e-14	0.1423908075993954	0.2858000914017026	0.5718091009988743	0.0	0.0
V3	4:Del:R:4	2.864715746199335e-14	8.012387082813001e-14	0.9999999999997565	1.3461351219772781e-13	0.0	0.0
V3	4:Del:R:5	0.050793385765274486	0.8667486493589451	0.013232204258834266	0.06922576061694631	0.0	0.0
V3	5:Del:R:0	2.9306664081830596e-05	0.0003167028163783153	0.991863508809851	0.007790481709689011	0.0	0.0
V3	5:Del:R:1	0.02066392081617318	0.7562780604910961	0.07364468829176046	0.1494133304009703	0.0	0.0
V3	5:Del:R:2	0.05192133771460926	0.3828504593024127	0.25219791781741974	0.3130302851655582	0.0	0.0
V3	5:Del:R:3	0.04533989742298007	0.889205123678289	0.023245693440670737	0.04220928545806003	0.0	0.0
V3	5:Del:R:4	0.008722827935207058	0.5567902377251089	0.3760250549909792	0.05846187934870487	0.0	0.0
V3	5:Del:R:5	0.14256027783312933	0.22630874775826243	0.23960260753223833	0.39152836687636994	0.0	0.0
V3	2:Ins:R:0	0.05914351773901853	0.11441928819950893	0.3348360696905144	0.49160112437095826	0.0	0.0
V3	2:Ins:R:1	0.0009103455913530918	0.0735571765173712	0.22797993746478873	0.6975525404264871	0.0	0.0
V3	2:Ins:R:2	0.04258860887545242	0.46688993520764116	0.06959264933448173	0.42092880658242476	0.0	0.0
V3	2:Ins:R:3	0.19555171077992173	0.3398441677579122	0.08018758332877823	0.38441653813338783	0.0	0.0
V3	2:Ins:R:4	0.3805158458636354	0.6053802104141697	0.0025748922493518634	0.01152905147284306	0.0	0.0
V3	2:Ins:R:5	0.3473563118584496	0.6124825726042055	0.040161115537344576	2.9813581613882984e-16	0.0	0.0
V3	3:Ins:R:0	0.0001842530550123699	0.08157036289610126	0.4775449680381539	0.4407004160107324	0.0	0.0
V3	3:Ins:R:1	0.04045725297364959	0.45682463578971355	0.12670676678113965	0.3760113444554973	0.0	0.0
V3	3:Ins:R:2	0.042498316796221985	0.47448096837618686	0.1553689314356574	0.3276517833919336	0.0	0.0
V3	3:Ins:R:3	0.7133807024704308	0.030289965235411203	0.19259871051672942	0.06373062177742854	0.0	0.0
V3	3:Ins:R:4	0.14514964807282058	0.542654214995671	0.23662117253138834	0.07557496440012014	0.0	0.0
V3	3:Ins:R:5	0.22051771288275926	0.7718068792548223	0.007675407862415611	2.746767329077867e-15	0.0	0.0
V3	4:Ins:R:0	2.305695922244405e-15	0.027428029286517656	0.6433571664041978	0.32921480430928224	0.0	0.0
V3	4:Ins:R:1	0.1073561876980265	0.4068847842579419	0.18905821213907462	0.2967008159049569	0.0	0.0
V3	4:Ins:R:2	0.23529411764705885	0.0891118036618621	0.29569536423841064	0.37989871445266854	0.0	0.0
V3	4:Ins:R:3	0.28960089493852953	0.5780448012689249	0.018729187517804186	0.1136251162747414	0.0	0.0
V3	4:Ins:R:4	0.2783953259809945	0.5090550708241411	0.21254960319485067	1.3546224504312153e-14	0.0	0.0
V3	4:Ins:R:5	0.13907389726590677	0.714053196604256	0.14600240953422947	0.0008704965956078683	0.0	0.0
V3	5:Ins:R:0	3.872146914635116e-15	1.0830093688261452e-14	0.4422151897392136	0.5577848102607716	0.0	0.0
V3	5:Ins:R:1	0.08510183942836107	0.01874957340843647	0.6835459260456387	0.21260266111756376	0.0	0.0
V3	5:Ins:R:2	0.37277776721284134	0.01895974344758581	0.17571483375584954	0.4325476555837233	0.0	0.0
V3	5:Ins:R:3	0.3036306567877771	0.2932538527012812	0.10782456908192313	0.2952909214290185	0.0	0.0
V3	5:Ins:R:4	0.6233466363660032	0.011995045767143617	0.019052224011664017	0.3456060938551891	0.0	0.0
V3	5:Ins:R:5	0.18563012953874158	0.41980389763981746	0.35052037060694285	0.04404560221449833	0.0	0.0
V3	2:Del:M:1	0.06419314348486634	0.022050499734540218	0.3127077732651657	0.6010485835154278	0.0	0.0
V3	3:Del:M:1	0.004142007042511955	6.471886003924932e-05	0.5579458061239915	0.43784746797345725	0.0	0.0
V3	3:Del:M:2	0.0825381005780583	0.38492009711793423	0.2850271174327856	0.24751468487122186	0.0	0.0
V3	4:Del:M:1	0.006511578856449858	0.026772299647386203	0.5360662587144058	0.4306498627817581	0.0	0.0
