NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	42.333	15.292	10.234	8.909	0.089	0.994	70000.0
2	41.868	15.629	9.7	8.932	0.09	0.994	50000.0
3	42.295	15.629	10.005	8.848	0.093	0.994	60000.0
4	43.782	15.99	10.312	8.966	0.093	0.994	60000.0
5	39.993	14.731	8.987	8.128	0.09	0.995	40000.0
6	42.306	15.689	9.963	8.869	0.09	0.994	50000.0
7	42.103	15.552	9.793	8.796	0.092	0.994	40000.0
8	41.062	15.095	9.647	8.555	0.091	0.994	60000.0
9	40.107	14.733	9.223	7.977	0.089	0.996	60000.0
10	45.8	16.761	11.129	9.704	0.093	0.993	60000.0
