Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	0	21	5	3	20	25	0
V2	30	16	100	68	105	0	35
V3	44	38	15	9	12	19	71
V4	33	6	25	12	111	99	0
V5	90	28	16	0	3	33	23
V6	213	7	2	162	26	40	2
V7	7	2	56	0	114	9	11
V8	63	36	1	1	52	6	8
V9	3	13	97	11	3	12	0
V10	11	1	31	33	270	67	8
V11	6	0	0	96	5	96	15
V12	1	38	6	43	5	2	0
V13	114	5	6	2	45	0	1
V14	470	0	22	160	103	86	0
V15	24	153	49	25	30	32	21
V16	51	31	23	0	0	0	6
V17	94	7	32	22	18	26	19
V18	0	9	14	82	0	45	0
V19	1	56	0	73	9	0	11
V20	82	6	5	12	20	5	52
V21	31	0	124	0	137	1	19
V22	88	0	5	80	38	129	0
V23	20	151	67	14	14	5	0
V24	11	41	14	21	128	0	0
V25	85	154	64	12	1	3	3
V26	28	3	0	28	67	4	0
V27	54	183	14	0	71	18	0
V28	6	43	10	17	5	0	6
V29	9	1	238	27	8	3	10
V30	10	3	256	9	82	0	126
V31	8	25	30	0	29	0	9
V32	16	95	26	56	0	49	2
V33	25	1	98	36	31	24	8
V34	109	33	21	5	6	27	131
V35	159	236	59	52	44	0	52
V36	68	179	4	45	3	68	0
V37	56	7	0	38	1	61	0
V38	26	4	36	0	19	2	6
V39	0	7	4	13	13	11	2
V40	5	14	21	77	38	0	6
V41	60	100	21	51	159	37	0
V42	3	541	0	61	4	24	118
V43	77	4	130	197	0	39	19
V44	145	102	167	46	3	31	0
V45	37	4	68	31	35	0	22
V46	0	0	2	233	0	349	65
V47	0	24	8	43	35	12	0
V48	58	0	8	0	0	3	2
V49	115	2	3	14	0	4	27
V50	30	0	47	2	1	82	13
V51	192	69	13	74	4	13	10
V52	0	65	3	0	19	4	6
V53	2	0	6	46	11	63	41
V54	5	2	8	68	38	77	0
V55	145	131	0	0	7	3	11
V56	30	0	4	49	2	47	2
V57	63	39	39	24	13	45	52
V58	51	13	78	4	3	17	0
V59	11	440	132	24	0	11	15
V60	0	70	41	0	0	6	0
V61	113	2	31	8	137	1	16
V62	0	136	46	297	99	303	0
V63	342	74	0	14	184	0	34
V64	9	56	3	5	10	0	2
V65	334	31	9	2	9	3	18
V66	4	22	7	417	0	0	29
V67	378	0	28	18	9	0	10
V68	101	68	32	15	0	20	1
V69	222	6	24	489	81	62	34
V70	13	0	45	0	7	6	22
V71	169	41	0	125	8	93	0
V72	90	180	6	5	1	1	11
V73	9	26	183	4	20	0	0
V74	56	155	88	0	0	23	33
V75	151	26	5	60	91	0	10
V76	30	88	17	8	99	3	68
V77	78	17	15	114	165	52	24
V78	0	27	4	1	0	0	39
V79	52	166	82	5	2	31	47
V80	57	93	127	39	15	10	111
V81	51	36	19	0	8	14	44
V82	247	221	220	0	8	28	133
V83	3	3	90	0	28	7	104
V84	24	361	1	25	3	11	2
V85	23	6	0	21	5	8	26
V86	0	2	186	1	1	8	53
V87	74	75	31	20	0	26	0
V88	60	3	181	16	1	0	6
V89	0	69	117	10	83	40	11
V90	374	9	8	88	10	38	9
V91	7	42	76	15	54	0	23
V92	23	35	147	58	139	0	10
V93	0	14	0	43	24	49	14
V94	51	4	61	26	2	47	157
V95	4	12	40	65	8	64	0
V96	0	17	112	50	0	48	0
V97	22	6	0	0	7	0	61
V98	56	53	12	25	89	3	67
V99	22	28	19	20	6	0	47
V100	145	10	36	2	50	6	30
