NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	165.411	55.684	53.974	43.079	0.338	0.873	20000.0
2	156.695	55.199	50.582	43.667	0.336	0.879	40000.0
3	156.7	55.743	50.262	43.883	0.346	0.876	30000.0
4	155.414	54.659	49.676	42.554	0.338	0.881	30000.0
5	157.281	55.365	51.4	43.863	0.344	0.872	20000.0
6	159.19	56.191	51.335	44.726	0.345	0.872	40000.0
7	157.353	55.995	51.042	44.334	0.342	0.873	30000.0
8	157.762	55.416	50.509	43.795	0.338	0.875	20000.0
9	166.037	56.686	53.707	44.832	0.342	0.874	30000.0
10	162.98	57.33	53.577	44.729	0.354	0.864	40000.0
