Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	76	4	30	18	86	110
V2	53	8	220	48	7	50
V3	78	96	5	77	171	44
V4	23	26	41	56	40	53
V5	57	129	8	8	15	11
V6	48	0	5	104	9	30
V7	18	8	7	37	142	2
V8	70	1	5	19	32	69
V9	200	46	26	4	2	90
V10	61	43	9	77	44	126
V11	4	55	0	0	3	47
V12	47	59	13	5	59	27
V13	0	58	7	41	6	3
V14	21	10	23	113	21	15
V15	84	38	108	1	12	49
V16	14	18	78	3	68	49
V17	19	27	4	34	30	17
V18	205	96	65	29	42	7
V19	117	15	5	3	96	3
V20	13	3	0	38	4	160
V21	273	14	37	23	0	66
V22	78	211	123	58	161	97
V23	29	101	23	51	17	75
V24	203	23	97	3	24	62
V25	12	34	8	47	119	105
V26	13	71	1	3	16	51
V27	17	18	18	2	19	158
V28	214	1	0	142	28	0
V29	17	44	156	165	53	51
V30	36	9	36	11	186	69
V31	3	55	4	9	0	24
V32	5	51	3	34	6	49
V33	91	73	15	4	30	22
V34	12	45	19	53	10	2
V35	41	27	2	0	42	88
V36	87	12	58	55	0	6
V37	180	595	4	6	47	6
V38	137	17	25	1	14	1
V39	24	4	108	10	15	26
V40	7	5	40	21	24	193
V41	54	2	256	167	26	10
V42	0	23	17	164	8	19
V43	69	45	143	35	67	17
V44	132	30	6	1	63	1
V45	0	31	7	220	0	65
V46	11	252	4	43	27	54
V47	22	130	59	85	72	28
V48	4	42	114	115	7	21
V49	19	193	19	47	51	19
V50	18	15	4	20	12	8
V51	211	372	66	20	195	10
V52	196	3	41	161	50	9
V53	261	8	5	2	91	62
V54	156	1	82	35	84	5
V55	101	6	55	50	18	4
V56	4	77	3	7	10	25
V57	178	217	23	133	52	6
V58	293	0	14	74	70	6
V59	12	10	93	88	30	48
V60	46	63	4	122	6	0
V61	260	98	339	11	23	23
V62	3	0	24	63	10	3
V63	3	47	39	20	171	88
V64	6	1	0	5	56	18
V65	35	33	43	76	32	11
V66	89	5	27	1	217	33
V67	10	47	100	137	43	13
V68	0	3	0	3	0	133
V69	4	8	0	15	18	6
V70	474	48	0	50	0	85
V71	62	54	21	0	19	55
V72	13	296	3	157	0	0
V73	28	114	172	7	3	77
V74	5	7	0	77	2	48
V75	33	0	237	122	17	0
V76	93	9	139	31	9	28
V77	18	43	45	2	22	28
V78	69	65	1	17	5	32
V79	65	73	41	26	101	60
V80	91	30	44	137	0	3
V81	37	1	245	31	80	24
V82	127	78	46	7	56	14
V83	26	0	2	5	22	7
V84	13	208	86	1	84	2
V85	333	40	105	54	25	38
V86	93	3	115	40	14	33
V87	186	80	108	70	15	14
V88	72	0	31	1	0	19
V89	41	106	17	20	3	5
V90	194	1	0	20	0	35
V91	11	119	23	120	73	5
V92	150	18	29	12	204	4
V93	19	30	66	66	0	15
V94	20	23	25	5	5	0
V95	2	171	135	2	9	1
V96	9	5	95	124	24	54
V97	21	15	26	3	32	3
V98	208	51	14	60	24	1
V99	29	4	68	25	0	37
V100	366	5	22	2	80	30
