Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	3.82E+00	3.48E-01	1.89E+00	9.00E-01	4.02E+00	2.18E+00
V2	2.31E+00	1.30E+00	4.88E+00	1.88E+00	1.24E+00	3.07E+00
V3	4.68E+00	3.10E+00	2.04E+00	1.73E+00	3.55E+00	3.03E+00
V4	1.61E+00	2.27E+00	2.41E+00	8.19E-01	2.06E+00	1.99E+00
V5	2.61E+00	2.33E+00	1.36E+00	8.92E-01	1.35E+00	8.44E-01
V6	1.51E+00	0.00E+00	9.40E-01	9.22E-01	1.07E+00	1.72E+00
V7	3.26E+00	8.46E-01	1.75E+00	1.38E+00	3.86E+00	8.20E-01
V8	2.98E+00	2.21E-01	1.44E+00	1.35E+00	2.45E+00	1.53E+00
V9	4.33E+00	2.32E+00	2.14E+00	6.57E-01	6.40E-01	3.53E+00
V10	2.07E+00	1.82E+00	1.21E+00	1.75E+00	2.30E+00	2.48E+00
V11	6.90E-01	1.56E+00	0.00E+00	0.00E+00	8.54E-01	1.40E+00
V12	2.82E+00	1.62E+00	1.40E+00	6.16E-01	3.87E+00	1.39E+00
V13	2.13E-01	1.65E+00	1.30E+00	2.18E+00	8.69E-01	3.67E-01
V14	1.02E+00	1.57E+00	1.83E+00	2.08E+00	1.67E+00	1.03E+00
V15	2.69E+00	2.64E+00	4.50E+00	2.24E-01	1.61E+00	1.81E+00
V16	2.96E+00	1.64E+00	2.63E+00	6.96E-01	2.41E+00	1.95E+00
V17	2.03E+00	2.65E+00	7.31E-01	1.81E+00	1.67E+00	8.67E-01
V18	3.74E+00	3.46E+00	2.77E+00	1.10E+00	2.25E+00	7.72E-01
V19	3.92E+00	1.27E+00	1.43E+00	4.67E-01	3.30E+00	7.00E-01
V20	1.20E+00	4.52E-01	0.00E+00	1.72E+00	5.93E-01	2.24E+00
V21	3.77E+00	1.50E+00	2.96E+00	2.05E+00	0.00E+00	2.78E+00
V22	4.00E+00	5.11E+00	5.61E+00	4.00E+00	5.68E+00	3.65E+00
V23	8.31E-01	2.65E+00	2.37E+00	1.33E+00	1.66E+00	1.72E+00
V24	3.70E+00	1.42E+00	2.56E+00	4.42E-01	2.46E+00	2.50E+00
V25	2.32E+00	1.94E+00	1.96E+00	2.06E+00	2.91E+00	2.72E+00
V26	1.29E+00	2.84E+00	6.37E-01	7.78E-01	2.03E+00	2.41E+00
V27	1.57E+00	1.48E+00	2.00E+00	6.37E-01	1.90E+00	1.36E+00
V28	4.94E+00	5.21E-01	0.00E+00	3.42E+00	2.97E+00	0.00E+00
