MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	6.55E-08	0.00E+00	1.25E-31	2.75E-02	6.06E-07	1.26E-02	9.31E-08	2.71E-02	4.84E-02	2.42E-02	7.46E-03	4.55E-02
1:Del:C:1	7.47E-04	1.92E-04	4.13E-05	2.51E-02	2.77E-06	5.88E-03	3.60E-04	8.56E-04	3.54E-02	2.31E-02	8.99E-03	3.28E-02
1:Del:C:2	2.61E-08	1.34E-05	1.91E-07	6.19E-04	1.25E-07	1.42E-03	4.90E-04	2.12E-03	1.19E-03	6.53E-04	1.50E-03	2.59E-03
1:Del:C:3	3.53E-08	9.61E-04	2.70E-04	1.52E-03	2.99E-03	2.61E-03	3.31E-04	2.67E-03	4.59E-03	4.30E-03	4.59E-03	3.54E-03
1:Del:C:4	1.52E-04	1.63E-04	2.62E-04	2.07E-03	9.87E-04	3.68E-04	1.05E-03	3.44E-05	2.25E-03	2.84E-03	0.00E+00	3.83E-03
1:Del:C:5	2.07E-08	1.56E-03	7.74E-04	4.25E-04	3.55E-03	1.33E-03	0.00E+00	5.58E-05	2.37E-03	8.55E-03	1.61E-03	1.06E-07
1:Del:T:0	1.06E-03	2.23E-03	1.20E-03	1.91E-02	4.58E-03	9.90E-03	9.64E-08	2.33E-02	1.17E-02	4.31E-46	6.48E-03	7.05E-02
1:Del:T:1	5.29E-03	4.54E-04	2.84E-08	6.78E-03	2.06E-08	3.36E-03	1.68E-07	2.77E-03	1.06E-02	6.88E-03	8.10E-03	7.07E-03
1:Del:T:2	1.43E-07	6.94E-04	1.25E-03	2.40E-02	3.93E-03	1.35E-03	0.00E+00	9.27E-03	3.30E-02	3.78E-02	1.57E-02	2.78E-02
1:Del:T:3	1.65E-03	3.56E-03	7.67E-04	1.45E-02	1.36E-02	0.00E+00	0.00E+00	4.60E-03	4.72E-02	1.65E-02	1.57E-02	3.27E-02
1:Del:T:4	7.86E-04	5.96E-03	6.84E-04	1.60E-02	2.04E-02	0.00E+00	6.55E-04	2.52E-03	2.85E-02	5.08E-02	3.08E-02	1.88E-02
1:Del:T:5	2.14E-08	1.17E-02	5.00E-08	4.69E-07	4.00E-06	3.16E-07	3.24E-03	9.60E-03	1.11E-02	8.62E-02	5.60E-04	8.23E-07
1:Ins:C:0	7.11E-04	8.85E-04	3.78E-08	5.73E-08	8.06E-03	1.58E-03	1.90E-02	1.08E-03	8.17E-03	7.61E-04	2.51E-03	2.55E-03
1:Ins:C:1	3.46E-08	2.63E-08	1.96E-08	0.00E+00	3.44E-07	2.02E-04	3.95E-08	2.74E-04	2.05E-08	5.71E-05	1.26E-03	2.59E-07
1:Ins:C:2	1.60E-04	6.64E-06	5.72E-05	8.57E-06	7.66E-07	2.66E-04	5.03E-07	5.60E-04	1.67E-04	3.45E-04	1.08E-03	3.66E-04
1:Ins:C:3	6.94E-05	8.63E-05	1.85E-04	2.04E-04	1.07E-03	1.04E-04	2.70E-09	1.37E-04	5.68E-04	6.62E-05	1.31E-04	5.99E-04
1:Ins:C:4	0.00E+00	3.48E-04	2.46E-04	8.53E-05	8.28E-05	2.31E-04	1.69E-03	5.49E-04	1.11E-03	3.62E-03	8.44E-04	8.90E-04
1:Ins:C:5	3.05E-04	1.55E-03	2.24E-03	5.06E-04	8.90E-03	3.26E-04	0.00E+00	1.73E-03	1.10E-02	1.87E-02	1.80E-03	1.40E-46
1:Ins:T:0	1.45E-04	1.30E-04	0.00E+00	3.75E-03	1.31E-03	1.30E-03	2.60E-07	1.08E-03	4.58E-03	2.53E-03	2.53E-03	3.99E-03
1:Ins:T:1	1.10E-08	1.66E-04	2.06E-04	6.96E-04	1.41E-03	4.15E-04	5.79E-08	7.68E-04	2.95E-03	1.52E-03	2.03E-03	2.33E-03
1:Ins:T:2	2.28E-04	1.50E-04	3.41E-05	9.72E-04	1.52E-03	1.01E-03	9.58E-09	3.10E-08	1.10E-03	1.25E-03	1.21E-03	1.26E-04
1:Ins:T:3	2.93E-04	0.00E+00	5.30E-04	2.46E-03	1.51E-03	2.02E-04	1.82E-06	4.74E-03	2.48E-03	1.33E-03	9.62E-04	1.39E-03
1:Ins:T:4	1.30E-03	1.24E-03	2.59E-03	4.20E-03	2.48E-03	0.00E+00	3.25E-04	2.33E-04	1.20E-02	5.77E-03	3.45E-03	1.78E-03
1:Ins:T:5	1.06E-02	3.05E-03	6.31E-03	2.33E-07	1.55E-02	2.08E-03	1.00E-03	7.28E-07	7.51E-02	2.09E-03	5.46E-04	2.22E-03
2:Del:R:0	0.00E+00	3.43E-04	3.82E-05	2.40E-03	3.30E-03	4.08E-03	3.04E-04	5.51E-04	3.97E-03	4.16E-03	2.02E-03	6.24E-03
