Samples	ID83A	ID83B	ID83C
V1	3	69	32
V2	1	72	253
V3	175	0	62
V4	0	92	85
V5	443	0	0
V6	0	140	0
V7	357	0	77
V8	110	7	47
V9	0	36	448
V10	104	150	38
V11	42	25	169
V12	114	269	11
V13	8	80	129
V14	154	115	40
V15	26	114	112
V16	25	145	59
V17	62	44	83
V18	67	75	17
V19	77	187	42
V20	5	46	93
V21	134	508	11
V22	225	43	13
V23	291	39	289
V24	752	127	192
V25	400	68	52
V26	0	0	712
V27	272	74	5
V28	126	138	16
V29	0	335	37
V30	0	310	30
V31	51	8	72
V32	24	126	182
V33	56	12	0
V34	98	0	1
V35	156	0	48
V36	87	72	0
V37	76	8	116
V38	0	0	268
V39	480	0	89
V40	169	133	165
V41	94	57	20
V42	58	0	163
V43	23	234	72
V44	271	61	65
V45	460	0	66
V46	0	316	65
V47	178	0	273
V48	0	170	36
V49	101	134	14
V50	492	0	0
V51	35	112	5
V52	105	0	0
V53	1	315	3
V54	170	0	0
V55	0	75	399
V56	118	239	55
V57	0	171	169
V58	51	276	84
V59	26	89	2
V60	116	25	39
V61	0	93	25
V62	329	0	0
V63	45	152	34
V64	163	5	128
V65	162	41	64
V66	31	37	133
V67	23	0	348
V68	1	55	80
V69	0	169	27
V70	0	100	539
V71	1	96	22
V72	17	55	59
V73	230	0	0
V74	72	116	43
V75	9	120	93
V76	216	0	12
V77	100	173	113
V78	120	237	117
V79	0	625	3
V80	273	0	330
V81	0	328	3
V82	96	0	259
V83	84	834	32
V84	274	190	13
V85	70	43	9
V86	107	96	11
V87	23	139	8
V88	68	0	311
V89	6	162	0
V90	12	227	1
V91	0	100	115
V92	0	0	143
V93	36	156	10
V94	453	160	34
V95	46	0	628
V96	13	34	72
V97	1	0	226
V98	104	243	47
V99	58	80	6
V100	316	0	6
