Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V49	57	153	4	0	0	0	12	4	0	0	0	28	0	0	0	0	1	0	0
V50	0	31	72	85	22	23	0	11	0	6	0	12	72	5	2	0	0	0	3
V51	0	6	7	113	27	45	0	2	2	67	31	3	13	0	6	0	0	0	0
V52	1	5	0	19	86	0	0	7	0	10	8	0	1	9	4	3	4	0	17
V53	38	4	1	0	17	3	0	38	12	1	3	5	3	3	2	0	13	5	1
V54	16	223	16	124	66	58	0	0	0	55	7	0	11	13	24	0	0	21	8
V55	46	70	4	6	0	8	0	46	25	3	6	0	7	35	25	0	12	3	0
V56	36	0	103	55	0	2	0	0	0	3	0	8	8	7	0	0	30	0	0
V57	104	42	6	13	68	66	0	8	0	0	4	14	2	0	12	45	0	19	0
V58	321	86	2	27	50	29	0	4	11	18	14	0	18	4	0	0	0	42	0
V59	0	24	17	4	0	47	51	0	89	0	26	12	0	0	8	0	4	0	0
V60	7	2	0	0	17	10	0	1	4	0	14	0	0	4	4	0	1	0	1
V61	0	40	0	60	12	8	0	7	27	43	0	2	20	3	1	0	0	0	2
V62	0	8	27	10	190	87	23	5	0	14	21	11	12	50	4	0	0	1	2
V63	0	4	44	29	80	108	64	15	17	17	96	80	19	54	0	0	19	0	0
V64	30	20	90	26	0	8	12	0	9	0	7	16	4	0	7	0	4	2	0
V65	0	8	0	0	5	2	69	0	0	0	2	13	0	15	2	0	18	0	0
V66	120	21	74	3	0	0	0	0	1	0	0	6	2	0	0	0	9	14	6
V67	19	34	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0
V68	40	0	0	267	8	4	0	10	0	30	15	3	93	2	0	55	0	0	0
V69	40	3	0	51	0	1	0	0	1	15	0	0	14	0	0	0	0	6	0
V70	22	0	5	5	0	1	8	0	3	15	0	0	2	3	1	0	0	0	0
V71	7	113	0	11	113	37	54	161	17	0	0	58	9	30	75	20	0	3	0
V72	17	10	19	56	30	5	0	3	6	23	14	9	24	0	5	17	0	0	7
V73	2	0	24	48	0	13	0	0	1	29	5	15	5	3	1	0	6	0	0
V74	13	15	4	6	0	0	8	5	0	5	0	0	3	2	5	0	1	1	0
V75	12	19	5	37	16	16	0	8	0	13	12	1	19	1	2	0	0	0	0
V76	2	224	13	5	41	31	53	48	11	2	12	0	0	30	4	50	28	0	11
V77	2	0	3	1	0	0	0	4	0	0	0	0	1	0	0	0	4	0	0
V78	0	17	79	8	0	3	0	7	8	32	8	4	13	2	4	0	4	0	0
V79	105	0	5	26	6	5	2	0	0	14	0	24	26	8	15	0	0	17	0
V80	0	11	82	0	15	19	69	0	0	0	0	16	0	39	0	0	13	3	0
V81	100	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	12
V82	57	57	48	85	67	0	0	1	0	0	14	0	27	8	5	15	5	16	11
V83	21	46	31	25	0	0	43	1	0	8	0	0	6	17	5	0	0	1	2
V84	13	2	196	29	42	22	11	38	22	3	30	5	3	0	1	0	3	11	0
V85	39	15	86	18	0	3	0	15	90	8	2	7	7	2	37	0	46	11	2
V86	0	28	3	8	6	1	1	0	0	6	2	0	5	3	0	1	0	0	6
V87	90	21	0	9	0	18	0	10	13	7	27	12	10	0	15	0	0	12	0
V88	85	20	155	103	0	7	0	9	25	1	17	33	27	5	16	0	0	6	0
V89	57	48	0	73	0	6	0	3	7	26	14	5	27	2	5	0	0	8	1
V90	12	5	39	0	0	1	133	16	0	0	0	59	0	26	33	0	0	0	0
V91	7	49	3	4	22	13	0	6	1	0	2	4	3	9	1	30	0	0	0
V92	3	41	4	19	0	38	43	37	42	0	54	7	0	4	16	2	7	0	0
V93	5	117	31	39	57	3	19	1	0	17	6	0	7	2	13	0	16	0	5
V94	12	6	5	5	0	0	0	16	1	4	1	10	9	0	0	0	6	3	0
V95	16	25	10	0	40	22	0	24	3	0	22	8	0	0	9	0	1	2	4
V96	49	61	2	33	4	0	20	5	19	27	20	10	6	0	3	0	0	8	1
V97	38	3	0	12	0	4	0	0	7	2	9	0	8	0	0	0	1	7	0
V98	29	76	15	156	0	0	59	1	4	31	1	6	21	0	75	0	4	0	0
V99	345	0	5	1	85	40	23	0	14	0	3	21	0	17	0	0	3	25	0
V100	1	50	1	3	0	3	32	0	0	0	4	8	0	39	5	15	7	0	14
