Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	280	80	0	31	0	87	61	26	73	0	19	22	9	0	31	0	19	4	0
V2	0	275	16	4	0	12	0	1	0	0	1	2	0	4	0	0	0	1	17
V3	76	4	130	80	0	0	1	0	0	70	0	0	24	0	0	0	8	3	0
V4	3	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
V5	186	27	19	21	5	86	0	6	83	15	12	0	7	4	0	0	0	11	14
V6	18	0	131	17	26	5	24	0	5	0	11	11	2	5	2	0	0	6	1
V7	154	30	57	5	0	1	20	22	0	11	0	0	3	16	10	0	15	0	0
V8	30	92	23	37	0	0	68	11	0	20	0	1	26	22	62	1	42	0	0
V9	6	3	3	15	0	6	5	47	5	0	4	5	15	14	0	0	12	0	0
V10	34	4	58	32	2	3	0	124	7	0	2	20	35	9	32	1	15	0	5
V11	21	195	112	177	115	72	29	52	42	0	2	43	15	0	0	0	0	3	0
V12	3	0	0	2	0	0	6	0	0	0	0	4	5	6	16	0	0	0	0
V13	1	9	3	0	50	1	0	19	0	0	18	0	0	0	8	82	0	0	20
V14	117	19	21	6	45	38	3	13	40	0	38	0	0	4	7	0	0	0	0
V15	127	23	1	31	0	0	0	31	0	8	0	20	20	13	16	0	17	2	0
V16	38	6	10	1	26	159	6	69	130	0	29	25	0	30	0	0	11	10	0
V17	37	3	0	1	8	14	18	0	7	0	5	1	4	0	17	16	0	0	5
V18	5	0	157	0	0	0	80	0	0	0	1	14	0	36	0	0	12	0	5
V19	14	0	15	9	12	1	2	0	12	16	6	2	12	0	0	5	0	2	0
V20	0	0	134	0	57	117	0	0	0	0	98	0	0	0	13	81	20	0	47
V21	28	12	14	8	11	0	0	29	14	0	0	5	0	4	21	30	5	0	0
V22	26	38	5	0	90	13	4	0	36	0	18	8	0	13	2	36	4	1	0
V23	5	1	59	0	0	0	1	0	0	0	0	1	0	2	0	0	6	0	3
V24	158	4	113	0	0	0	80	21	0	0	0	11	0	15	5	0	5	4	0
V25	16	0	101	4	0	2	2	0	0	4	1	11	5	2	7	0	15	0	0
V26	255	23	0	0	0	1	2	3	0	0	0	0	0	0	0	0	5	16	1
V27	1	5	7	7	42	29	0	51	11	0	2	65	1	71	0	0	6	0	7
V28	48	28	56	28	0	3	0	3	1	40	4	21	20	3	0	0	1	10	0
V29	2	0	0	20	2	1	3	0	0	0	1	7	6	5	3	0	6	0	0
V30	173	75	53	48	19	8	0	0	37	14	47	0	24	1	0	0	10	30	7
V31	0	14	2	4	107	71	27	0	26	0	1	5	0	12	38	0	7	0	0
V32	36	34	14	16	26	0	11	0	0	32	10	6	10	9	20	28	0	1	10
V33	0	4	0	8	84	99	91	35	37	2	51	0	0	55	14	0	29	6	0
V34	30	0	7	40	63	18	0	14	0	2	32	0	3	20	0	60	0	9	22
V35	21	19	6	12	0	0	64	103	0	54	3	39	12	39	0	0	57	10	0
V36	26	0	14	32	18	11	0	0	5	14	0	0	19	0	0	0	3	20	2
V37	1	5	2	0	0	0	0	1	0	2	0	0	3	2	3	0	0	2	2
V38	0	40	2	20	0	9	0	15	36	18	2	0	14	0	7	0	0	5	0
V39	32	31	0	2	0	0	4	17	1	0	3	0	1	7	22	0	4	0	0
V40	1	57	10	5	3	0	13	0	8	11	0	0	21	0	3	12	0	0	12
V41	4	30	0	26	0	5	0	13	14	12	6	0	17	1	1	0	10	0	2
V42	35	34	14	24	78	28	17	42	30	20	30	0	7	6	0	0	3	3	3
V43	1	13	1	0	13	9	2	2	0	2	3	0	1	3	0	13	0	0	0
V44	27	139	0	2	0	0	153	0	0	0	0	10	0	22	27	0	6	0	0
V45	2	34	0	37	10	9	0	3	0	25	0	0	25	0	1	0	0	0	0
V46	0	26	42	4	0	0	0	0	0	7	2	0	3	0	0	0	5	0	0
V47	0	0	0	35	0	0	6	72	2	0	0	45	7	10	0	0	37	0	0
V48	0	0	67	78	345	27	0	0	72	51	0	27	17	13	6	119	0	0	0
