Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	6	14	87	4	16	30	9	0	15	11	13	58	0	4	9	11	0	2
V2	83	0	38	13	4	18	0	0	0	0	0	0	0	0	24	0	7	0
V3	0	156	38	31	13	27	0	0	0	1	0	0	0	14	0	0	0	2
V4	0	6	12	114	82	18	2	0	1	0	0	0	0	1	0	0	0	0
V5	95	34	88	53	21	12	6	0	0	0	0	0	0	6	0	9	0	8
V6	11	10	83	38	29	0	0	48	33	54	0	44	17	0	0	0	0	0
V7	1	72	0	35	58	0	7	5	0	5	2	2	0	2	0	7	0	0
V8	186	8	3	20	9	5	24	0	20	2	7	17	0	0	0	8	0	9
V9	47	9	12	20	30	104	22	0	0	0	13	0	25	17	0	20	0	4
V10	8	59	32	214	159	80	8	0	0	4	11	2	13	8	0	7	11	0
V11	0	5	0	5	3	0	12	0	9	20	0	0	0	0	0	16	0	0
V12	0	16	25	2	5	15	6	0	0	0	18	6	4	16	0	18	18	0
V13	0	27	103	45	39	52	18	0	0	0	6	0	4	8	2	0	14	0
V14	65	2	11	4	3	0	5	0	1	3	1	0	0	0	1	0	0	2
V15	29	18	0	2	1	0	102	0	19	54	42	0	10	16	0	0	0	8
V16	44	81	0	220	114	0	5	34	64	59	0	0	2	4	0	0	0	0
V17	9	0	13	0	0	9	44	107	32	39	2	0	14	8	0	0	0	2
V18	47	15	99	3	0	72	15	112	110	72	23	0	19	10	6	6	0	0
V19	91	53	17	0	0	1	0	16	53	27	0	20	29	0	0	0	0	29
V20	6	156	77	0	0	21	17	13	0	16	19	39	43	0	0	26	15	0
V21	146	29	0	56	0	0	4	0	4	5	2	0	0	10	36	11	0	44
V22	33	5	19	4	3	3	48	10	1	0	42	33	28	25	0	0	0	0
V23	1	68	0	25	36	0	23	2	1	0	34	1	21	0	0	0	0	1
V24	0	44	7	90	30	3	2	42	2	0	10	0	1	0	0	0	3	0
V25	0	57	10	2	4	14	14	90	61	29	21	30	2	2	4	0	10	1
