NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	64.37	25.925	15.283	16.702	0.142	0.981	30000.0
2	66.806	27.343	15.949	17.857	0.145	0.978	40000.0
3	64.319	26.536	15.396	17.517	0.137	0.979	40000.0
4	63.1	25.848	14.871	16.877	0.141	0.98	30000.0
5	65.741	26.568	15.515	17.32	0.144	0.979	30000.0
6	64.37	26.499	14.999	17.168	0.143	0.98	50000.0
7	64.37	26.195	15.205	16.947	0.14	0.98	60000.0
8	63.284	25.992	14.885	16.942	0.14	0.981	20000.0
9	64.957	26.577	15.37	17.133	0.145	0.98	40000.0
10	66.001	26.707	15.984	17.668	0.141	0.979	50000.0
