Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	8	64	0	0	0	0	0	88	5	41	15	22	0	37	0	0	0	0
V2	31	54	0	96	1	0	0	0	0	0	5	31	0	6	0	0	13	1
V3	25	26	2	0	1	0	0	0	0	20	4	0	2	0	3	0	4	19
V4	19	32	51	54	21	2	74	6	2	83	0	58	13	9	0	0	0	0
V5	26	24	0	58	7	0	0	0	0	0	4	9	3	0	0	0	0	5
V6	1	27	59	0	28	13	8	0	0	13	0	0	6	0	0	0	0	0
V7	1	78	15	0	0	0	20	0	34	0	27	0	29	6	0	0	0	0
V8	138	8	13	0	14	0	10	0	0	0	1	0	7	0	36	10	0	0
V9	39	5	1	52	29	19	0	0	17	0	0	4	3	6	24	0	21	0
V10	26	23	8	145	0	17	0	0	0	25	26	0	0	10	35	22	0	0
V11	107	0	128	0	67	15	22	2	0	0	29	0	20	15	4	0	5	0
V12	50	35	0	0	0	1	0	3	9	2	16	3	0	0	13	27	0	0
V13	92	35	29	0	39	15	12	22	11	0	12	0	1	0	28	0	7	0
V14	10	4	0	128	0	0	24	0	0	0	7	3	0	0	0	0	0	20
V15	49	32	0	102	125	5	4	1	35	0	9	14	0	1	18	0	0	0
V16	52	84	16	0	7	0	25	44	27	0	31	0	2	0	0	0	0	0
V17	23	60	212	0	3	3	58	54	60	0	43	0	26	18	0	0	0	0
V18	45	6	54	26	51	46	1	7	0	11	0	0	0	5	3	0	42	0
V19	61	39	116	49	30	0	71	0	0	17	0	14	37	0	10	0	0	0
V20	93	74	1	0	8	4	0	0	0	0	0	0	0	0	7	26	23	0
V21	0	16	83	172	170	117	94	0	13	26	11	26	17	0	0	4	0	0
V22	34	23	1	0	8	0	11	0	6	26	9	54	0	5	11	0	22	0
V23	3	34	0	0	44	16	0	0	0	0	0	0	0	0	0	21	0	0
V24	336	134	78	66	0	3	19	0	28	1	0	29	22	1	21	2	0	0
V25	4	16	73	0	131	121	0	0	0	0	0	0	0	0	0	0	0	0
V26	96	9	65	0	2	0	31	0	16	0	7	0	10	30	0	25	0	0
V27	61	7	39	0	1	9	27	18	0	0	0	6	0	0	0	9	7	0
V28	40	134	6	0	164	61	0	44	45	0	56	0	3	3	0	0	0	0
V29	1	0	19	0	2	10	22	1	0	0	2	0	6	0	0	0	0	0
V30	192	43	62	14	24	34	32	0	16	0	0	31	28	0	10	0	20	0
V31	21	206	15	79	16	18	41	0	0	0	6	42	10	1	0	21	3	36
V32	146	58	0	29	79	63	0	60	8	0	0	10	0	20	0	35	13	0
V33	47	132	38	0	2	0	8	0	0	0	0	0	19	0	24	1	9	0
V34	12	29	24	0	0	6	16	0	0	0	35	0	7	13	13	0	4	0
V35	54	153	207	83	0	0	169	143	50	10	17	54	2	93	4	0	0	0
V36	0	4	0	0	0	2	0	18	39	2	13	5	2	27	0	0	0	0
V37	2	3	58	112	1	0	17	0	22	101	0	3	15	2	0	0	0	0
V38	13	4	0	104	147	99	44	25	15	163	9	163	0	0	0	0	0	0
V39	132	18	212	0	36	7	23	24	1	0	7	0	2	0	24	0	0	0
V40	0	1	16	0	16	5	30	132	24	0	47	0	2	7	6	0	15	0
V41	311	5	0	65	11	19	7	82	98	7	33	16	4	24	101	0	0	0
V42	0	107	22	0	9	14	0	0	0	0	7	0	18	8	0	0	5	1
V43	20	5	0	9	41	27	0	0	0	4	0	5	0	1	5	0	4	0
V44	109	25	0	0	122	26	0	58	23	0	21	0	0	31	0	38	0	0
V45	39	13	38	11	4	8	24	0	7	0	0	20	0	2	0	15	0	0
V46	54	1	0	0	9	0	0	0	28	0	11	0	0	14	0	3	0	0
V47	138	46	42	0	47	6	0	0	0	0	0	19	9	0	0	4	0	34
V48	3	0	2	3	0	4	5	16	7	0	26	4	15	3	0	0	0	16
V49	114	11	12	0	14	0	0	81	100	33	81	15	8	25	0	0	0	35
V50	20	1	38	0	0	5	15	0	26	0	0	0	9	0	0	0	0	0
V51	20	3	110	0	81	58	59	7	0	19	0	21	5	27	5	0	0	0
V52	46	29	0	61	52	90	10	0	0	0	0	5	5	0	0	4	0	0
V53	16	24	32	54	15	19	64	0	0	46	0	12	18	0	0	0	2	0
V54	49	4	0	19	1	5	0	0	3	27	0	0	1	16	0	39	0	0
V55	188	0	18	0	1	22	4	8	20	4	0	4	0	0	17	0	12	0
V56	5	8	3	0	9	0	0	88	43	0	58	0	2	34	28	0	0	0
V57	20	92	0	0	52	29	0	0	0	0	0	0	0	0	0	0	0	0
V58	0	55	56	53	2	1	2	1	7	30	50	9	39	3	12	0	0	0
V59	6	232	68	1	0	10	80	0	0	10	2	37	52	27	16	26	0	0
V60	212	3	29	15	23	24	15	81	90	0	31	0	3	35	14	0	3	0
V61	6	3	0	4	0	2	0	1	0	0	0	0	1	0	5	0	0	0
V62	69	0	155	0	12	1	49	0	12	5	0	0	47	38	0	0	0	0
V63	56	8	60	31	1	31	57	0	9	137	4	20	2	0	0	35	0	0
V64	3	1	21	0	14	14	0	0	0	0	0	2	0	0	0	0	0	0
V65	5	94	13	0	2	0	9	0	0	0	0	3	3	0	2	0	11	0
V66	42	154	186	0	236	140	60	0	3	0	6	0	42	1	0	0	0	0
V67	0	24	83	0	148	163	11	0	0	58	0	0	0	0	0	0	0	11
V68	63	123	0	0	56	45	1	37	54	6	14	3	3	0	3	0	1	0
V69	12	15	0	1	0	1	0	0	7	0	0	0	0	0	0	12	0	0
V70	2	53	273	0	146	104	135	1	0	0	0	0	16	8	0	0	0	0
V71	0	6	19	26	0	0	25	0	2	11	0	15	10	0	0	4	0	0
V72	1	0	42	0	75	86	18	0	0	0	1	0	21	0	0	0	0	0
V73	81	77	36	4	0	0	0	3	5	0	0	7	0	0	9	0	0	0
V74	119	0	1	76	0	9	11	4	0	36	0	0	13	7	0	6	0	27
V75	0	117	0	12	12	9	45	42	0	31	6	43	3	14	3	0	0	18
V76	5	13	0	8	0	0	2	0	6	11	8	0	2	8	9	13	0	0
