Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	66	41	36	38	1	8	1	9	0	0	0	1	13	0	4	0	2	2
V2	79	5	32	44	7	0	0	11	2	0	1	1	0	14	0	0	0	0
V3	0	49	0	0	14	0	39	12	33	6	17	3	8	0	0	0	1	2
V4	504	2	56	14	8	50	26	4	4	0	0	0	2	31	7	0	89	0
V5	36	23	5	10	11	12	46	0	13	24	6	7	0	0	5	0	0	6
V6	14	76	23	24	17	40	10	16	0	5	0	11	0	0	1	0	1	10
V7	1	28	0	24	0	0	1	2	7	16	3	7	0	26	1	0	0	0
V8	10	61	3	114	22	0	14	3	1	136	7	0	14	2	7	0	0	26
V9	12	16	126	14	6	8	0	4	0	3	0	0	3	0	14	7	4	0
V10	98	21	4	27	17	12	4	8	3	13	10	4	28	0	0	17	11	0
V11	41	119	2	27	63	0	10	7	0	21	14	14	0	19	4	7	0	0
V12	0	23	8	18	33	55	36	0	153	10	15	24	3	0	3	0	0	21
V13	19	83	119	109	0	25	0	45	0	13	0	28	7	21	35	8	0	3
V14	141	8	0	0	0	1	14	10	36	2	16	0	7	0	0	8	9	0
V15	18	19	44	16	15	7	1	14	5	14	16	2	0	2	4	5	0	0
V16	0	0	86	49	0	0	23	0	36	0	17	1	0	0	6	1	0	0
V17	22	21	3	19	15	13	4	3	5	21	0	0	1	1	2	35	2	0
V18	31	118	4	46	41	0	13	10	15	91	23	18	4	3	2	0	37	0
V19	16	2	4	5	65	30	96	0	22	0	12	58	1	0	8	0	0	0
V20	0	46	30	22	41	11	6	30	0	0	0	0	20	0	9	0	0	0
V21	50	74	2	20	19	0	7	22	12	35	0	2	8	5	2	0	0	0
V22	71	26	31	18	6	0	2	0	0	3	3	0	0	3	9	2	0	0
V23	74	6	2	0	13	0	19	0	23	2	14	5	2	9	4	0	0	21
V24	19	13	28	50	0	2	32	14	11	0	31	10	4	0	22	0	7	9
V25	0	16	18	12	3	0	17	11	25	12	0	12	1	0	2	0	0	3
V26	46	40	30	34	0	15	31	23	19	0	0	11	10	0	31	0	0	11
V27	233	16	210	230	0	19	28	0	8	0	3	34	5	0	36	15	50	16
