Samples	ID83A	ID83B	ID83C
V1	6	96	15
V2	0	256	0
V3	87	191	237
V4	95	74	16
V5	27	34	73
V6	51	0	0
V7	0	0	427
V8	228	77	12
V9	171	74	0
V10	369	36	144
V11	53	33	18
V12	0	102	394
V13	39	186	0
V14	185	128	417
V15	51	20	100
V16	19	0	134
V17	35	253	0
V18	0	140	324
V19	98	70	18
V20	194	255	198
V21	181	34	0
V22	0	423	159
V23	411	24	0
V24	35	45	33
V25	128	76	12
V26	5	512	65
V27	112	213	192
V28	446	0	141
V29	24	57	34
V30	62	352	0
V31	0	215	5
V32	426	142	0
V33	0	33	93
V34	49	32	58
V35	0	20	305
V36	198	181	56
V37	51	25	3
V38	40	352	0
V39	135	98	186
V40	225	149	104
V41	210	83	0
V42	51	99	135
V43	71	28	27
V44	159	210	29
V45	99	52	16
V46	35	6	9
V47	0	143	100
V48	165	18	138
V49	281	177	19
V50	177	17	179
V51	228	53	164
V52	315	129	114
V53	505	0	39
V54	270	19	23
V55	93	67	9
V56	71	12	15
V57	11	148	322
V58	224	48	14
V59	98	237	50
V60	0	0	517
V61	76	64	18
V62	63	170	105
V63	37	107	200
V64	28	18	31
V65	35	51	255
V66	54	283	5
V67	47	29	33
V68	404	141	91
V69	111	2	79
V70	130	76	108
V71	0	40	4
V72	69	41	39
V73	178	151	174
V74	0	161	28
V75	73	222	12
V76	594	0	206
V77	18	21	66
V78	0	26	31
V79	41	39	15
V80	32	196	97
V81	250	50	272
V82	25	293	266
V83	6	40	48
V84	60	20	216
V85	104	71	73
V86	263	0	28
V87	73	109	109
V88	0	0	200
V89	15	19	169
V90	118	0	218
V91	77	21	85
V92	0	453	0
V93	151	164	0
V94	26	195	12
V95	349	50	67
V96	172	0	57
V97	20	20	122
V98	0	58	10
V99	13	41	29
V100	11	14	88
