Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	1.42E+01	1.10E+01	3.70E+00	5.99E+00	3.55E+00	8.50E+00	8.39E+00	1.99E+01
V2	2.88E+00	6.18E+00	2.49E+00	9.78E-01	1.19E+01	1.91E+00	1.36E+01	8.34E+00
V3	8.15E+00	4.67E-01	0.00E+00	1.48E+01	5.67E-01	1.18E+00	1.31E+01	1.33E+01
V4	2.46E+00	4.30E+00	0.00E+00	9.91E+00	3.62E+00	0.00E+00	6.21E+00	9.43E+00
V5	1.13E+00	1.35E+01	9.68E-01	8.02E+00	2.38E+00	4.33E-01	8.85E+00	1.37E+01
V6	6.86E+00	4.71E+00	1.98E+00	3.29E+01	7.66E+00	1.19E+00	1.87E+01	2.98E+01
V7	1.62E+00	7.16E-01	2.24E+00	1.11E+00	3.00E-01	7.50E+00	7.37E+00	8.20E-01
V8	4.31E+00	5.31E+00	2.48E+00	3.77E+00	1.44E+01	7.00E+00	1.70E+01	7.68E+00
V9	5.34E+00	1.50E+01	2.21E-01	1.59E+00	2.65E+00	0.00E+00	2.09E+00	1.81E+01
V10	5.68E+00	7.12E-01	2.10E+00	3.71E+00	3.58E+00	8.63E+00	1.18E+01	3.33E+00
V11	3.68E+00	4.18E+00	6.96E-01	1.39E+00	4.97E+00	1.04E+00	5.21E+00	4.51E+00
V12	9.17E-01	1.53E+00	2.49E+00	6.83E+00	1.83E+01	3.78E+00	2.00E+01	6.48E+00
V13	6.41E+00	3.65E+00	2.67E+00	9.44E+00	9.33E-01	1.85E+00	1.00E+01	8.37E+00
V14	1.82E+01	2.28E+01	7.67E-01	5.00E-01	4.65E+00	1.42E+00	4.22E+00	3.15E+01
V15	8.09E-01	9.77E+00	3.21E+00	4.70E+00	2.82E+00	8.02E+00	1.19E+01	1.25E+01
V16	1.90E+01	1.79E+01	1.15E+00	0.00E+00	0.00E+00	1.21E+00	1.43E+00	3.63E+01
V17	9.19E+00	1.33E-01	3.87E+00	4.88E+00	1.59E+00	1.44E+01	1.50E+01	1.13E+01
V18	1.80E+00	7.77E+00	5.67E+00	3.44E+00	5.58E+00	1.53E+01	1.41E+01	8.02E+00
V19	3.35E-01	2.07E+01	3.22E+00	4.58E-01	5.78E+00	1.06E+00	5.50E+00	2.53E+01
V20	8.60E+00	1.92E+01	1.43E+00	6.22E+00	2.08E+00	1.99E+00	3.02E+00	2.16E+01
V21	1.61E+00	3.69E+00	2.51E+00	2.66E+00	5.17E-01	0.00E+00	1.59E+00	3.28E+00
