NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	39.155	18.832	9.59	12.45	0.099	0.986	50000.0
2	42.209	20.242	10.282	13.102	0.1	0.987	50000.0
3	40.666	19.006	9.937	12.6	0.095	0.987	40000.0
4	38.521	18.578	9.252	12.249	0.101	0.988	60000.0
5	43.312	20.182	10.664	13.363	0.101	0.987	50000.0
6	39.507	18.689	9.816	12.171	0.094	0.988	50000.0
7	43.355	20.491	10.384	12.931	0.103	0.988	80000.0
8	42.325	19.954	10.309	13.05	0.104	0.987	40000.0
9	41.208	19.42	9.796	12.401	0.099	0.988	60000.0
10	39.221	18.545	9.382	11.803	0.095	0.99	80000.0
