MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	3.9644706362196305e-08	0.0	1.5589901636303694e-08	0.010383081063628197	0.5365124613046646	0.019713505574191003	0.06970719983798972	0.017788927602805416	0.23738218769431113	0.057215556502342224	0.03696034361128113	0.10098244190303376	0.02825550138950348	0.012994458153843879	0.010380172916291031	0.060609261691570285	1.541428310757299e-45
1:Del:C:1	7.900136012040094e-09	0.0	4.46901680618339e-05	0.01850067635700725	0.05724891253079249	0.0067051475867629055	0.0008374005325094913	0.010742613533511757	0.029035354405641554	0.06532392613589763	0.04249596026347717	0.29454638063907623	0.031094495486468077	0.0032182421535253527	0.0078115217387676236	0.003559527173638344	0.0
1:Del:C:2	0.0	7.137177959748442e-09	1.1073196765210013e-05	0.0013896472318265297	0.00045115729509106475	0.0035357328285840596	0.00014956795475882246	0.0016663625288629192	0.007484264405240993	0.003634757618419826	0.001492542802634489	0.013101160200312734	0.005032858288905118	5.23245307704201e-07	0.0007542643609212973	0.0	0.0033703493508255634
1:Del:C:3	1.0588382792775519e-08	0.0004863335110712796	0.0015822700166609137	4.1013379814103246e-05	0.008935025713117283	0.0064134363317862155	5.483294529540217e-09	0.0035730012925341724	0.0051088348031044	0.030699210707098246	0.007727635651826858	0.01830012062564492	0.006707306276075542	0.001957760006189346	0.004954843829454348	0.0026096635032445193	0.014044590760022402
1:Del:C:4	1.449881779080897e-08	0.0027907061390578746	0.0002355793723836541	7.913950830698013e-05	0.007865019866466127	0.0	0.002712872283410661	8.248404128607945e-08	0.021134930380947027	3.135983661195496e-07	0.08643255301285535	0.00037499107420444486	0.006148749031126499	0.002950395457446575	0.008586285077035427	0.0	0.008496027980868348
1:Del:C:5	0.0	0.016357611306011675	0.001796583991998091	8.374002391065006e-07	2.6025193733403284e-08	0.0	0.003779323771595955	2.848198191713891e-05	0.0	0.02588166915811598	0.003978338278830052	0.0004580878186970949	0.0056225618696771566	0.012822243943810463	0.004023504164069891	0.05742109001148492	0.0007940133348256495
1:Del:T:0	0.0004895864985883236	0.0007507971743507369	0.00036129269283264876	0.002839763695374131	0.045871355175040665	0.00997812431305647	0.0014634352177381516	0.04649080829694867	0.1306084379553795	0.13953035399317743	0.09821564815938473	0.09547104127705097	0.022738925367593765	0.047201544418931006	0.010990612959722057	0.020542207919061185	0.014673625770956277
1:Del:T:1	1.2132785798257828e-08	1.3347747085390437e-08	6.988670406826714e-07	0.001661956124007702	0.04051938169368441	0.0032877121781211827	0.0016715501198163452	0.0014952233398503267	0.10915596558479593	0.01699718158674841	0.01455270423488173	0.03967269304325782	0.029109528847038747	0.011290374996576702	0.0032567728310823442	0.0	0.0003134895262178361
1:Del:T:2	0.00010630327742546796	0.0016321821021847427	1.0406555617237245e-08	0.0002716985197281474	0.14304936826229095	0.0012777038849890233	0.00023715752107023036	1.4012984643248171e-46	0.0027783200265730557	0.08467947077142526	0.031202208995819092	0.010545294148323591	1.8216880036222623e-45	0.07706700378603273	0.007221571961417794	0.06313505955040455	0.002411907331588736
1:Del:T:3	0.0	0.017286638402453036	2.6352288708153536e-05	0.0038134459406137466	0.06631384380161762	0.0	0.004874101881523529	0.008661718352232128	0.1823885826393962	0.047471535950899126	0.06732451487332583	0.09986353959066037	0.021659681651260598	0.11550257240933207	0.005175304180011153	0.034152336277855966	0.007487780525553944
1:Del:T:4	4.848219396080822e-05	0.04658513636120461	0.000891351024620235	0.011620391358155758	0.03153843767940998	1.4012984643248171e-46	0.0007358036004006862	0.0	0.03086770623922348	0.019116456927440593	0.3072156190872192	0.11151886582374573	1.8510145309846848e-06	0.043915610015392306	0.027538810643000032	0.019419558066874742	0.023468656844420364
1:Del:T:5	1.231888035135853e-07	0.8929619431495667	4.1284322094270463e-08	1.3410839130756357e-06	1.4806188346483396e-07	8.811952625364938e-07	3.727572618572594e-07	0.002189865981904404	6.725632147208671e-07	0.002454273649718175	0.020185721665620805	2.6680252176447537e-07	0.0006421408467417678	0.014024322224167917	0.5952787697315216	0.5434237107634544	0.009083317925751544
1:Ins:C:0	6.807497596739153e-08	2.5356124524478216e-07	5.9306455568730596e-08	7.190365153064704e-07	8.809835065903826e-08	0.003696453363841101	0.0008164086950955607	0.0018443529078879806	0.0014671684863515112	0.0004678204454023671	1.9510660564492353e-06	1.9323810818150378e-07	0.0004871679935604334	7.485695904474454e-07	7.235607313305081e-08	2.812517038819351e-07	1.3033924517458217e-07
1:Ins:C:1	1.6116704415480854e-07	1.2900641905844167e-07	4.776883422152878e-08	6.982303830227466e-07	3.671357134322761e-05	0.002526679554429734	3.280062202293266e-07	0.005917653284635093	4.4070823292940984e-07	0.00509478781642656	2.2276082830785527e-06	3.661503558305412e-06	0.0022430458712051405	0.0015785079871953656	1.4291418352740948e-06	1.8144155404797858e-07	9.66449505312994e-08
1:Ins:C:2	8.455560163156406e-08	5.7560485997143473e-05	1.0558919143477396e-07	0.0016544638496128528	0.00026859807512380485	0.0015030417358502745	1.9547756124893568e-08	0.0009217097187445234	1.8287239527126076e-06	0.0023161632034501166	7.65177628636593e-07	5.105816681236774e-05	0.0009611721104647586	2.2459198589785956e-06	0.0008022543275728822	0.0	0.003565256378715276
