MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	3.43E-03	3.57E-04	8.60E-04	3.36E-03	1.02E-02	2.09E-03	1.10E-02	2.82E-02	1.01E-02	5.11E-02	6.43E-03	4.77E-03
1:Del:C:1	6.05E-04	1.62E-07	0.00E+00	5.73E-03	1.13E-02	5.37E-04	4.25E-02	3.11E-02	1.51E-02	2.43E-02	3.88E-03	4.03E-03
1:Del:C:2	1.88E-02	7.63E-19	0.00E+00	2.71E-04	7.05E-08	1.13E-03	2.20E-03	6.38E-02	2.00E-04	4.88E-03	4.30E-02	4.20E-46
1:Del:C:3	1.37E-03	6.78E-04	0.00E+00	1.68E-03	2.37E-03	0.00E+00	2.72E-03	2.14E-03	5.32E-03	7.73E-03	2.20E-04	6.13E-03
1:Del:C:4	1.02E-04	4.09E-04	6.45E-04	3.89E-04	1.35E-03	6.77E-04	5.06E-04	7.15E-04	1.93E-03	4.05E-03	0.00E+00	1.49E-03
1:Del:C:5	3.15E-06	7.42E-04	2.72E-03	0.00E+00	5.16E-05	0.00E+00	5.89E-08	4.79E-03	2.31E-03	3.19E-03	2.54E-03	1.17E-02
1:Del:T:0	6.55E-04	7.79E-04	1.81E-03	5.68E-03	8.86E-03	2.03E-03	9.96E-03	1.10E-02	1.43E-03	1.32E-02	1.51E-02	5.03E-03
1:Del:T:1	1.65E-05	0.00E+00	0.00E+00	5.49E-03	3.66E-03	5.73E-05	9.82E-03	7.00E-03	6.95E-08	1.53E-02	3.67E-03	1.48E-02
1:Del:T:2	1.36E-04	1.81E-04	1.34E-03	4.10E-04	2.32E-03	1.83E-03	2.81E-03	1.10E-02	1.02E-02	1.35E-02	2.30E-03	2.60E-02
1:Del:T:3	1.40E-46	1.01E-03	1.66E-03	0.00E+00	4.20E-03	6.86E-04	6.18E-03	9.40E-03	3.80E-03	1.49E-02	3.56E-03	8.77E-03
1:Del:T:4	7.82E-04	4.67E-04	3.73E-03	1.31E-03	7.21E-03	1.04E-03	1.65E-03	7.70E-03	6.60E-03	8.02E-03	1.94E-03	1.48E-02
1:Del:T:5	1.37E-07	2.41E-07	5.02E-03	9.45E-08	3.26E-07	8.51E-08	1.99E-03	2.63E-02	1.82E-03	5.03E-07	2.55E-02	9.89E-02
1:Ins:C:0	2.62E-05	1.96E-08	2.56E-08	6.97E-04	1.14E-06	6.20E-08	9.20E-04	1.16E-03	2.85E-03	8.42E-04	4.59E-04	1.92E-03
1:Ins:C:1	2.96E-08	9.28E-09	3.75E-08	4.31E-04	1.30E-07	9.67E-05	1.54E-03	3.59E-08	4.87E-04	3.37E-04	5.43E-04	1.93E-04
1:Ins:C:2	2.77E-08	2.01E-04	2.03E-04	1.27E-04	1.91E-08	8.60E-05	1.39E-03	1.23E-03	9.92E-05	1.05E-03	4.68E-08	4.88E-04
1:Ins:C:3	4.62E-04	1.51E-04	1.26E-04	4.99E-04	2.42E-04	0.00E+00	1.08E-04	9.57E-07	5.30E-04	0.00E+00	3.19E-03	2.25E-03
1:Ins:C:4	6.45E-03	3.38E-03	5.74E-04	1.01E-03	1.36E-04	6.03E-07	1.14E-03	5.09E-02	3.24E-03	1.62E-02	9.55E-02	2.41E-03
1:Ins:C:5	9.26E-07	2.36E-03	2.06E-03	2.18E-07	0.00E+00	5.05E-05	5.33E-03	1.82E-03	4.19E-03	1.55E-03	3.75E-02	1.49E-02
1:Ins:T:0	7.74E-04	2.27E-03	2.46E-08	1.05E-03	1.65E-03	3.54E-04	7.53E-03	8.81E-04	5.00E-03	5.07E-03	8.76E-03	2.58E-03
1:Ins:T:1	2.53E-04	1.88E-08	8.93E-08	1.33E-03	2.55E-03	1.81E-08	8.99E-03	5.54E-03	4.72E-03	4.28E-03	0.00E+00	2.89E-03
1:Ins:T:2	0.00E+00	3.81E-05	2.26E-04	5.96E-04	5.49E-04	3.63E-04	4.15E-04	1.73E-03	5.21E-03	3.36E-04	3.42E-04	5.01E-03
1:Ins:T:3	1.74E-05	5.62E-04	1.73E-04	8.14E-04	7.16E-04	5.71E-07	3.20E-03	1.10E-03	4.46E-03	2.73E-03	1.89E-03	4.60E-03
1:Ins:T:4	2.99E-03	2.60E-03	2.20E-04	5.79E-04	2.86E-04	0.00E+00	1.46E-03	6.90E-03	7.28E-03	2.06E-03	4.91E-02	3.95E-03
1:Ins:T:5	6.91E-08	7.31E-03	9.49E-08	6.84E-04	3.17E-07	1.07E-07	1.18E-02	6.54E-07	8.66E-02	1.52E-02	7.37E-02	1.74E-02
2:Del:R:0	9.91E-04	9.02E-08	0.00E+00	2.10E-03	2.60E-03	0.00E+00	9.55E-03	2.07E-04	1.75E-03	1.03E-02	1.51E-03	4.57E-03
2:Del:R:1	8.57E-04	0.00E+00	2.12E-04	3.58E-03	9.16E-04	0.00E+00	9.95E-03	5.23E-03	3.66E-03	6.34E-03	9.94E-03	1.18E-02
2:Del:R:2	2.58E-08	4.35E-04	1.77E-04	0.00E+00	5.53E-08	3.80E-08	9.45E-08	2.55E-04	3.47E-08	1.26E-03	4.43E-03	2.42E-03
2:Del:R:3	4.21E-08	3.65E-07	5.36E-05	2.61E-04	2.88E-07	4.62E-08	8.73E-04	8.30E-04	4.64E-04	2.74E-04	2.30E-04	2.42E-03
2:Del:R:4	1.67E-08	0.00E+00	2.44E-04	8.98E-05	6.64E-09	2.53E-04	2.97E-04	3.92E-04	0.00E+00	7.71E-04	1.09E-03	2.13E-04
2:Del:R:5	3.47E-05	9.86E-05	1.15E-08	7.71E-08	2.28E-08	1.48E-04	9.34E-05	3.14E-04	4.09E-04	3.70E-08	7.62E-04	3.83E-04
3:Del:R:0	1.09E-07	2.04E-04	1.67E-04	2.12E-03	2.15E-04	1.23E-04	4.48E-03	2.16E-03	7.55E-03	5.52E-03	4.39E-03	1.62E-03
3:Del:R:1	2.67E-08	1.04E-03	5.16E-04	3.07E-04	7.57E-04	2.22E-04	4.17E-03	3.33E-03	9.59E-03	1.96E-03	1.18E-03	6.84E-03
