MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	7.92E-04	6.03E-04	9.25E-04	1.72E-03	3.12E-03	7.85E-04
1:Del:C:1	7.76E-04	2.90E-04	1.01E-04	9.91E-04	2.39E-03	5.97E-04
1:Del:C:2	7.73E-05	1.15E-04	5.96E-04	5.34E-04	5.28E-04	6.18E-04
1:Del:C:3	3.30E-04	2.73E-04	1.50E-03	7.21E-04	1.80E-03	7.84E-04
1:Del:C:4	2.14E-04	6.32E-05	0.00E+00	3.95E-04	7.85E-04	6.55E-04
1:Del:C:5	2.74E-04	2.56E-04	1.69E-04	4.81E-04	9.27E-05	9.36E-04
1:Del:T:0	5.63E-04	4.94E-04	5.73E-04	1.27E-03	2.11E-03	1.50E-03
1:Del:T:1	2.03E-04	3.03E-04	7.48E-05	8.31E-04	1.48E-03	8.44E-09
1:Del:T:2	2.64E-04	2.78E-04	5.09E-04	8.44E-04	2.16E-03	9.77E-04
1:Del:T:3	7.06E-04	5.73E-04	4.68E-04	1.04E-03	2.48E-03	1.82E-03
1:Del:T:4	7.95E-04	3.79E-04	8.05E-04	0.00E+00	2.69E-03	1.82E-03
1:Del:T:5	2.89E-08	1.84E-04	2.30E-03	1.36E-07	4.97E-08	5.65E-03
1:Ins:C:0	4.37E-05	1.62E-05	1.77E-08	3.51E-04	1.23E-04	3.05E-08
1:Ins:C:1	3.95E-09	0.00E+00	3.45E-09	2.81E-04	1.38E-04	1.87E-04
1:Ins:C:2	1.25E-08	8.12E-05	2.83E-08	1.82E-04	9.53E-09	4.77E-07
1:Ins:C:3	1.69E-04	1.72E-08	1.39E-08	1.14E-04	2.23E-08	2.23E-04
1:Ins:C:4	2.75E-04	7.81E-05	0.00E+00	1.40E-04	3.35E-08	2.22E-04
1:Ins:C:5	5.48E-04	2.21E-04	1.66E-04	2.26E-04	3.94E-09	8.98E-04
1:Ins:T:0	4.81E-04	1.68E-04	4.35E-04	5.45E-04	5.64E-04	1.99E-04
1:Ins:T:1	9.99E-05	2.29E-05	1.47E-03	4.61E-04	9.27E-04	6.53E-04
1:Ins:T:2	2.93E-09	1.09E-04	1.24E-04	3.53E-04	2.25E-04	8.94E-05
1:Ins:T:3	2.36E-04	6.39E-05	4.83E-05	2.91E-04	3.79E-04	1.80E-04
1:Ins:T:4	4.91E-04	3.54E-04	1.40E-04	2.24E-04	6.17E-04	4.40E-04
1:Ins:T:5	3.74E-03	1.77E-04	1.54E-04	2.98E-03	2.88E-03	6.27E-08
2:Del:R:0	1.72E-04	4.53E-05	2.36E-04	8.15E-04	5.85E-04	1.99E-04
2:Del:R:1	2.52E-04	0.00E+00	1.66E-04	6.23E-04	7.58E-04	4.41E-04
2:Del:R:2	1.31E-04	0.00E+00	0.00E+00	7.16E-05	1.90E-04	3.89E-04
2:Del:R:3	1.85E-04	6.99E-05	0.00E+00	1.44E-04	1.85E-04	8.22E-05
2:Del:R:4	9.88E-08	2.46E-08	5.56E-08	5.08E-08	1.59E-04	1.02E-04
2:Del:R:5	6.06E-08	2.21E-08	8.71E-04	1.84E-04	1.66E-04	4.01E-08
3:Del:R:0	4.44E-04	6.70E-04	3.84E-04	1.06E-03	6.18E-04	4.88E-04
3:Del:R:1	1.57E-07	2.35E-03	1.87E-07	1.16E-07	7.86E-04	9.53E-04
3:Del:R:2	7.86E-05	5.42E-05	1.67E-04	3.58E-05	2.84E-04	1.21E-04
3:Del:R:3	9.22E-05	1.88E-05	3.58E-05	1.59E-04	8.51E-07	1.25E-08
3:Del:R:4	7.76E-05	1.53E-08	1.29E-04	7.91E-10	1.27E-04	7.41E-05
3:Del:R:5	3.46E-08	1.37E-07	3.08E-03	8.49E-08	3.29E-07	1.49E-07
4:Del:R:0	3.04E-04	1.02E-08	6.13E-05	5.36E-04	8.44E-05	2.62E-05
4:Del:R:1	2.56E-04	2.40E-06	6.24E-05	3.29E-04	6.31E-04	6.76E-04
4:Del:R:2	2.47E-08	4.97E-08	5.26E-04	6.72E-08	7.02E-07	6.12E-08
4:Del:R:3	2.47E-08	2.34E-08	3.86E-08	8.46E-05	8.84E-08	3.33E-07
4:Del:R:4	5.48E-09	2.58E-09	3.36E-09	7.78E-09	1.30E-08	3.73E-09
4:Del:R:5	2.03E-08	1.95E-08	2.36E-08	3.88E-08	3.81E-08	8.14E-05
5:Del:R:0	1.07E-03	1.43E-08	3.31E-08	2.80E-03	1.36E-04	1.59E-03
5:Del:R:1	1.07E-04	1.40E-04	3.81E-08	1.48E-04	1.65E-08	5.40E-04
5:Del:R:2	1.01E-04	2.83E-08	1.51E-08	1.17E-04	1.96E-08	1.32E-04
5:Del:R:3	5.48E-09	2.58E-09	3.36E-09	7.78E-09	1.30E-08	3.73E-09
5:Del:R:4	2.78E-08	8.94E-09	3.59E-08	5.56E-05	9.43E-08	6.76E-08
5:Del:R:5	5.48E-09	2.58E-09	3.36E-09	7.78E-09	1.30E-08	3.73E-09
2:Ins:R:0	3.75E-08	2.58E-05	3.08E-08	3.77E-04	1.98E-04	1.27E-04
2:Ins:R:1	2.05E-09	6.05E-09	2.44E-04	2.68E-04	4.14E-04	7.27E-05
2:Ins:R:2	2.25E-08	1.17E-04	1.39E-04	6.29E-05	2.51E-04	2.11E-04
2:Ins:R:3	1.14E-04	1.42E-09	1.32E-08	1.19E-04	9.57E-05	8.70E-09
2:Ins:R:4	5.51E-04	1.09E-05	1.27E-04	0.00E+00	5.14E-09	4.31E-04
2:Ins:R:5	4.35E-04	2.07E-04	0.00E+00	0.00E+00	4.14E-04	1.02E-03
3:Ins:R:0	0.00E+00	7.08E-04	2.40E-04	2.85E-04	2.80E-04	0.00E+00
3:Ins:R:1	1.17E-04	6.58E-05	0.00E+00	7.38E-05	9.66E-08	3.72E-04
3:Ins:R:2	3.17E-05	3.68E-08	2.65E-08	4.93E-05	9.03E-08	6.64E-08
3:Ins:R:3	5.48E-09	2.58E-09	3.36E-09	7.78E-09	1.30E-08	3.73E-09
3:Ins:R:4	6.77E-05	1.21E-05	2.27E-08	4.91E-08	6.29E-08	1.44E-04
3:Ins:R:5	1.50E-04	1.72E-09	2.11E-08	3.70E-09	1.11E-04	1.12E-04
4:Ins:R:0	1.17E-08	1.43E-08	8.93E-08	1.36E-04	1.65E-08	3.88E-08
4:Ins:R:1	8.42E-05	1.34E-04	7.07E-05	1.22E-04	1.27E-04	1.64E-04
4:Ins:R:2	5.48E-09	2.58E-09	3.36E-09	7.78E-09	1.30E-08	3.73E-09
4:Ins:R:3	5.48E-09	2.58E-09	3.36E-09	7.78E-09	1.30E-08	3.73E-09
4:Ins:R:4	6.10E-05	2.33E-08	2.52E-08	7.79E-05	6.46E-08	4.33E-08
4:Ins:R:5	1.31E-04	0.00E+00	1.43E-04	3.79E-04	8.34E-10	1.79E-04
5:Ins:R:0	1.12E-04	3.13E-04	1.32E-04	2.64E-04	2.94E-04	1.91E-04
5:Ins:R:1	1.33E-04	6.34E-05	1.22E-04	8.37E-04	3.24E-04	4.66E-04
5:Ins:R:2	3.89E-08	5.36E-05	3.85E-08	8.18E-08	9.25E-08	6.37E-08
5:Ins:R:3	5.66E-08	5.70E-05	2.40E-08	5.98E-08	6.47E-08	4.17E-08
5:Ins:R:4	9.36E-05	6.74E-04	1.24E-04	3.59E-04	2.25E-08	3.50E-08
5:Ins:R:5	5.48E-09	2.58E-09	3.36E-09	7.78E-09	1.30E-08	3.73E-09
2:Del:M:1	3.90E-04	1.65E-04	3.14E-04	4.70E-04	3.06E-04	2.01E-04
3:Del:M:1	8.31E-05	2.01E-04	8.25E-05	9.51E-04	1.78E-04	3.19E-04
3:Del:M:2	2.28E-04	0.00E+00	2.06E-04	5.84E-04	3.29E-04	9.44E-04
4:Del:M:1	1.13E-04	2.28E-08	7.47E-08	5.81E-04	1.96E-04	8.00E-05
4:Del:M:2	2.81E-05	1.53E-04	3.94E-05	1.81E-04	5.02E-04	2.55E-04
4:Del:M:3	1.97E-05	0.00E+00	5.02E-08	1.41E-05	3.23E-04	1.74E-04
5:Del:M:1	1.18E-03	1.27E-07	1.05E-07	2.45E-03	2.05E-06	1.52E-03
5:Del:M:2	7.50E-04	7.09E-08	7.06E-08	2.05E-03	4.15E-07	1.17E-03
5:Del:M:3	1.52E-09	1.11E-04	0.00E+00	6.90E-04	2.75E-04	8.16E-04
5:Del:M:4	1.57E-04	1.58E-04	1.32E-04	7.66E-04	1.46E-04	2.38E-04
