MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	5.87E-03	2.10E-02	1.62E-03	3.85E-03
1:Del:C:1	2.33E-03	7.12E-03	3.60E-04	9.92E-04
1:Del:C:2	5.33E-04	5.89E-04	5.14E-05	2.38E-04
1:Del:C:3	4.65E-04	5.93E-04	2.93E-04	2.14E-04
1:Del:C:4	4.05E-04	7.52E-04	6.11E-09	3.62E-04
1:Del:C:5	1.68E-03	7.53E-04	1.60E-04	1.39E-03
1:Del:T:0	2.97E-03	6.98E-03	4.67E-04	2.26E-03
1:Del:T:1	1.00E-03	2.79E-03	3.27E-04	6.81E-04
1:Del:T:2	2.85E-03	6.14E-03	9.25E-04	1.19E-03
1:Del:T:3	3.23E-03	7.07E-03	6.39E-04	1.99E-03
1:Del:T:4	6.47E-03	6.00E-03	4.74E-04	3.71E-03
1:Del:T:5	8.76E-02	3.28E-02	5.18E-08	6.32E-02
1:Ins:C:0	6.93E-04	2.42E-04	7.78E-06	2.12E-04
1:Ins:C:1	4.09E-04	2.46E-04	7.72E-05	2.26E-04
1:Ins:C:2	1.21E-04	1.92E-04	9.12E-05	9.84E-05
1:Ins:C:3	1.54E-04	9.96E-05	2.34E-08	9.65E-05
1:Ins:C:4	3.61E-04	2.04E-04	1.19E-08	3.30E-04
1:Ins:C:5	8.47E-04	4.58E-04	6.29E-04	1.51E-03
1:Ins:T:0	3.58E-04	6.40E-04	3.84E-04	3.21E-04
1:Ins:T:1	1.94E-04	8.39E-04	1.74E-04	2.01E-04
1:Ins:T:2	1.67E-04	2.09E-04	9.49E-05	2.46E-04
1:Ins:T:3	3.20E-04	1.39E-04	3.15E-05	2.84E-04
1:Ins:T:4	2.91E-04	3.59E-04	5.22E-04	9.03E-04
1:Ins:T:5	5.50E-03	5.47E-03	8.74E-03	5.76E-02
2:Del:R:0	9.46E-04	8.84E-04	3.49E-04	6.68E-04
2:Del:R:1	1.25E-03	8.87E-04	1.08E-04	6.28E-04
2:Del:R:2	1.79E-04	1.10E-04	8.04E-05	1.31E-04
2:Del:R:3	8.71E-05	1.10E-05	4.17E-08	4.80E-05
2:Del:R:4	7.56E-05	2.77E-05	1.03E-04	9.59E-05
2:Del:R:5	9.13E-05	4.05E-05	4.71E-05	5.35E-05
3:Del:R:0	9.82E-04	3.68E-04	1.35E-04	4.68E-04
3:Del:R:1	5.92E-04	6.13E-04	4.03E-08	5.79E-04
3:Del:R:2	2.86E-02	1.83E-02	6.17E-04	1.66E-02
3:Del:R:3	3.74E-09	4.64E-05	1.36E-08	7.06E-05
3:Del:R:4	8.16E-09	5.92E-09	2.63E-09	7.20E-09
3:Del:R:5	1.14E-02	7.55E-03	7.31E-04	6.20E-03
4:Del:R:0	9.15E-04	4.65E-04	1.41E-03	2.70E-04
4:Del:R:1	2.10E-04	4.32E-04	1.70E-07	1.89E-04
4:Del:R:2	1.60E-04	1.89E-04	7.28E-05	1.65E-04
4:Del:R:3	8.16E-09	5.92E-09	2.63E-09	7.20E-09
4:Del:R:4	8.16E-09	5.92E-09	2.63E-09	7.20E-09
4:Del:R:5	2.61E-05	6.54E-05	5.16E-08	5.76E-05
5:Del:R:0	2.78E-02	1.22E-02	1.42E-03	1.66E-02
5:Del:R:1	2.97E-04	1.70E-04	5.70E-05	2.13E-04
5:Del:R:2	1.68E-04	9.39E-05	7.14E-05	3.46E-05
5:Del:R:3	5.04E-08	4.21E-08	5.11E-08	4.14E-05
5:Del:R:4	8.16E-09	5.92E-09	2.63E-09	7.20E-09
5:Del:R:5	8.16E-09	5.92E-09	2.63E-09	7.20E-09
2:Ins:R:0	1.84E-04	2.08E-04	1.17E-04	2.50E-04
2:Ins:R:1	3.20E-04	3.35E-04	7.19E-04	2.02E-05
2:Ins:R:2	6.95E-05	8.76E-05	1.06E-04	1.32E-04
2:Ins:R:3	1.10E-05	4.32E-05	1.05E-04	8.47E-05
2:Ins:R:4	1.89E-04	7.79E-05	8.02E-05	2.69E-04
2:Ins:R:5	1.23E-03	5.78E-04	2.20E-04	1.24E-03
3:Ins:R:0	4.00E-04	3.97E-04	2.90E-03	2.56E-04
3:Ins:R:1	1.33E-04	1.18E-04	8.57E-08	1.21E-04
3:Ins:R:2	3.65E-05	2.82E-05	4.33E-08	4.12E-05
3:Ins:R:3	7.05E-08	3.79E-08	4.96E-03	8.79E-08
3:Ins:R:4	7.38E-05	2.53E-08	1.16E-04	3.07E-06
