NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	60.286	21.931	14.299	13.303	0.118	0.988	50000.0
2	61.954	22.177	15.034	13.709	0.121	0.987	30000.0
3	62.305	22.475	14.805	13.671	0.126	0.988	30000.0
4	60.57	22.291	14.519	13.593	0.123	0.987	40000.0
5	60.75	21.922	14.667	13.51	0.117	0.987	30000.0
6	61.423	22.046	14.747	13.404	0.122	0.988	50000.0
7	60.738	21.552	14.344	12.75	0.117	0.99	60000.0
8	59.953	21.99	14.085	13.066	0.123	0.988	30000.0
9	62.494	22.405	15.356	13.748	0.122	0.988	30000.0
10	61.026	22.164	14.473	13.399	0.121	0.988	40000.0
