Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	169	152	147	8	46	1	5	40
V2	297	0	12	0	36	0	1	27
V3	91	0	28	3	188	7	25	7
V4	0	67	77	21	98	8	0	19
V5	122	1	16	105	0	92	25	0
V6	19	37	3	10	7	16	13	0
V7	250	5	17	226	13	70	26	28
V8	6	16	121	1	0	15	0	0
V9	34	0	2	4	0	5	16	11
V10	0	18	2	206	16	47	0	0
V11	0	70	8	59	36	158	0	26
V12	22	0	20	0	74	0	10	16
V13	44	14	1	13	12	2	7	0
V14	2	5	90	315	30	2	18	26
V15	44	30	4	12	11	0	16	9
V16	46	5	130	61	80	0	19	0
V17	45	40	0	15	22	7	0	0
V18	41	40	0	46	18	15	0	0
V19	8	64	16	156	2	1	0	10
V20	51	9	201	5	127	0	0	66
V21	31	325	32	3	1	0	172	0
V22	37	75	64	1	4	29	87	4
V23	90	35	26	25	0	0	11	9
V24	177	0	25	0	13	113	0	51
V25	98	121	9	81	0	1	28	0
V26	0	1	2	2	28	31	0	28
V27	45	37	21	49	0	19	20	0
V28	90	14	29	0	0	1	0	21
V29	0	15	10	208	0	2	0	7
V30	25	0	56	31	263	0	74	8
V31	22	0	50	66	35	0	6	0
V32	55	36	66	43	21	29	0	0
V33	0	27	37	110	154	0	44	0
V34	53	0	24	73	112	9	49	30
V35	4	54	0	12	4	66	18	0
V36	50	76	41	42	49	6	11	11
V37	91	68	0	0	0	27	22	12
V38	0	9	182	24	17	6	23	0
V39	8	74	19	31	24	2	0	0
V40	2	29	93	45	0	47	19	16
V41	1	47	55	4	10	4	33	0
V42	19	0	1	28	0	61	11	10
V43	25	0	72	0	5	14	3	2
V44	4	0	37	38	16	3	7	21
V45	0	13	7	3	214	26	19	4
V46	2	144	139	152	7	9	29	0
V47	29	0	9	0	10	0	6	29
V48	47	71	32	47	0	29	14	46
V49	8	8	36	7	70	0	9	13
V50	35	1	18	234	10	0	13	7
V51	35	50	0	1	0	20	31	7
V52	100	0	2	37	1	36	0	11
V53	88	59	2	6	81	17	18	0
V54	130	129	58	44	2	0	37	11
V55	117	0	110	50	0	13	0	50
V56	16	0	20	0	38	3	8	2
V57	0	2	51	119	161	449	0	2
V58	90	23	62	58	2	0	21	44
V59	6	16	84	4	12	22	0	0
V60	105	26	0	32	166	93	51	21
V61	15	19	0	0	1	44	53	16
V62	5	0	148	13	26	251	0	0
V63	144	20	90	0	1	56	0	3
V64	5	15	0	4	6	36	4	1
V65	22	110	25	10	27	34	0	0
V66	11	2	22	10	7	95	0	7
V67	16	0	0	9	3	68	0	24
V68	272	0	76	0	1	0	2	42
V69	16	1	218	1	3	43	0	0
V70	104	0	1	0	4	0	0	16
V71	0	0	12	0	14	37	0	0
V72	5	2	90	13	93	55	7	0
V73	26	57	23	264	54	0	38	0
V74	153	0	30	22	145	0	14	8
V75	10	42	148	22	53	51	0	1
V76	92	4	0	8	2	34	0	0
V77	24	301	24	0	14	420	107	0
V78	421	4	22	53	134	8	0	0
V79	75	106	0	1	18	3	2	5
V80	0	26	32	0	8	22	0	16
V81	6	28	4	33	196	76	0	16
V82	22	2	129	17	6	10	0	0
V83	11	66	7	1	50	0	50	12
V84	33	1	0	5	0	4	0	0
V85	116	76	5	4	4	16	3	0
V86	0	10	126	94	0	17	33	0
V87	387	77	43	0	8	8	20	0
V88	25	0	0	60	28	114	23	0
V89	0	6	11	52	105	44	0	0
V90	73	39	29	37	59	0	0	6
V91	33	281	13	26	29	238	84	0
V92	71	43	70	0	72	15	36	18
V93	63	26	30	0	20	87	13	31
V94	266	155	1	13	9	68	47	0
V95	181	103	124	25	2	7	55	50
V96	42	128	41	51	8	15	46	0
V97	0	155	63	20	25	3	30	7
V98	63	22	208	43	55	27	54	0
V99	0	212	1	69	0	3	10	0
V100	0	65	13	78	299	18	0	0
