Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	3.54E+00	7.78E-01	6.90E+00	4.23E+00	0.00E+00	2.34E+00	1.04E+01
V2	3.16E+00	2.10E+00	9.95E+00	3.99E+00	5.96E+00	6.84E-01	1.29E+01
V3	2.73E+00	2.36E+00	3.30E+00	2.50E+00	1.45E+00	1.59E+00	4.24E+00
V4	4.03E+00	0.00E+00	6.96E-01	2.41E+00	0.00E+00	2.20E+00	6.00E-01
V5	6.80E+00	3.82E+01	7.98E+00	3.63E+00	7.53E+00	1.79E+00	4.53E+01
V6	4.18E+00	8.19E-01	1.16E+01	5.55E+00	3.32E+00	3.07E-01	1.49E+01
V7	9.87E-01	3.96E+00	7.85E+00	3.98E+00	2.66E+00	1.99E+00	8.82E+00
V8	2.99E+00	5.16E+00	6.98E+00	6.41E+00	2.56E+00	1.88E+00	6.84E+00
V9	4.00E+00	1.25E+01	8.72E+00	3.51E+00	3.18E+00	4.50E+00	1.96E+01
V10	1.34E+00	4.06E+00	4.03E+00	4.00E+00	2.35E+00	2.15E+00	6.22E+00
V11	1.03E+00	3.28E+00	5.62E+00	0.00E+00	2.65E+00	2.65E+00	8.56E+00
V12	1.21E+00	1.80E+00	9.48E-01	0.00E+00	1.91E+00	1.17E+00	1.68E+00
V13	1.68E+00	3.33E-01	3.81E+00	2.00E-01	1.64E+00	1.26E+00	5.12E+00
V14	2.97E+00	6.87E+00	9.45E+00	2.38E+00	1.79E+00	2.38E+00	1.05E+01
V15	3.17E+00	1.41E+00	2.34E+00	2.57E+00	0.00E+00	0.00E+00	1.81E+00
V16	7.72E-01	1.49E+00	4.17E+00	8.57E-01	3.19E+00	2.32E+00	5.02E+00
V17	3.81E+00	2.54E+01	9.47E+00	7.42E+00	6.71E+00	1.63E+00	3.22E+01
V18	5.62E+00	1.50E+01	4.09E+00	4.71E+00	2.05E+00	1.21E+00	1.72E+01
V19	6.73E+00	1.35E+00	3.30E+00	6.19E+00	1.35E+00	1.95E+00	2.89E+00
V20	6.02E+00	5.07E+00	7.63E-01	5.54E+00	0.00E+00	9.12E-01	5.08E+00
V21	0.00E+00	1.05E+00	4.86E+00	1.99E+00	1.26E+00	2.41E+00	4.91E+00
V22	4.52E+00	2.45E+01	1.04E+00	6.02E+00	4.14E+00	4.60E+00	3.20E+01
V23	4.71E+00	6.28E+00	4.72E+00	4.07E+00	7.24E+00	2.66E+00	7.77E+00
V24	1.28E+00	3.80E+00	2.40E+00	1.42E+00	2.50E+00	1.10E+00	4.66E+00
V25	2.44E+00	3.20E+00	1.55E+01	2.05E+00	5.26E+00	9.80E-01	2.11E+01
V26	6.67E-01	1.07E+00	8.49E-01	7.77E-01	8.43E-01	6.05E-01	1.61E+00
V27	0.00E+00	8.09E-01	1.08E+01	4.73E-01	4.93E+00	3.14E-01	9.27E+00
V28	1.46E+00	2.29E+00	8.19E+00	3.29E+00	2.59E+00	1.82E+00	9.42E+00
V29	5.20E+00	5.14E+00	4.64E+00	5.00E+00	7.26E+00	2.13E+00	7.96E+00
V30	1.84E+00	0.00E+00	2.77E-01	1.67E+00	0.00E+00	6.00E-01	0.00E+00
V31	3.16E+00	2.15E+00	3.96E+00	1.57E+00	2.02E+00	5.93E-01	4.36E+00
V32	5.62E+00	2.42E+01	1.36E+00	1.60E+00	1.00E-01	3.11E+00	2.83E+01
V33	2.06E+00	1.37E+01	1.14E+00	2.76E+00	8.59E-01	1.44E+00	1.45E+01
V34	2.63E+00	7.18E-01	3.94E-01	1.89E+00	0.00E+00	1.51E+00	7.61E-01
V35	2.64E+00	2.50E+00	2.26E+00	1.65E+00	2.60E+00	3.35E-01	3.40E+00
V36	1.80E+00	2.24E-01	2.43E+00	1.50E+00	1.08E+00	1.86E+00	2.44E+00
V37	3.60E+00	1.34E+00	5.80E+00	4.11E+00	1.03E+00	2.54E+00	5.96E+00
V38	2.23E+00	1.07E+00	1.68E+00	2.70E+00	3.14E-01	2.11E+00	7.00E-01
V39	3.34E+00	1.70E+01	4.76E+00	2.73E+00	4.69E+00	1.61E+00	2.13E+01
V40	2.71E+00	2.88E+00	1.10E+00	2.22E+00	2.65E+00	8.14E-01	3.45E+00
V41	2.67E+00	2.41E+00	3.04E+00	3.48E+00	9.34E-01	0.00E+00	2.60E+00
V42	2.66E+00	6.74E+00	4.27E+00	2.64E+00	3.12E+00	0.00E+00	8.14E+00
V43	1.65E+00	1.67E+00	1.24E+00	0.00E+00	2.68E+00	1.39E+00	2.83E+00
V44	3.42E-01	1.58E+00	1.09E+00	5.62E-01	0.00E+00	1.20E+00	1.30E+00
V45	4.06E+00	4.45E+00	9.70E+00	2.20E+00	5.21E+00	1.78E+00	1.56E+01
V46	1.47E+00	1.90E+00	5.86E+00	4.60E+00	1.57E+00	0.00E+00	9.09E+00
V47	1.23E+00	7.96E+00	3.01E+01	1.62E+00	5.64E+00	4.63E+00	3.36E+01
V48	4.02E+00	1.43E+00	1.35E+01	2.81E+00	1.48E+00	2.17E+00	1.65E+01
V49	4.49E+00	1.58E+00	5.86E-01	3.00E+00	3.43E+00	1.78E+00	2.72E+00
V50	4.69E+00	3.16E+01	5.98E+00	0.00E+00	2.80E+00	1.35E+00	3.41E+01
V51	2.73E+00	3.88E+00	6.18E+00	2.64E+00	1.97E+00	3.27E-01	8.18E+00
