Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	16	3	142	13	0	201	0
V2	29	13	88	53	134	2	0
V3	28	18	2	28	0	13	44
V4	80	0	2	8	0	76	0
V5	113	219	38	52	58	20	84
V6	42	2	133	183	39	1	7
V7	0	1	0	69	2	43	128
V8	99	67	24	430	20	45	59
V9	65	74	19	4	6	156	178
V10	0	37	31	90	48	112	8
V11	6	23	66	0	11	125	15
V12	27	10	3	0	22	11	0
V13	39	0	23	0	15	13	7
V14	218	41	77	0	3	36	54
V15	24	25	19	17	0	0	1
V16	7	37	52	0	48	85	0
V17	103	223	107	46	79	14	0
V18	99	117	17	51	65	43	19
V19	219	36	89	83	13	39	0
V20	205	49	5	145	0	7	0
V21	0	4	118	27	8	56	0
V22	141	194	1	61	29	98	0
V23	159	47	38	54	317	48	0
V24	3	46	97	41	16	13	11
V25	360	135	121	0	109	43	91
V26	0	9	0	6	7	5	0
V27	0	0	177	0	127	1	25
V28	22	198	178	157	81	28	0
V29	68	179	64	77	157	61	0
V30	9	0	1	4	0	8	0
V31	79	30	40	21	26	5	8
V32	227	232	0	13	0	136	0
V33	14	138	3	112	5	14	0
V34	11	5	1	11	0	52	0
V35	80	10	0	10	47	1	47
V36	11	1	31	2	9	83	0
V37	23	7	142	49	5	47	0
V38	15	8	10	21	1	50	2
V39	71	113	3	4	86	63	58
V40	86	19	0	25	80	5	1
V41	15	32	76	100	6	0	0
V42	5	48	0	9	36	0	50
V43	99	11	8	0	51	24	0
V44	0	85	9	1	0	32	0
V45	175	36	165	0	56	54	9
V46	25	14	88	128	9	0	0
V47	0	78	265	8	49	134	34
V48	137	0	119	44	14	42	39
V49	118	9	0	39	67	12	8
V50	82	324	31	4	6	15	80
V51	78	45	43	5	23	1	15
V52	4	33	37	2	216	21	0
V53	0	0	10	102	0	42	0
V54	212	48	334	303	19	118	40
V55	0	70	39	14	42	23	39
V56	19	102	0	63	40	1	12
V57	273	151	4	12	46	132	18
V58	20	78	10	116	26	19	0
V59	213	34	163	0	12	17	0
V60	45	2	56	12	30	72	0
V61	0	347	0	94	0	109	5
V62	11	0	2	43	140	53	1
V63	23	58	78	6	98	2	9
V64	22	43	51	169	70	18	0
V65	8	144	116	13	47	2	16
V66	102	1	5	3	74	26	13
V67	82	462	0	114	1	27	0
V68	0	114	26	0	8	1	63
V69	269	0	39	4	2	28	0
V70	40	22	50	82	67	9	2
V71	9	93	39	3	0	1	0
V72	23	3	0	15	0	15	0
V73	53	5	0	18	16	32	15
V74	505	0	123	102	1	47	8
V75	9	8	10	3	1	279	27
V76	0	0	53	120	19	31	7
V77	343	12	66	0	438	8	0
V78	143	2	8	27	75	138	0
V79	0	0	90	20	0	8	13
V80	41	47	10	26	5	31	0
V81	3	56	7	81	36	76	0
V82	23	10	56	14	197	8	0
V83	75	3	3	20	23	77	0
V84	97	146	0	49	33	13	7
V85	157	62	224	45	64	0	68
V86	25	15	1	104	6	25	19
V87	16	4	30	21	71	0	0
V88	9	9	0	29	3	7	8
V89	177	137	293	56	114	5	0
V90	0	2	75	3	0	40	0
V91	28	0	11	6	197	14	21
V92	32	147	115	5	103	61	0
V93	24	11	12	222	8	68	0
V94	6	9	0	36	2	8	13
V95	15	2	378	126	3	14	48
V96	22	39	15	76	0	5	0
V97	12	76	191	49	6	3	0
V98	20	105	15	0	2	7	0
V99	23	206	11	158	76	153	0
V100	0	0	199	0	9	7	20
