Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	108	110	0	0	0	0	0	10	25	2	0	0	1	0	0	8	0	0	0
V2	9	0	19	32	78	29	18	0	15	9	27	66	0	10	3	0	0	0	0
V3	2	6	23	0	0	0	0	24	3	0	0	0	3	0	0	0	22	0	0
V4	32	64	50	0	2	0	15	42	15	33	0	0	31	0	25	2	1	0	0
V5	24	9	27	0	11	0	1	9	6	22	0	0	33	6	5	0	0	0	0
V6	50	6	40	76	34	1	19	0	15	0	0	2	0	0	0	4	0	2	10
V7	94	6	18	21	38	0	0	27	0	4	10	0	18	0	19	8	30	0	0
V8	0	495	46	40	118	29	13	0	102	0	0	0	0	5	0	0	0	0	0
V9	5	5	0	0	0	6	6	0	1	4	0	0	0	6	0	0	0	1	0
V10	19	47	25	0	0	34	4	0	42	0	9	0	0	0	0	0	4	6	0
V11	12	0	0	49	8	55	25	0	2	0	10	0	0	0	0	0	0	20	0
V12	23	27	0	0	0	20	0	0	0	0	0	0	0	3	8	0	0	2	0
V13	0	74	61	2	35	0	0	3	0	29	70	0	0	1	10	4	0	4	0
V14	55	1	25	3	1	0	4	0	0	4	0	0	1	0	9	16	0	7	0
V15	68	1	44	358	134	86	33	13	7	0	0	7	0	18	0	6	0	15	0
V16	30	48	3	48	66	0	0	9	0	9	0	0	9	0	24	14	0	0	0
V17	37	4	0	10	17	34	23	31	0	12	0	9	0	0	1	0	16	2	0
V18	82	1	0	2	9	9	0	35	12	21	0	0	36	0	3	0	0	0	0
V19	48	29	0	0	0	58	35	0	0	8	12	0	0	38	19	0	0	4	0
V20	65	22	33	49	32	0	0	2	19	0	28	0	2	0	2	0	1	18	12
V21	0	1	43	6	12	0	3	13	0	13	0	0	0	3	4	0	15	0	0
V22	88	10	0	58	20	0	5	23	12	2	0	0	0	3	0	1	0	0	0
V23	0	5	5	7	2	96	99	0	0	10	55	81	0	3	20	0	0	0	0
V24	4	13	56	35	1	13	11	23	0	2	7	0	0	3	10	0	0	5	0
V25	6	128	2	0	1	0	28	62	36	49	0	7	14	7	0	0	0	0	0
V26	57	0	59	0	0	1	0	0	0	14	7	0	0	7	5	0	10	5	8
V27	0	0	82	1	3	0	0	27	6	49	13	0	4	0	34	5	0	0	0
V28	18	91	77	17	6	0	8	7	13	4	0	0	0	3	7	0	0	25	0
V29	135	0	0	24	17	58	85	6	9	36	9	7	33	31	15	0	0	0	0
V30	0	60	5	0	14	0	0	20	19	7	0	0	0	11	0	0	0	0	0
V31	36	8	19	26	61	110	87	1	29	16	0	1	0	0	0	0	0	0	7
V32	109	182	8	0	10	0	0	0	51	1	0	0	2	0	0	4	0	0	0
V33	206	6	21	9	36	18	73	145	15	3	12	50	0	18	0	0	0	8	41
V34	15	3	6	26	19	0	0	1	0	0	11	0	0	0	0	0	3	2	0
V35	2	35	26	0	4	0	27	7	7	0	0	0	0	0	0	0	10	0	0
V36	108	36	141	10	35	24	0	0	16	0	43	25	0	0	10	0	0	12	12
V37	100	2	6	0	0	4	7	0	0	0	0	0	0	0	9	0	0	7	0
V38	3	23	0	0	19	47	128	87	19	34	1	12	0	57	31	0	0	5	0
V39	233	0	201	6	14	16	8	46	0	11	86	0	12	0	0	25	0	12	0
V40	62	0	0	8	26	47	20	0	14	0	0	4	4	18	0	0	0	0	0
V41	19	19	21	90	22	81	70	0	7	41	15	18	0	23	12	3	0	18	13
V42	37	24	0	0	0	256	125	14	33	37	15	0	1	0	0	0	22	6	31
V43	18	0	4	27	42	6	1	7	2	0	0	29	0	16	2	0	1	0	0
V44	97	152	35	35	56	49	5	1	21	0	0	76	9	2	19	0	0	0	0
V45	0	0	79	12	15	27	7	56	14	22	39	0	32	12	14	2	0	0	0
V46	37	2	0	0	0	11	0	0	0	0	0	7	5	0	6	0	0	2	0
V47	130	60	36	12	8	1	0	0	7	23	7	0	0	0	0	31	0	0	21
V48	3	166	0	45	24	0	0	3	0	0	0	0	0	0	1	6	0	0	0
V49	30	0	8	35	56	3	19	2	0	0	0	16	1	8	11	0	0	0	20
V50	59	15	0	92	63	4	12	2	0	6	0	19	0	0	0	0	0	2	0
V51	0	208	0	98	114	12	32	18	21	1	0	6	15	2	0	0	3	0	0
V52	2	20	1	22	10	72	30	19	0	4	0	19	6	0	13	0	0	0	0
V53	3	53	130	32	84	21	0	17	53	6	98	6	0	4	8	0	0	0	0
V54	17	0	40	6	12	0	4	3	2	1	8	0	0	6	0	2	1	3	4
V55	50	0	1	72	0	26	27	0	0	20	1	16	0	6	0	0	6	20	0
V56	2	0	0	142	154	50	60	0	0	0	0	19	0	0	0	0	0	0	0
V57	189	67	102	4	8	0	0	4	33	0	11	4	0	0	13	40	0	4	0
V58	2	0	2	10	12	10	0	69	0	6	0	0	13	8	7	0	23	0	0
V59	4	0	150	118	75	23	27	56	2	0	0	0	19	0	0	0	2	21	2
V60	60	67	0	0	0	25	14	0	0	0	7	22	0	0	0	0	1	6	1
V61	299	3	33	0	45	3	10	0	56	0	0	0	1	0	0	59	0	20	28
V62	12	66	64	0	30	0	0	20	20	4	1	0	0	0	0	0	7	0	0
V63	219	13	0	0	4	0	9	64	13	48	21	0	34	0	24	28	0	0	0
V64	169	5	14	28	15	0	15	9	13	1	0	0	2	7	0	31	0	0	29
V65	1	0	1	8	0	0	27	152	0	58	0	0	40	9	22	0	75	0	0
V66	146	9	0	88	38	0	8	9	3	76	0	0	30	15	0	34	34	0	0
V67	0	34	110	25	62	260	203	68	44	82	31	0	37	53	54	0	9	0	0
V68	6	59	87	0	26	34	0	0	33	5	0	14	3	2	11	0	0	0	0
