NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.746	16.34	11.458	8.688	0.087	0.994	50000.0
2	48.758	15.845	11.154	8.373	0.087	0.995	60000.0
3	48.867	15.733	11.084	8.223	0.087	0.995	60000.0
4	49.534	16.222	11.07	8.396	0.093	0.995	40000.0
5	46.289	15.115	10.223	7.769	0.086	0.996	60000.0
6	49.358	15.85	11.105	8.3	0.087	0.995	40000.0
7	47.172	15.437	10.378	7.879	0.087	0.995	40000.0
8	50.527	16.327	11.449	8.479	0.089	0.995	60000.0
9	47.064	15.426	10.659	8.255	0.087	0.995	40000.0
10	47.772	15.553	10.711	8.141	0.087	0.995	80000.0
