Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	42	2	33	49	5	13	26	0	20
V2	11	84	0	12	10	9	0	6	31
V3	45	18	2	23	81	6	1	11	7
V4	149	121	1	6	35	1	0	20	2
V5	27	13	64	47	16	11	2	0	86
V6	5	2	16	34	29	0	0	0	11
V7	0	0	2	1	8	46	0	2	0
V8	16	9	12	2	44	1	10	2	35
V9	1	1	0	24	14	28	22	0	28
V10	0	127	20	132	0	0	4	1	19
V11	73	11	31	0	8	23	19	51	0
V12	64	15	3	4	28	85	20	0	3
V13	11	12	9	2	11	23	30	11	0
V14	132	2	42	0	51	9	18	200	8
V15	0	182	0	2	25	0	9	0	1
V16	76	64	91	32	3	106	176	0	13
V17	225	12	2	8	90	10	0	20	13
V18	133	37	127	20	7	17	18	44	4
V19	8	96	47	0	3	24	25	1	0
V20	297	182	12	4	3	3	8	41	0
V21	25	66	63	72	25	4	0	81	144
V22	66	89	23	12	0	9	14	0	20
V23	36	7	1	3	18	11	6	32	0
V24	676	59	45	1	82	4	0	65	3
V25	31	17	0	47	9	36	31	13	0
V26	152	116	57	24	45	0	0	16	30
V27	36	122	0	7	2	25	28	4	8
V28	6	4	179	357	15	26	14	78	71
V29	74	11	53	270	22	1	0	0	118
V30	49	189	10	1	27	2	1	9	4
V31	519	11	10	145	148	27	17	0	7
V32	8	224	5	4	0	3	0	8	5
V33	99	119	1	0	3	26	44	0	4
V34	1	2	16	110	0	4	0	0	0
V35	0	56	54	36	22	5	21	0	48
V36	0	207	161	0	0	3	5	49	46
V37	0	4	38	0	29	15	10	13	21
V38	20	37	56	23	32	0	0	0	3
V39	0	86	54	0	2	40	17	7	1
V40	72	0	7	4	7	39	31	7	26
V41	112	0	39	189	2	65	43	1	0
V42	38	0	282	21	84	10	5	49	36
V43	9	16	78	0	0	4	25	19	30
V44	10	0	0	8	8	121	157	0	5
V45	20	18	3	6	5	78	59	0	0
V46	5	4	0	0	35	4	2	0	0
V47	159	52	30	67	0	155	53	8	6
V48	4	15	49	0	11	5	0	37	12
V49	112	19	0	0	25	4	0	33	0
V50	99	208	19	96	41	86	16	2	0
V51	110	3	219	38	30	8	2	17	0
V52	75	16	0	192	21	36	1	0	143
V53	0	0	60	21	0	0	2	2	8
V54	0	0	194	0	101	35	22	30	0
V55	87	182	62	2	80	40	23	0	16
V56	1	15	5	1	7	0	1	0	1
V57	0	81	24	0	0	21	11	0	7
V58	37	4	6	2	32	13	11	4	0
V59	16	7	5	34	9	18	11	8	8
V60	62	30	6	6	25	10	4	0	18
V61	110	11	0	30	44	28	32	7	9
V62	63	116	6	0	5	118	96	4	1
V63	98	10	100	0	11	32	5	0	44
V64	5	3	23	12	26	43	25	16	25
V65	211	39	1	0	93	63	86	5	7
V66	57	104	1	0	96	56	17	0	0
V67	58	17	0	135	3	1	9	0	133
V68	3	16	45	0	0	22	24	126	10
V69	0	193	38	0	0	6	2	4	8
V70	32	18	142	5	0	6	18	0	0
V71	58	6	0	27	55	9	7	6	23
V72	0	34	0	4	1	75	58	0	9
V73	94	29	0	44	2	28	0	80	10
V74	91	66	0	39	44	5	0	36	46
V75	182	11	16	4	32	1	0	40	31
V76	25	24	132	0	0	136	38	145	33
V77	122	33	15	8	3	99	75	73	1
V78	40	62	15	0	44	21	12	16	10
V79	33	95	4	49	15	0	5	13	24
V80	48	83	1	1	0	25	27	8	4
V81	5	129	6	3	5	85	96	0	0
V82	447	13	9	0	119	38	235	123	0
V83	0	0	5	3	1	37	19	6	0
V84	43	62	9	4	29	48	55	26	0
V85	118	34	10	34	184	1	2	0	47
V86	41	6	15	17	7	16	16	0	2
V87	68	29	8	37	102	106	43	0	3
V88	43	10	0	32	81	39	15	0	21
V89	34	55	17	17	3	136	54	22	1
V90	27	115	48	0	97	19	12	0	7
V91	0	8	13	57	1	8	28	1	14
V92	201	196	22	15	44	24	11	95	10
V93	44	89	11	12	0	1	0	6	0
V94	32	64	7	22	17	0	0	19	3
V95	0	0	16	56	80	17	70	0	7
V96	66	8	28	64	0	0	4	0	0
V97	71	266	91	1	42	0	0	0	0
V98	100	207	14	1	0	38	0	6	0
V99	15	21	0	1	4	0	0	12	0
V100	70	30	0	104	51	12	6	50	0
