NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	35.573	15.314	9.052	9.509	0.08	0.994	90000.0
2	34.178	14.636	8.156	8.651	0.08	0.995	60000.0
3	37.229	16.258	9.333	10.241	0.084	0.992	40000.0
4	33.28	14.343	8.346	9.05	0.079	0.993	40000.0
5	33.191	14.297	8.255	8.717	0.077	0.995	70000.0
6	38.987	16.927	10.015	10.542	0.086	0.992	30000.0
7	36.212	16.049	8.866	9.594	0.084	0.994	50000.0
8	39.464	17.367	10.106	10.902	0.088	0.992	40000.0
9	34.462	14.53	8.582	8.621	0.079	0.995	30000.0
10	36.618	15.952	9.153	9.837	0.084	0.993	50000.0
