NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	85.438	33.172	23.361	22.863	0.196	0.962	30000.0
2	83.864	32.195	23.012	21.937	0.184	0.967	20000.0
3	86.416	33.384	23.07	22.383	0.194	0.966	30000.0
4	83.718	32.17	22.99	21.665	0.187	0.967	20000.0
5	82.189	31.772	22.559	21.792	0.182	0.967	30000.0
6	85.61	32.938	23.636	22.372	0.188	0.967	30000.0
7	85.233	32.687	23.57	22.15	0.186	0.967	50000.0
8	84.907	32.742	22.883	21.996	0.187	0.968	50000.0
9	85.401	32.865	22.988	21.933	0.192	0.968	20000.0
10	85.174	33.02	23.052	22.422	0.19	0.967	20000.0
