MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	0.00E+00	1.55E-03	0.00E+00	4.89E-04	1.92E-02	4.84E-03	3.35E-02	3.85E-02	8.26E-03	1.17E-02	3.52E-02
1:Del:C:1	5.69E-04	3.01E-04	1.08E-03	0.00E+00	7.80E-03	2.94E-03	1.70E-02	3.03E-02	1.40E-02	7.58E-03	1.63E-02
1:Del:C:2	8.00E-05	1.19E-04	7.98E-05	2.67E-05	9.09E-04	6.42E-04	1.62E-03	2.94E-03	1.71E-03	2.17E-03	1.12E-03
1:Del:C:3	2.28E-04	8.36E-05	3.66E-04	5.04E-04	2.45E-03	9.43E-04	2.44E-03	2.87E-03	8.24E-03	2.17E-03	4.61E-03
1:Del:C:4	2.56E-04	0.00E+00	2.60E-04	1.80E-03	2.54E-03	1.07E-03	7.35E-04	1.28E-07	1.23E-04	2.92E-03	5.35E-03
1:Del:C:5	5.85E-04	0.00E+00	1.95E-04	2.09E-03	3.82E-04	2.53E-04	2.17E-03	1.64E-03	1.66E-02	4.41E-03	1.87E-02
1:Del:T:0	3.91E-04	6.69E-04	1.14E-03	1.55E-03	4.48E-03	6.78E-03	1.46E-02	3.43E-02	2.07E-03	1.06E-02	1.83E-02
1:Del:T:1	0.00E+00	5.29E-08	1.20E-04	8.01E-05	6.10E-03	1.01E-03	9.38E-03	1.11E-02	1.83E-03	1.14E-02	7.45E-03
1:Del:T:2	4.03E-04	4.38E-04	0.00E+00	2.41E-03	3.75E-03	2.37E-03	9.22E-03	1.54E-02	3.11E-03	2.46E-03	1.15E-02
1:Del:T:3	1.17E-03	8.36E-04	1.07E-03	2.61E-03	9.71E-03	1.60E-03	4.81E-03	7.46E-03	1.43E-02	6.60E-03	2.91E-02
1:Del:T:4	1.27E-03	7.37E-05	5.88E-04	3.90E-03	7.70E-03	0.00E+00	3.16E-05	1.93E-04	2.22E-02	1.07E-02	2.08E-02
1:Del:T:5	1.15E-07	2.29E-07	4.32E-03	8.76E-03	2.19E-07	1.40E-03	1.41E-02	2.12E-05	8.18E-02	7.76E-02	1.83E-02
1:Ins:C:0	2.36E-08	8.17E-07	1.37E-07	1.03E-07	1.67E-08	6.69E-04	9.56E-04	1.95E-03	2.28E-08	1.13E-08	3.75E-07
1:Ins:C:1	2.75E-08	3.86E-05	1.42E-04	4.92E-08	3.16E-08	4.91E-04	8.19E-04	1.17E-03	3.15E-08	4.62E-05	4.33E-05
1:Ins:C:2	2.31E-05	9.61E-05	7.78E-06	2.18E-04	5.09E-05	3.87E-04	8.54E-04	3.10E-04	5.01E-04	1.62E-03	1.26E-03
1:Ins:C:3	4.45E-08	2.55E-05	3.98E-08	6.64E-05	8.74E-08	3.83E-08	7.98E-08	7.88E-07	4.68E-08	2.04E-04	2.98E-07
1:Ins:C:4	2.75E-04	1.28E-04	2.26E-04	1.76E-04	1.92E-04	5.55E-04	5.54E-04	4.50E-04	3.35E-03	2.27E-03	4.53E-03
1:Ins:C:5	3.67E-03	5.88E-08	0.00E+00	2.41E-03	4.24E-04	0.00E+00	1.71E-03	3.52E-04	5.27E-03	4.47E-03	3.21E-02
1:Ins:T:0	1.57E-04	3.66E-04	9.37E-05	7.93E-05	1.50E-03	8.53E-04	3.02E-03	3.67E-03	1.36E-03	6.09E-03	4.99E-03
1:Ins:T:1	1.11E-07	1.80E-04	6.61E-09	3.57E-04	2.95E-03	8.29E-04	3.34E-03	4.71E-03	3.21E-03	3.41E-03	9.08E-03
1:Ins:T:2	0.00E+00	5.49E-05	1.54E-04	6.76E-04	4.96E-04	3.25E-04	7.95E-04	8.47E-04	7.40E-04	3.23E-04	1.25E-03
1:Ins:T:3	7.68E-04	2.60E-04	0.00E+00	1.70E-04	6.12E-04	6.13E-05	2.38E-03	1.08E-02	4.01E-03	1.40E-03	6.64E-04
1:Ins:T:4	1.41E-03	2.31E-08	2.09E-04	1.74E-03	2.46E-04	0.00E+00	1.46E-03	2.22E-03	1.89E-03	2.72E-03	7.63E-03
1:Ins:T:5	7.43E-03	3.71E-06	7.53E-04	0.00E+00	2.99E-06	1.95E-07	6.22E-02	7.00E-03	1.09E-01	6.35E-03	1.89E-07
2:Del:R:0	2.87E-04	1.19E-04	6.65E-05	4.41E-04	1.29E-03	1.39E-03	2.65E-03	3.94E-03	2.16E-03	2.30E-03	6.70E-03
2:Del:R:1	3.80E-04	0.00E+00	0.00E+00	1.28E-04	4.05E-04	1.86E-03	3.86E-03	1.19E-02	1.69E-03	3.34E-03	1.56E-02
2:Del:R:2	1.05E-04	4.84E-05	3.16E-07	6.28E-04	2.73E-04	5.39E-09	1.71E-04	1.12E-07	1.14E-03	1.43E-03	5.11E-03
2:Del:R:3	8.90E-05	3.92E-08	2.85E-08	1.70E-04	4.79E-08	1.32E-04	2.15E-05	7.43E-05	5.89E-04	4.21E-04	5.66E-04
2:Del:R:4	1.98E-08	6.78E-05	6.23E-09	2.39E-04	7.25E-08	4.21E-04	2.26E-04	1.43E-03	1.57E-04	6.68E-04	5.15E-04
2:Del:R:5	4.17E-08	5.31E-08	3.30E-08	5.27E-08	4.73E-08	1.48E-04	1.14E-04	2.08E-07	1.65E-07	9.75E-08	3.19E-07
3:Del:R:0	1.12E-04	2.39E-04	2.40E-04	3.89E-05	2.30E-04	2.38E-03	6.15E-03	1.24E-02	2.43E-04	1.76E-03	2.33E-03
3:Del:R:1	9.92E-04	0.00E+00	8.73E-05	7.97E-04	1.02E-03	1.34E-03	3.12E-03	1.69E-02	2.00E-03	3.10E-03	1.11E-02
3:Del:R:2	3.27E-08	1.55E-02	1.29E-09	5.94E-04	4.63E-04	3.97E-04	2.71E-06	6.25E-02	3.83E-04	1.28E-03	1.64E-03
3:Del:R:3	4.39E-04	3.96E-08	1.46E-04	7.73E-05	4.61E-06	2.91E-04	1.20E-03	1.40E-46	3.66E-04	1.10E-04	1.69E-03
3:Del:R:4	1.82E-08	3.99E-08	5.13E-09	1.49E-08	5.43E-08	6.30E-08	9.27E-08	2.12E-07	5.56E-08	6.47E-08	2.57E-07
3:Del:R:5	1.82E-08	3.99E-08	5.13E-09	1.49E-08	5.43E-08	6.30E-08	9.27E-08	2.12E-07	5.56E-08	6.47E-08	2.57E-07
4:Del:R:0	2.99E-08	3.28E-09	4.15E-08	1.10E-04	2.94E-04	8.80E-04	5.43E-04	5.82E-04	6.74E-04	4.55E-03	2.32E-03
4:Del:R:1	3.01E-05	2.45E-08	0.00E+00	6.32E-04	1.16E-03	5.43E-04	2.08E-03	2.51E-03	1.73E-03	9.16E-04	3.45E-03
4:Del:R:2	8.56E-05	1.75E-04	0.00E+00	2.36E-04	5.16E-04	9.75E-06	0.00E+00	1.74E-04	3.74E-07	1.00E-03	2.50E-03
4:Del:R:3	3.01E-08	1.51E-07	4.83E-05	5.83E-08	8.23E-08	3.01E-04	3.75E-04	7.65E-08	7.44E-08	8.72E-08	2.85E-07
4:Del:R:4	4.20E-08	3.50E-08	2.91E-08	5.35E-08	5.09E-08	8.05E-05	1.01E-04	2.83E-04	7.30E-08	5.68E-08	2.24E-04
4:Del:R:5	4.29E-08	4.93E-08	3.26E-08	9.22E-05	4.90E-08	6.47E-08	5.13E-08	2.56E-07	8.09E-08	4.96E-07	3.58E-07
5:Del:R:0	0.00E+00	5.61E-03	1.71E-08	2.08E-08	1.08E-03	2.84E-02	3.34E-02	2.37E-02	5.05E-03	3.85E-03	2.30E-02
5:Del:R:1	1.43E-08	8.93E-05	0.00E+00	1.48E-03	1.15E-04	1.00E-04	1.00E-04	1.42E-04	2.35E-04	3.72E-03	5.13E-03
5:Del:R:2	1.94E-08	8.45E-05	1.12E-04	5.18E-08	6.38E-04	8.86E-08	5.88E-04	8.58E-04	2.06E-04	1.22E-03	1.82E-03
5:Del:R:3	7.23E-08	2.14E-02	9.17E-08	3.79E-07	8.77E-08	1.31E-07	3.55E-07	8.76E-02	3.37E-03	3.44E-03	1.00E-06
5:Del:R:4	3.61E-08	4.45E-08	3.28E-08	5.24E-08	7.47E-08	1.66E-04	9.27E-08	2.69E-04	1.88E-04	5.51E-04	1.42E-03
5:Del:R:5	1.82E-08	3.99E-08	5.13E-09	1.49E-08	5.43E-08	6.30E-08	9.27E-08	2.12E-07	5.56E-08	6.47E-08	2.57E-07
2:Ins:R:0	1.77E-08	7.77E-08	1.40E-04	3.03E-05	6.68E-05	9.44E-04	8.70E-04	1.77E-03	5.64E-04	3.33E-04	7.82E-04
2:Ins:R:1	1.21E-08	6.64E-05	1.09E-04	4.23E-05	3.52E-04	7.56E-04	9.23E-05	9.00E-04	0.00E+00	7.06E-04	2.29E-03
2:Ins:R:2	3.70E-05	0.00E+00	4.78E-08	1.89E-04	4.59E-04	0.00E+00	2.39E-07	1.90E-07	1.92E-03	1.27E-03	5.16E-04
2:Ins:R:3	6.13E-05	4.13E-08	1.21E-04	6.56E-05	2.31E-06	9.88E-05	1.52E-04	1.05E-03	2.92E-04	3.47E-04	2.45E-04
2:Ins:R:4	4.67E-04	0.00E+00	6.32E-05	9.59E-04	3.43E-04	0.00E+00	2.63E-03	1.96E-04	7.08E-04	8.44E-04	6.07E-03
2:Ins:R:5	1.22E-03	0.00E+00	7.84E-04	2.07E-03	7.01E-04	1.80E-03	4.86E-03	7.97E-03	5.33E-03	4.03E-03	2.37E-02
3:Ins:R:0	1.31E-07	4.15E-05	7.23E-05	3.53E-08	4.41E-08	1.14E-04	2.84E-04	2.00E-03	1.92E-04	7.19E-05	1.07E-03
3:Ins:R:1	3.97E-05	3.69E-04	6.25E-05	2.76E-04	4.66E-04	3.62E-08	2.11E-03	1.56E-03	0.00E+00	9.71E-04	1.01E-03
3:Ins:R:2	7.76E-08	4.76E-08	3.35E-08	1.58E-04	7.70E-05	1.26E-08	3.55E-08	2.80E-05	2.36E-04	4.00E-04	5.69E-07
3:Ins:R:3	3.92E-08	3.74E-04	6.92E-08	4.10E-08	1.81E-08	2.09E-08	1.33E-07	1.29E-03	5.05E-07	3.45E-06	4.22E-04
3:Ins:R:4	1.82E-08	3.99E-08	5.13E-09	1.49E-08	5.43E-08	6.30E-08	9.27E-08	2.12E-07	5.56E-08	6.47E-08	2.57E-07
3:Ins:R:5	1.26E-05	1.10E-04	0.00E+00	3.06E-04	3.08E-04	6.19E-04	1.00E-03	3.98E-04	5.05E-04	3.23E-05	1.30E-03
4:Ins:R:0	1.03E-07	5.97E-08	1.60E-04	3.74E-05	9.28E-05	8.70E-04	6.10E-04	1.42E-03	1.70E-04	8.57E-05	1.62E-03
4:Ins:R:1	1.48E-04	5.43E-05	2.64E-07	3.73E-04	9.01E-05	2.28E-08	1.45E-03	3.21E-04	5.46E-04	9.17E-04	2.77E-07
4:Ins:R:2	5.59E-08	5.31E-08	7.42E-03	1.18E-07	1.21E-07	7.74E-08	7.40E-02	8.40E-07	2.50E-07	1.30E-03	6.92E-02
4:Ins:R:3	4.99E-05	3.95E-08	6.07E-08	2.90E-07	5.60E-08	1.84E-07	5.57E-05	2.33E-04	2.88E-04	4.72E-08	6.00E-04
4:Ins:R:4	1.01E-04	2.51E-08	2.06E-08	1.17E-04	8.17E-08	4.77E-08	4.49E-08	2.24E-08	3.11E-05	3.58E-04	3.80E-06
4:Ins:R:5	3.04E-04	1.97E-04	7.12E-05	4.55E-04	2.52E-07	2.41E-04	6.79E-04	3.59E-04	3.59E-03	2.53E-03	6.25E-03
5:Ins:R:0	3.89E-08	5.01E-08	2.80E-08	4.88E-08	6.30E-08	3.16E-04	5.66E-05	2.41E-07	4.66E-08	8.87E-08	1.26E-07
5:Ins:R:1	4.04E-04	8.16E-05	1.30E-08	2.20E-04	2.27E-04	2.46E-03	4.76E-03	4.43E-03	3.17E-03	2.68E-03	4.61E-03
5:Ins:R:2	1.21E-04	2.78E-08	7.68E-08	5.67E-05	1.45E-04	0.00E+00	8.54E-08	1.93E-07	5.31E-04	4.22E-05	3.76E-04
5:Ins:R:3	3.99E-08	5.87E-05	3.33E-08	6.43E-08	9.37E-08	3.90E-08	1.29E-07	1.98E-07	9.04E-07	6.45E-08	2.88E-07
5:Ins:R:4	4.53E-08	2.73E-05	4.58E-07	7.15E-08	1.22E-04	6.31E-08	6.98E-05	3.05E-04	5.25E-08	8.33E-08	8.32E-05
