Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	0	5	119	110	6	76	25	61	0	59	39	0	0	0
V2	0	111	15	9	0	19	2	8	0	57	1	0	26	0
V3	26	13	41	110	12	10	0	11	0	0	33	0	79	18
V4	0	9	120	238	22	65	13	31	0	47	50	0	167	0
V5	34	154	50	2	123	3	20	17	0	0	1	61	0	6
V6	44	58	44	0	6	3	1	1	0	0	0	18	1	0
V7	192	23	23	75	67	82	11	29	10	0	51	0	12	22
V8	133	15	59	12	24	5	44	0	294	0	0	0	28	20
V9	30	39	21	0	86	0	16	83	41	0	0	46	11	4
V10	1	10	0	1	0	3	2	0	0	0	0	0	0	0
V11	0	94	8	87	38	110	0	1	0	65	22	0	46	0
V12	38	0	3	11	112	0	8	5	0	84	0	27	0	16
V13	65	19	22	54	61	0	51	61	0	29	8	36	8	0
V14	17	0	0	44	2	35	8	6	1	0	54	0	7	6
V15	15	0	52	24	17	3	0	8	0	32	0	35	5	0
V16	14	27	2	15	5	3	19	41	7	39	0	0	38	4
V17	8	45	63	115	242	15	21	13	35	0	23	0	17	0
V18	0	93	12	9	2	4	7	19	40	0	0	8	0	12
V19	89	10	22	54	9	25	28	29	31	13	32	0	6	0
V20	156	131	22	8	4	0	4	21	100	0	0	0	0	2
V21	0	0	2	0	31	0	4	4	0	24	0	74	0	16
V22	30	0	82	8	46	1	9	8	20	18	15	33	23	2
V23	26	64	0	13	17	11	0	0	0	0	6	1	1	6
V24	12	57	0	65	7	119	5	1	0	0	0	19	31	0
V25	151	11	0	10	22	9	0	0	70	68	2	5	21	0
V26	2	58	81	35	0	20	0	6	43	0	16	0	11	35
V27	103	14	0	6	74	0	137	37	0	14	10	41	3	27
V28	9	100	14	21	6	27	21	8	30	0	32	0	21	5
V29	3	25	119	35	22	21	31	53	0	0	96	0	26	0
V30	37	27	3	183	0	189	0	0	0	114	109	0	51	0
V31	89	41	0	130	6	142	13	21	7	80	34	0	40	0
V32	11	43	0	1	11	12	29	34	13	0	0	2	4	10
V33	0	73	89	3	3	46	38	9	17	0	0	13	0	3
V34	38	102	45	81	95	0	17	1	0	22	42	21	0	62
V35	40	144	125	2	2	0	69	37	11	19	0	8	11	19
