NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.402	25.893	14.911	16.68	0.148	0.979	30000.0
2	63.57	26.264	15.006	16.958	0.15	0.977	50000.0
3	63.418	25.242	15.727	17.214	0.142	0.977	50000.0
4	64.012	26.029	15.199	16.763	0.149	0.979	50000.0
5	60.684	25.051	14.429	16.465	0.143	0.976	30000.0
6	62.53	25.782	15.367	17.207	0.148	0.976	80000.0
7	62.877	25.648	15.422	17.314	0.146	0.977	40000.0
8	66.002	26.304	16.701	17.903	0.143	0.977	30000.0
9	66.23	26.932	15.731	17.654	0.149	0.976	80000.0
10	63.744	26.273	15.182	17.427	0.15	0.977	40000.0
