NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	42.522	20.146	10.174	12.864	0.103	0.986	40000.0
2	44.284	21.089	10.756	13.424	0.108	0.987	40000.0
3	42.213	19.754	10.2	12.786	0.107	0.987	40000.0
4	41.605	19.684	9.849	12.785	0.107	0.988	40000.0
5	47.909	22.741	11.669	14.866	0.115	0.984	30000.0
6	44.52	21.131	10.782	13.494	0.105	0.986	40000.0
7	45.324	21.158	10.89	13.456	0.107	0.987	50000.0
8	44.944	21.285	10.511	13.306	0.113	0.987	90000.0
9	42.11	19.86	9.952	12.732	0.105	0.987	50000.0
10	43.464	20.841	10.419	13.215	0.109	0.987	50000.0
