Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	2.44E+01	0.00E+00	1.50E+01	1.36E+01	2.25E+01
V2	6.08E+00	2.19E+00	5.27E+00	2.98E+00	6.42E+00
V3	1.50E+01	1.37E+00	8.74E+00	7.15E+00	1.13E+01
V4	2.46E+00	3.58E+00	1.73E+01	1.70E+01	5.76E+00
V5	1.72E+00	3.84E+00	2.04E+01	2.75E+00	2.00E+01
V6	3.00E+01	0.00E+00	1.92E+01	1.89E+01	2.57E+01
V7	6.87E-01	1.05E+01	1.41E+01	3.89E-01	6.24E+00
V8	1.21E+01	9.83E-01	8.56E+00	3.28E+00	1.13E+01
V9	8.11E+00	1.41E+00	7.23E+00	3.65E+00	7.86E+00
V10	1.18E+01	2.11E+00	5.72E+00	7.78E+00	7.46E+00
V11	1.05E+00	1.95E+00	1.79E+01	1.76E+01	3.24E+00
V12	1.52E+00	1.10E+00	6.66E+00	6.50E+00	1.52E+00
V13	5.26E+00	5.79E+00	1.33E+01	1.21E+01	1.02E+01
V14	6.01E+00	0.00E+00	1.36E+01	4.63E+00	1.05E+01
V15	2.01E+00	7.42E-01	1.41E+00	7.33E-01	1.72E+00
V16	1.33E+00	8.57E-01	7.58E+00	7.14E+00	1.61E+00
V17	4.56E+00	5.39E-01	7.18E+00	1.21E+00	4.60E+00
V18	2.07E+01	1.54E+00	1.36E+01	8.30E+00	1.88E+01
V19	0.00E+00	1.10E+00	5.50E+00	5.58E-01	5.63E+00
V20	2.65E+00	1.19E+01	1.27E+01	8.20E-01	6.74E-01
V21	1.98E+00	3.06E+00	2.98E+00	1.92E+00	8.03E-01
V22	4.13E+00	4.01E+00	6.11E-01	7.00E-01	9.07E-01
V23	1.18E+00	2.57E+00	1.41E+01	1.41E+01	1.89E+00
V24	1.33E+00	1.18E+00	3.48E-01	1.00E+00	1.10E+00
V25	1.32E+01	1.33E-01	9.24E+00	4.96E+00	1.17E+01
V26	6.09E+00	5.24E+00	4.87E+00	5.93E+00	2.24E-01
V27	4.92E+00	8.20E-01	3.04E+00	1.90E+00	3.50E+00
V28	3.20E+00	7.79E+00	6.24E+00	2.49E+00	2.89E+00
V29	2.69E+00	9.26E+00	8.09E+00	1.61E+00	2.52E+00
V30	7.54E+00	8.69E+00	2.29E+00	4.18E+00	3.65E+00
V31	8.17E-01	6.05E-01	6.70E-01	3.00E-01	6.70E-01
V32	3.03E+01	1.80E+00	1.84E+01	2.05E+01	1.90E+01
V33	1.03E+00	3.29E+00	2.24E+00	1.09E+00	1.26E+00
V34	8.09E-01	4.16E+01	4.27E+01	5.73E+00	2.00E+00
V35	7.86E-01	1.57E+00	4.32E+00	2.79E+00	4.20E+00
V36	9.17E+00	2.90E+00	4.87E+00	3.55E+00	8.58E+00
V37	9.07E-01	1.41E+00	1.82E+00	1.77E+00	7.37E-01
V38	6.51E-01	1.87E+00	3.94E+00	1.33E+00	4.18E+00
V39	3.61E+00	1.95E+00	6.40E+00	7.36E+00	1.60E+00
V40	3.02E+00	1.57E+00	1.06E+01	5.10E+00	1.21E+01
V41	6.74E-01	1.91E+00	3.41E+00	9.68E-01	2.81E+00
V42	0.00E+00	1.22E+00	1.12E+01	2.83E+00	1.16E+01
V43	3.68E+00	1.51E+01	3.01E+01	3.43E+00	2.45E+01
V44	6.82E+01	2.69E+00	3.99E+01	3.87E+01	6.28E+01
V45	2.72E+00	6.94E+00	4.86E+00	3.00E-01	5.59E-01
V46	2.05E+00	1.02E+00	3.90E+00	4.46E+00	7.00E-01
V47	2.36E+01	3.42E-01	1.52E+01	1.26E+01	1.65E+01
V48	1.14E+00	7.00E+00	1.09E+01	8.96E+00	2.21E+00
V49	5.81E+00	5.88E+00	8.06E+00	4.15E+00	6.50E+00
V50	1.33E-01	1.03E+00	4.48E+00	5.51E+00	8.27E-01
V51	5.13E+01	1.00E-01	3.23E+01	3.20E+01	4.42E+01
V52	5.88E+01	1.54E+00	3.79E+01	3.79E+01	5.02E+01
V53	4.36E+01	4.94E+00	2.51E+01	2.01E+01	4.12E+01
V54	3.13E+00	2.04E+00	1.44E+01	3.11E+00	1.38E+01
V55	2.41E+01	1.62E+00	3.01E+01	1.36E+01	2.49E+01
V56	3.22E+00	2.90E+00	2.34E+00	1.44E+00	2.73E+00
V57	3.16E+00	2.74E+00	3.84E+00	1.08E+00	1.10E+00
V58	1.21E+00	5.72E+00	8.37E+00	4.11E+00	1.12E+00
V59	2.99E+00	2.01E+01	2.05E+01	4.42E+00	1.34E+00
