Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	99	0	16	33	18
V2	240	43	13	28	0
V3	120	2	69	23	18
V4	2	84	45	192	46
V5	0	241	0	24	181
V6	117	0	11	30	97
V7	0	14	140	0	30
V8	177	8	6	58	10
V9	69	78	1	52	15
V10	140	31	24	3	34
V11	0	36	14	207	18
V12	146	10	31	70	0
V13	262	131	50	113	99
V14	44	0	34	0	143
V15	132	3	5	1	0
V16	10	10	0	81	0
V17	20	2	0	23	84
V18	85	9	34	107	23
V19	0	6	13	0	47
V20	26	71	143	0	0
V21	140	41	22	9	0
V22	0	640	0	8	7
V23	0	233	0	184	3
V24	30	24	3	0	0
V25	142	0	10	33	12
V26	23	429	0	47	0
V27	150	0	16	0	28
V28	1	102	122	42	9
V29	0	95	134	0	18
V30	192	16	135	0	16
V31	65	1	4	0	0
V32	274	5	103	8	94
V33	32	50	30	8	1
V34	0	2	486	26	0
V35	0	36	0	23	48
V36	78	39	80	38	15
V37	11	23	0	13	0
V38	0	23	18	10	33
V39	156	45	1	76	5
V40	48	18	4	49	106
V41	9	2	32	5	17
V42	0	6	1	33	112
V43	0	115	212	51	251
V44	277	79	2	94	109
V45	116	12	72	0	0
V46	23	12	0	42	3
V47	139	0	48	20	59
V48	0	0	118	102	18
V49	108	211	52	95	6
V50	0	52	2	61	6
V51	406	0	52	65	42
V52	299	50	22	42	97
V53	228	126	75	162	34
V54	44	29	0	34	154
V55	133	23	44	363	80
V56	10	2	65	4	16
V57	99	53	39	15	15
V58	51	86	78	59	0
V59	18	140	275	40	0
V60	0	0	140	0	0
V61	7	5	4	88	80
V62	0	133	42	1	209
V63	97	0	22	73	0
V64	38	4	0	79	0
V65	19	39	82	6	0
V66	0	70	87	0	224
V67	52	31	199	0	9
V68	0	2	0	13	34
V69	6	17	59	0	117
V70	12	15	24	277	90
V71	87	155	97	101	12
V72	0	226	139	0	0
V73	373	28	58	4	5
V74	59	2	14	7	7
V75	0	10	53	1	0
V76	412	7	0	0	75
V77	34	124	203	228	0
V78	18	339	234	0	0
V79	127	135	82	43	1
V80	19	246	459	0	0
V81	199	47	93	29	29
V82	16	212	0	1	29
V83	81	82	1	17	0
V84	8	0	8	130	14
V85	118	48	85	15	17
V86	178	156	0	41	15
V87	46	489	133	6	57
V88	11	62	14	12	71
V89	9	2	101	68	22
V90	0	213	30	41	120
V91	69	37	43	42	5
V92	39	81	75	255	8
V93	0	2	98	49	2
V94	32	0	35	151	11
V95	141	10	249	14	0
V96	12	143	20	41	5
V97	0	5	34	0	196
V98	0	24	0	0	205
V99	17	129	67	11	20
V100	0	146	23	0	487
