Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V63	9.31E+00	1.35E+01	7.36E+00	1.51E+00	3.15E+00
V64	1.60E+00	2.42E+00	2.26E+00	2.09E+00	3.28E+00
V65	7.16E-01	5.26E-01	7.06E-01	4.99E-01	6.57E-01
V66	2.90E+01	3.61E+01	2.56E+01	3.43E+00	2.24E+01
V67	1.15E+01	1.14E+01	0.00E+00	1.33E+00	1.63E+00
V68	4.38E+00	1.59E+01	1.39E+01	4.42E-01	9.22E-01
V69	7.67E-01	8.72E-01	1.10E+00	1.51E+00	1.03E+00
V70	1.74E+01	1.45E+01	1.45E+00	3.95E+00	6.57E-01
V71	1.36E+01	1.06E+01	1.15E+01	8.94E-01	1.19E+01
V72	2.98E+01	2.90E+01	2.51E+00	8.95E-01	8.17E-01
V73	2.56E+01	2.75E+01	2.58E+01	7.95E-01	2.70E+01
V74	2.62E+01	2.00E+01	2.24E+01	3.12E+00	2.42E+01
V75	1.81E+00	1.59E+00	7.33E-01	4.47E-01	8.03E-01
V76	9.21E-01	2.25E+00	1.10E+00	2.31E+00	2.53E+00
V77	8.69E+00	6.21E+00	8.50E+00	1.72E+00	9.87E+00
V78	5.56E+01	4.25E+01	4.76E+01	8.49E-01	5.26E+01
V79	1.63E+00	1.00E-01	0.00E+00	2.08E+00	5.21E-01
V80	1.12E+01	3.06E+01	2.41E+01	1.35E+00	3.42E+00
V81	3.84E+00	3.60E+00	5.62E-01	1.58E+00	2.59E+00
V82	1.71E+01	5.06E+01	3.86E+01	1.64E+00	6.05E-01
V83	1.52E+01	3.29E+01	4.15E+01	1.48E+00	1.84E+01
V84	2.13E+00	3.60E+00	2.31E+00	1.16E+00	1.06E+00
V85	1.17E+01	1.03E+01	1.10E+01	1.23E+00	1.17E+01
V86	9.91E+00	1.61E+01	9.39E+00	8.79E-01	1.15E+00
V87	5.83E+00	8.00E+00	7.73E+00	1.13E+00	6.71E+00
V88	8.42E+00	4.61E+00	1.07E+01	2.23E+00	5.77E+00
V89	1.88E+01	1.42E+01	1.95E+01	1.86E+00	2.17E+01
V90	8.45E+00	1.83E+01	1.25E+01	1.20E+00	7.81E+00
V91	1.15E+00	1.09E+00	1.92E+00	0.00E+00	2.03E+00
V92	2.11E+01	2.12E+01	1.71E+01	3.13E+00	2.17E+01
V93	2.16E+01	1.27E+01	1.34E+01	4.90E-01	1.92E+01
V94	2.30E+01	1.22E+01	1.82E+01	2.74E+00	2.38E+01
V95	4.72E+00	6.38E+00	5.26E+00	1.96E+00	9.24E-01
V96	9.44E+00	2.60E+00	7.90E+00	3.08E+00	6.84E+00
V97	1.65E+01	1.86E+01	4.86E+00	3.65E-01	5.13E+00
V98	5.96E+00	6.28E+00	3.12E+00	1.61E+00	2.26E+00
V99	2.77E-01	1.29E+00	6.63E-01	1.74E+00	1.66E+00
V100	4.88E+00	2.05E+01	1.75E+01	1.23E+00	2.78E+00
