Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	42	68	40	18	45
V2	0	0	0	79	263
V3	29	55	5	52	7
V4	78	0	47	77	4
V5	61	63	2	6	6
V6	0	0	13	63	110
V7	90	16	14	10	11
V8	133	0	26	18	0
V9	0	37	0	4	82
V10	61	14	4	11	21
V11	48	108	22	13	0
V12	0	0	89	341	62
V13	209	55	44	7	0
V14	20	133	73	6	13
V15	100	37	17	1	10
V16	37	0	4	119	75
V17	0	0	631	15	148
V18	17	4	97	9	75
V19	13	115	0	3	92
V20	0	14	25	84	64
V21	215	16	2	12	0
V22	0	0	76	2	98
V23	198	16	46	4	39
V24	0	11	116	23	22
V25	53	33	3	4	49
V26	273	0	25	4	83
V27	143	0	77	1	5
V28	27	4	1	63	0
V29	0	291	229	191	16
V30	136	214	39	191	4
V31	66	75	9	3	12
V32	25	52	52	19	5
V33	71	47	70	28	25
V34	39	101	17	68	41
V35	156	0	0	11	61
V36	0	14	116	30	90
V37	19	115	29	25	0
V38	14	9	0	136	16
V39	55	0	58	6	0
V40	128	0	180	7	38
V41	9	0	59	5	54
V42	85	0	207	2	0
V43	40	34	0	4	8
V44	21	64	5	0	2
V45	48	36	13	54	93
V46	51	0	21	81	50
V47	0	159	0	149	14
V48	0	0	93	3	268
V49	22	149	6	7	1
V50	78	83	31	13	4
V51	97	28	91	215	0
V52	102	7	55	3	29
V53	42	15	5	75	103
V54	0	0	19	48	24
V55	29	0	4	38	172
V56	93	0	164	10	4
V57	71	254	0	112	100
V58	24	0	126	45	0
V59	39	12	29	79	12
V60	174	107	25	3	165
V61	0	137	38	68	1
V62	13	1	0	175	0
V63	67	91	169	32	58
V64	6	5	68	34	50
V65	4	4	0	24	2
V66	475	1	102	184	19
V67	113	0	0	44	7
V68	0	177	116	1	0
V69	7	1	11	96	7
V70	164	11	26	292	0
V71	67	12	100	23	34
V72	304	0	78	17	0
V73	350	2	102	7	37
V74	210	12	13	83	45
V75	13	0	2	4	14
V76	0	8	0	86	101
V77	70	41	91	42	102
V78	282	17	121	4	67
V79	12	0	0	161	1
V80	0	325	0	25	130
V81	0	5	0	65	206
V82	0	556	57	21	0
V83	100	524	204	16	23
V84	5	33	0	24	19
V85	68	0	222	19	12
V86	26	148	0	5	28
V87	0	0	91	7	237
V88	2	90	309	56	13
V89	243	103	37	17	49
V90	135	195	0	7	46
V91	0	0	94	0	57
V92	317	7	19	111	20
V93	107	24	18	0	205
V94	137	46	6	95	42
V95	24	57	37	115	6
V96	51	81	3	280	127
V97	244	33	84	1	59
V98	57	15	80	63	22
V99	0	8	5	67	12
V100	16	269	4	19	3
