Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	11	0	184	1	84	0	0	33	2	27	17	0	6	0	0	0	0	0	10	0
V2	55	9	2	8	14	77	21	44	0	14	0	47	21	0	0	0	7	0	0	0
V3	7	21	11	14	0	4	0	0	6	11	38	0	1	0	0	6	9	1	0	4
V4	46	0	67	39	0	0	5	0	0	0	0	0	0	0	0	0	4	0	5	0
V5	115	138	18	34	3	20	6	35	106	26	2	36	0	18	0	12	13	0	0	2
V6	136	0	0	17	91	32	52	0	0	39	24	0	0	0	0	16	0	0	0	0
V7	50	26	37	1	3	10	23	8	0	14	0	2	0	0	0	39	27	3	0	0
V8	318	56	40	36	0	9	112	17	0	7	56	0	0	0	24	69	0	0	0	0
V9	31	70	131	40	1	0	9	0	29	58	0	0	22	29	28	11	8	9	11	15
V10	57	12	98	4	17	21	41	0	24	7	0	17	6	11	0	4	0	0	0	7
V11	5	23	116	0	4	0	0	52	0	16	0	2	0	4	0	10	14	0	0	0
V12	10	6	9	16	0	7	0	0	0	0	0	12	0	0	8	0	5	0	0	0
V13	13	0	7	18	0	12	0	0	1	10	5	0	6	0	0	1	16	6	0	2
V14	116	49	33	103	11	0	4	28	0	38	0	0	30	9	0	8	0	0	0	0
V15	26	23	0	7	6	0	2	0	0	0	5	0	13	0	0	0	4	0	0	0
V16	0	6	77	3	18	25	1	0	13	29	0	9	0	0	44	3	0	0	1	0
V17	68	125	12	39	49	59	0	12	84	9	31	0	33	0	39	12	0	0	0	0
V18	92	77	34	35	16	48	6	4	49	0	9	7	0	10	0	11	0	12	1	0
V19	177	21	35	101	64	5	30	16	0	3	0	1	0	0	26	0	0	0	0	0
V20	152	40	5	103	0	0	39	0	0	0	55	0	0	0	0	17	0	0	0	0
V21	18	2	42	0	54	0	12	10	0	42	0	7	4	0	0	0	8	0	14	0
V22	115	139	91	71	0	20	27	2	51	0	0	1	0	7	0	0	0	0	0	0
V23	105	7	42	61	0	172	5	36	7	0	25	119	0	0	77	7	0	0	0	0
V24	30	44	11	2	79	13	12	0	0	0	0	0	0	0	0	13	23	0	0	0
V25	159	117	37	192	25	49	0	34	1	49	10	28	31	27	61	14	25	0	0	0
V26	0	0	1	2	0	1	3	0	0	0	0	1	0	0	14	0	0	0	5	0
V27	0	3	0	0	95	4	3	0	0	1	0	102	54	33	0	10	25	0	0	0
V28	101	163	25	0	105	53	32	54	0	15	36	0	0	0	55	25	0	0	0	0
V29	99	144	56	16	18	125	19	43	0	0	0	3	0	0	65	4	12	0	2	0
