Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V74	66	50	0	0	1	0	6	4	6	0	0	0	9	0
V75	113	95	133	0	38	81	2	0	5	5	17	0	0	0
V76	0	41	48	0	17	48	20	0	0	0	0	0	14	11
V77	8	18	0	6	3	0	46	0	0	37	0	0	0	0
V78	1	4	0	244	2	0	0	97	4	123	0	0	19	0
V79	32	0	114	0	1	66	0	5	8	0	12	0	0	5
V80	47	31	63	9	1	59	39	27	34	26	0	32	0	0
V81	17	58	133	65	8	87	22	0	37	13	4	29	0	4
V82	2	115	75	30	23	72	0	48	0	0	0	55	0	0
V83	200	33	8	0	1	4	0	21	117	20	0	0	0	0
V84	5	4	24	301	3	8	0	139	8	10	0	4	0	0
V85	28	13	22	2	33	27	94	20	0	40	0	25	0	0
V86	0	4	77	0	0	43	8	8	0	7	22	0	1	0
V87	19	33	2	53	5	0	0	81	7	19	0	2	4	0
V88	31	0	77	4	0	30	0	44	0	14	0	19	0	0
V89	95	293	67	6	0	49	3	20	9	0	0	0	0	34
V90	13	1	9	15	6	10	45	4	0	22	9	3	15	0
V91	20	0	25	18	29	14	6	4	9	0	20	0	11	10
V92	21	23	45	11	76	42	21	0	44	8	35	0	0	2
V93	27	178	26	59	0	12	0	11	16	0	7	0	18	0
V94	0	129	86	18	0	26	70	10	7	6	18	0	6	46
V95	7	167	32	2	9	32	4	19	0	6	7	0	0	27
V96	180	143	16	16	22	0	0	0	0	2	14	16	0	5
V97	0	0	20	13	0	35	10	0	16	0	6	0	0	0
V98	0	45	72	0	13	111	46	0	0	26	0	0	36	25
V99	482	67	1	0	54	1	38	0	57	0	0	0	0	0
V100	0	5	20	6	0	4	9	0	0	10	2	5	0	1
