Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	30	3	0	2	1	0	17	42	17	3	0	7	0	0
V2	0	90	25	12	6	23	0	60	1	6	0	24	0	16
V3	0	21	13	69	0	12	23	37	0	0	0	6	0	0
V4	3	16	22	0	0	7	0	0	6	0	0	0	0	18
V5	169	15	35	0	35	15	0	4	0	0	9	0	0	6
V6	198	13	121	72	0	127	2	33	0	21	16	2	0	0
V7	48	0	140	6	58	93	34	0	77	7	0	7	0	0
V8	66	2	33	7	51	44	0	2	35	0	0	2	0	0
V9	6	1	23	3	4	9	16	12	16	0	4	0	5	0
V10	8	8	38	0	20	0	8	0	31	0	13	0	6	0
V11	22	69	2	0	19	0	16	5	25	22	0	3	5	0
V12	9	76	53	9	116	66	69	0	7	8	0	41	64	0
V13	0	0	65	18	9	17	26	32	16	12	12	7	7	4
V14	287	39	7	27	94	3	3	0	56	0	23	0	19	0
V15	0	54	0	0	97	0	0	7	2	0	0	0	0	36
V16	107	56	6	26	51	19	0	4	6	0	0	13	27	0
V17	0	9	24	0	0	0	38	19	1	0	7	24	25	40
V18	0	49	74	0	0	64	0	16	0	0	0	0	0	36
V19	15	50	27	60	38	0	0	0	0	3	15	42	0	2
V20	40	10	1	0	52	0	23	2	0	17	19	0	0	0
V21	16	35	0	1	6	8	93	11	8	23	0	3	0	0
V22	0	2	3	46	49	5	76	4	0	0	0	0	0	12
V23	0	0	23	1	10	28	0	0	0	3	17	0	0	13
V24	105	38	70	0	65	126	41	30	33	0	65	0	0	0
V25	268	7	115	0	48	44	163	0	141	31	0	0	0	0
V26	4	9	0	19	7	0	107	21	0	0	1	4	0	5
V27	18	18	2	0	56	0	18	10	18	0	10	0	3	3
V28	141	0	3	0	21	15	4	0	31	13	0	0	8	0
V29	49	3	3	40	19	14	48	92	16	0	6	0	0	0
V30	115	3	75	26	64	12	28	0	56	53	56	0	10	0
V31	23	24	0	152	0	8	17	53	21	53	20	1	0	13
V32	35	63	116	0	1	91	31	0	45	24	62	0	0	0
V33	11	38	26	37	207	29	6	0	17	2	0	0	24	0
V34	84	34	26	20	105	36	1	0	0	46	46	12	0	0
V35	11	90	125	0	0	36	7	0	17	0	39	0	0	7
V36	117	44	0	126	0	2	0	138	0	0	29	0	0	0
V37	7	1	1	0	12	0	12	0	0	3	0	0	0	0
V38	75	17	24	18	6	25	0	27	3	0	14	0	2	0
V39	68	7	13	65	17	10	0	14	0	8	18	1	0	0
V40	4	33	7	94	75	5	21	124	1	4	0	0	25	0
V41	4	39	4	0	1	0	0	15	0	0	0	0	1	0
V42	1	2	0	0	23	0	8	1	0	4	6	0	0	0
V43	0	8	0	0	3	5	25	7	0	3	0	0	32	0
V44	40	7	8	23	6	0	68	23	18	21	0	17	0	0
V45	231	291	97	0	15	87	4	0	47	0	0	0	0	0
V46	0	0	63	21	85	44	4	0	6	13	2	0	8	16
V47	5	3	12	23	55	4	10	22	0	10	0	5	0	0
V48	0	11	9	50	9	0	29	28	0	43	0	0	3	0
V49	0	98	14	7	1	1	7	13	0	0	5	10	0	0
V50	17	23	151	0	15	110	10	0	1	1	0	0	0	2
V51	9	8	10	21	0	0	2	14	11	5	1	0	3	0
V52	89	0	0	131	12	7	0	40	40	2	0	30	0	12
V53	13	0	0	94	15	0	0	140	30	8	0	0	0	0
V54	0	1	2	8	110	2	66	3	0	0	9	4	5	0
V55	32	51	4	0	2	0	3	1	21	8	9	0	0	0
V56	2	55	43	0	0	60	175	2	16	16	4	22	0	0
V57	20	28	10	85	99	0	55	140	4	36	0	19	20	0
V58	5	2	1	0	33	0	0	0	11	0	0	0	0	0
V59	29	74	10	140	41	1	6	94	21	0	0	32	0	26
V60	16	8	41	2	8	16	18	25	20	0	18	0	0	0
V61	0	205	3	187	49	0	0	103	0	7	0	0	31	44
V62	1	0	213	0	54	103	4	0	25	0	0	0	0	0
V63	78	38	1	0	11	4	106	3	60	18	0	0	0	0
V64	3	66	0	170	70	0	0	149	0	10	1	0	42	0
V65	139	267	19	0	61	9	0	0	0	5	53	0	0	7
V66	4	57	0	29	81	0	4	28	0	2	1	0	0	1
V67	52	0	42	0	49	5	0	7	0	0	1	15	15	0
V68	6	7	133	0	14	94	0	0	11	0	0	29	0	0
V69	131	95	17	15	12	7	0	0	24	9	0	0	0	0
V70	14	6	6	0	5	0	184	0	0	56	10	0	0	0
V71	0	16	39	28	2	43	54	53	0	0	0	20	71	45
V72	34	126	9	0	3	0	40	5	16	11	0	0	0	0
V73	8	83	23	71	145	20	2	5	3	0	0	50	0	0
