MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	9.52E-03	8.04E-04	4.23E-04	0.00E+00	5.22E-03	7.75E-04	4.53E-02
1:Del:C:1	2.16E-03	9.45E-05	6.54E-04	4.09E-04	2.07E-03	3.13E-04	1.66E-02
1:Del:C:2	2.66E-04	1.48E-05	2.26E-04	9.69E-07	6.35E-04	4.76E-09	2.17E-03
1:Del:C:3	1.38E-03	3.36E-04	2.50E-04	6.82E-04	7.02E-04	3.50E-04	9.74E-03
1:Del:C:4	1.73E-03	1.57E-04	0.00E+00	4.03E-04	3.00E-04	7.31E-08	8.50E-03
1:Del:C:5	1.89E-04	3.48E-04	4.23E-04	1.21E-03	1.55E-04	2.04E-04	7.97E-03
1:Del:T:0	3.46E-03	1.53E-04	3.01E-04	1.03E-03	1.84E-03	3.34E-04	1.81E-02
1:Del:T:1	1.94E-03	2.12E-03	1.08E-03	6.89E-04	1.71E-03	3.86E-04	1.28E-02
1:Del:T:2	6.49E-03	5.61E-03	2.47E-03	2.99E-46	1.40E-46	6.07E-04	2.55E-02
1:Del:T:3	4.65E-03	4.74E-04	4.71E-04	1.44E-03	1.74E-03	4.93E-04	2.80E-02
1:Del:T:4	3.99E-03	0.00E+00	4.18E-04	1.53E-03	0.00E+00	5.78E-04	2.28E-02
1:Del:T:5	2.80E-46	4.47E-03	2.03E-03	4.43E-03	3.92E-07	8.29E-08	3.25E-02
1:Ins:C:0	2.31E-07	2.73E-09	7.42E-09	1.88E-05	4.52E-04	5.72E-05	1.58E-03
1:Ins:C:1	1.31E-06	9.33E-09	9.13E-05	6.00E-05	2.43E-04	2.88E-08	1.98E-04
1:Ins:C:2	8.54E-05	8.68E-05	5.80E-05	0.00E+00	2.49E-04	1.96E-04	9.45E-04
1:Ins:C:3	1.91E-04	7.87E-05	1.13E-04	7.62E-05	4.37E-08	3.70E-08	6.18E-04
1:Ins:C:4	1.89E-04	0.00E+00	3.58E-04	1.73E-04	5.22E-06	7.89E-09	1.10E-03
1:Ins:C:5	1.90E-04	1.85E-05	1.56E-03	6.25E-04	0.00E+00	0.00E+00	2.00E-03
1:Ins:T:0	7.42E-04	1.82E-04	6.23E-04	2.22E-04	1.57E-04	3.79E-04	3.18E-03
1:Ins:T:1	1.03E-03	1.12E-04	2.66E-04	1.20E-04	2.12E-04	2.34E-04	1.93E-03
1:Ins:T:2	2.45E-04	6.17E-07	4.00E-04	2.30E-04	1.84E-04	7.75E-06	2.50E-03
1:Ins:T:3	2.09E-04	0.00E+00	3.88E-04	2.08E-04	2.60E-04	2.37E-04	1.88E-03
1:Ins:T:4	4.53E-04	2.59E-05	1.15E-03	3.12E-04	0.00E+00	3.74E-04	3.97E-03
