NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	71.947	28.006	17.052	19.037	0.151	0.976	20000.0
2	68.616	26.85	16.027	17.817	0.143	0.979	20000.0
3	69.832	27.479	16.444	18.566	0.154	0.976	30000.0
4	66.971	25.984	15.408	17.317	0.142	0.979	20000.0
5	72.445	28.133	16.956	18.897	0.151	0.975	30000.0
6	70.419	26.751	16.773	17.804	0.14	0.98	20000.0
7	71.101	27.572	16.377	18.105	0.149	0.978	30000.0
8	72.055	27.941	17.359	19.211	0.145	0.975	50000.0
9	71.449	27.912	16.926	19.155	0.155	0.973	20000.0
10	72.404	28.135	17.297	18.971	0.153	0.976	40000.0
