Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	0	244	0	0	0	0
V2	568	18	4	30	328	17
V3	34	65	43	64	8	20
V4	17	1	0	2	0	0
V5	61	11	9	51	0	0
V6	93	6	26	24	139	11
V7	104	4	248	8	14	16
V8	12	163	45	45	148	31
V9	294	1	8	63	1	129
V10	25	17	6	112	52	119
V11	108	9	36	0	11	0
V12	0	37	0	12	19	0
V13	71	23	143	20	19	0
V14	4	45	12	90	15	2
V15	58	13	8	0	53	0
V16	21	24	0	0	0	276
V17	1	74	30	59	5	3
V18	0	0	19	168	15	0
V19	1	0	1	1	4	0
V20	26	114	51	1	1	8
V21	46	110	1	107	10	37
V22	5	32	20	3	6	24
V23	208	27	213	0	0	9
V24	10	12	0	75	19	73
V25	112	14	23	3	3	3
V26	23	0	231	28	0	38
V27	265	0	0	41	0	9
V28	21	11	3	14	30	16
V29	3	40	2	29	11	72
V30	15	2	6	67	8	25
V31	5	113	0	0	0	83
V32	356	0	0	0	0	0
V33	24	9	5	30	9	17
V34	8	38	0	69	27	0
V35	0	0	0	6	37	23
V36	11	81	0	121	0	6
V37	99	82	56	0	0	17
V38	220	4	8	7	25	14
V39	21	81	69	17	15	10
V40	2	56	0	0	0	34
V41	59	0	90	0	0	110
V42	187	35	0	0	35	42
V43	32	26	10	0	29	0
V44	22	1	28	143	9	1
V45	47	42	0	42	0	11
V46	126	0	124	0	15	10
V47	267	37	17	15	4	12
V48	448	0	0	0	0	124
V49	103	200	6	62	208	3
V50	88	58	45	3	3	24
V51	31	30	15	57	26	17
V52	0	25	81	23	45	22
V53	61	24	140	0	0	0
V54	275	184	24	8	20	6
V55	17	42	25	17	20	1
V56	31	0	0	21	93	16
V57	7	22	14	17	48	78
V58	160	300	89	0	0	0
V59	63	155	42	0	0	96
V60	30	5	0	16	34	10
V61	0	96	16	358	0	0
V62	0	12	10	16	41	20
V63	15	28	85	183	151	68
V64	110	5	156	2	16	20
V65	92	1	6	8	22	20
V66	35	9	1	5	18	18
V67	2	54	19	186	129	26
V68	51	45	10	0	13	0
V69	80	14	2	5	12	62
V70	76	101	63	0	0	40
V71	21	5	94	14	71	39
V72	0	2	14	7	20	0
V73	208	0	0	0	0	163
V74	18	0	10	13	31	6
V75	116	1	17	26	59	4
V76	54	125	35	5	26	51
V77	65	16	6	1	1	127
V78	63	3	31	14	34	8
V79	94	5	2	7	20	2
V80	56	19	77	171	28	0
V81	20	108	0	24	79	24
V82	337	79	32	1	40	8
V83	7	10	0	0	0	26
V84	0	39	86	0	68	13
V85	3	2	18	15	23	0
V86	77	11	29	13	121	11
V87	19	3	2	93	109	15
V88	3	295	242	6	1	24
V89	16	136	46	0	0	6
V90	0	0	0	76	227	45
V91	158	63	70	64	0	51
V92	63	58	90	40	129	3
V93	8	80	99	222	250	16
V94	26	115	0	27	0	12
V95	10	3	193	15	153	7
V96	0	15	16	380	0	115
V97	24	93	148	0	24	0
V98	16	35	28	62	1	4
V99	29	19	142	61	28	2
V100	72	0	0	0	55	0
