NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.372	22.276	12.666	13.462	0.13	0.988	30000.0
2	51.148	22.376	12.465	13.433	0.132	0.988	50000.0
3	50.543	22.001	12.396	13.274	0.131	0.988	30000.0
4	50.488	22.241	12.148	13.119	0.132	0.988	30000.0
5	49.886	21.68	12.281	13.043	0.126	0.988	30000.0
6	50.779	22.033	12.343	13.027	0.131	0.989	30000.0
7	50.583	22.371	12.181	13.087	0.134	0.988	20000.0
8	51.989	23.023	12.956	14.203	0.138	0.985	30000.0
9	50.997	21.768	12.273	12.564	0.13	0.99	30000.0
10	51.045	22.168	12.535	13.238	0.131	0.988	50000.0
