NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	68.364	24.453	17.277	14.818	0.15	0.983	30000.0
2	71.224	25.454	18.427	15.876	0.154	0.98	20000.0
3	73.011	26.475	19.1	16.654	0.16	0.978	30000.0
4	70.616	25.561	17.833	15.799	0.158	0.98	40000.0
5	71.607	25.906	17.904	15.509	0.157	0.982	20000.0
6	68.752	24.681	16.982	14.605	0.154	0.984	20000.0
7	72.126	25.952	18.369	15.878	0.158	0.981	30000.0
8	70.325	25.485	17.454	15.102	0.154	0.983	30000.0
9	73.639	26.337	19.193	16.402	0.158	0.979	30000.0
10	70.324	25.353	17.501	15.083	0.157	0.983	30000.0
