NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	226.063	76.234	73.559	61.009	0.492	0.766	40000.0
2	226.566	75.981	73.924	61.325	0.487	0.765	30000.0
3	223.23	74.83	72.782	60.728	0.473	0.773	20000.0
4	228.064	76.507	73.888	61.034	0.489	0.766	40000.0
5	225.035	75.533	73.064	61.017	0.481	0.767	20000.0
6	229.328	76.446	74.661	61.419	0.492	0.768	30000.0
7	224.003	75.425	72.171	60.794	0.485	0.769	20000.0
8	222.794	74.369	71.881	60.488	0.475	0.772	20000.0
9	228.441	76.633	74.833	61.503	0.486	0.765	30000.0
10	227.062	75.973	73.82	60.617	0.484	0.771	20000.0
