Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	0	10	64	24	0	84	29	2	24	0	0	0	0	5	0	0
V2	18	43	6	0	16	23	0	38	25	2	13	0	10	3	3	0
V3	23	4	15	23	0	46	0	71	9	0	0	7	0	2	0	0
V4	29	1	34	2	0	33	13	4	0	16	0	0	0	18	0	5
V5	21	66	38	0	51	11	1	6	0	0	0	0	5	6	0	0
V6	8	56	1	43	0	0	22	0	0	10	0	0	0	0	0	0
V7	96	28	61	76	0	0	46	0	0	0	0	13	8	12	0	0
V8	0	0	14	0	18	71	0	0	25	25	0	6	21	0	0	3
V9	48	43	4	155	0	43	46	43	78	35	0	9	0	0	0	0
V10	0	48	2	0	6	4	3	0	0	0	5	0	1	4	0	0
V11	1	17	2	18	16	0	0	0	0	10	0	1	23	0	1	0
V12	28	1	13	0	0	0	0	0	10	0	50	2	5	0	2	0
V13	26	7	103	32	0	39	50	76	7	31	0	0	0	22	0	3
V14	74	150	5	30	15	21	0	38	0	21	0	26	0	3	22	0
V15	12	146	27	16	0	57	18	0	42	21	43	18	28	0	0	3
V16	0	72	4	25	27	11	0	0	0	0	0	0	0	0	0	0
V17	0	138	94	52	5	0	47	0	0	0	0	1	21	25	0	0
V18	10	28	3	44	0	14	47	8	0	41	0	0	0	2	0	0
V19	58	2	52	30	0	0	19	7	4	0	1	0	0	5	24	16
V20	2	11	19	34	0	26	61	24	21	0	0	0	29	7	0	0
V21	13	5	30	187	0	0	70	0	0	0	0	49	9	0	0	0
V22	2	11	130	14	3	10	0	7	0	0	0	0	0	0	0	0
V23	92	8	2	17	73	0	51	57	12	0	115	0	68	5	0	0
V24	3	80	0	11	43	0	0	1	0	0	21	10	3	0	13	6
V25	181	23	73	15	8	9	8	10	0	11	10	0	47	10	71	10
V26	0	68	62	18	42	36	6	6	0	30	0	1	0	23	3	0
V27	0	13	0	184	98	0	89	15	9	94	0	30	53	0	0	0
V28	46	60	33	5	2	0	1	0	0	0	4	0	0	16	0	5
V29	7	19	0	87	150	0	97	0	0	18	0	0	15	4	0	0
V30	81	0	13	5	0	73	0	31	64	49	0	0	0	1	19	0
V31	16	22	65	62	0	0	0	11	16	0	0	0	0	18	0	11
V32	11	5	44	8	109	13	3	2	0	0	108	0	9	0	33	0
V33	68	28	68	37	30	15	1	7	0	54	0	0	23	23	0	0
V34	77	26	5	4	0	0	0	8	0	1	22	0	4	4	2	0
V35	25	110	6	1	2	37	24	0	53	60	0	0	13	0	28	18
V36	13	1	27	7	25	0	0	0	0	0	0	3	0	14	0	0
V37	9	36	2	1	0	1	0	23	3	29	2	4	0	0	0	0
V38	109	6	23	97	0	0	32	0	2	0	64	29	0	0	5	0
V39	71	41	0	37	52	13	9	0	7	16	23	0	2	0	13	7
V40	4	0	6	0	0	140	0	167	65	78	0	0	0	0	7	14
V41	18	1	193	64	33	0	28	0	0	0	0	40	0	51	0	0
V42	3	19	262	7	10	0	0	0	0	0	0	0	15	46	0	0
V43	7	88	64	3	0	96	55	55	68	0	0	0	0	11	0	0
V44	101	33	0	3	115	35	0	49	0	33	5	34	6	1	0	0
V45	126	9	1	48	0	136	24	95	108	0	0	34	53	7	0	0
V46	2	12	77	19	0	121	43	83	51	14	0	11	0	9	0	0
V47	13	15	21	27	0	0	24	0	15	31	0	11	7	0	0	0
V48	85	9	88	22	0	57	51	65	28	62	0	0	0	17	24	0
V49	0	54	15	0	0	1	18	5	5	0	0	0	0	0	0	17
V50	30	12	8	5	149	14	0	3	1	9	0	0	2	1	20	0
V51	111	99	3	0	52	0	0	0	11	6	48	10	22	0	0	16
V52	0	38	192	4	154	31	24	0	0	0	0	3	0	61	0	35
V53	28	159	182	94	0	37	23	31	28	0	0	48	16	62	0	4
V54	3	0	77	0	53	0	4	4	5	0	0	7	0	12	0	0
V55	50	0	0	0	25	0	0	0	5	14	0	1	0	0	0	4
V56	22	44	7	137	30	0	63	0	0	8	0	4	19	1	0	0
V57	0	6	10	2	4	40	0	0	15	0	9	3	2	32	0	0
V58	194	72	9	102	128	32	9	23	9	27	54	95	59	0	50	13
V59	38	1	30	16	0	0	4	0	0	0	13	0	1	0	0	0
V60	3	65	1	19	15	1	19	16	32	46	34	27	5	0	0	0
V61	33	33	4	1	0	0	4	0	0	0	35	24	0	0	0	0
V62	82	0	28	37	24	9	32	42	0	15	0	4	0	0	0	0
V63	10	9	15	27	16	0	13	5	0	6	0	6	20	0	0	0
V64	159	26	5	13	51	0	15	0	0	0	77	38	41	0	0	0
V65	1	0	14	3	0	3	0	0	0	0	0	0	6	3	0	0
V66	7	27	1	5	33	0	0	11	0	20	12	15	0	0	12	16
V67	9	0	0	25	18	0	0	0	0	0	3	10	1	0	0	0
V68	357	17	9	2	20	137	0	63	126	92	0	7	0	0	45	0
V69	0	319	15	0	42	3	11	0	11	0	0	2	23	0	0	42
V70	86	15	1	62	75	61	32	48	12	10	13	10	37	2	16	0
V71	18	3	16	19	102	25	30	58	43	66	0	60	41	0	1	0
V72	75	3	0	109	44	0	18	0	4	5	56	4	6	0	0	0
V73	0	0	0	119	0	7	29	8	0	3	0	0	0	0	0	0
V74	25	186	44	13	30	0	17	0	0	0	0	0	17	0	0	4
V75	14	7	27	0	0	8	0	11	0	4	0	0	0	2	0	5
V76	0	72	1	41	0	5	29	27	24	17	0	10	4	4	0	0
V77	0	6	48	82	185	57	97	5	17	65	0	73	25	2	0	0
V78	3	61	0	91	9	0	30	0	0	22	0	6	3	0	0	0
V79	7	0	8	44	0	0	37	0	0	0	0	6	0	0	0	0
V80	4	9	20	52	0	79	23	33	78	30	0	0	0	0	0	0
V81	13	77	0	0	75	9	0	0	2	34	7	4	86	0	0	25
V82	157	1	4	3	0	0	7	4	8	0	0	0	0	0	19	0
V83	8	75	10	17	0	50	30	21	6	0	26	12	0	0	16	0
V84	57	23	98	1	6	2	1	0	0	13	0	0	10	2	18	3
V85	218	105	12	32	5	78	32	65	90	18	49	5	0	7	0	0
V86	85	0	210	4	6	0	5	2	9	6	0	0	0	59	8	0
V87	28	3	14	8	3	1	5	0	0	0	0	18	0	0	1	0
V88	21	26	3	4	8	0	10	0	0	0	17	23	3	0	0	12
V89	68	34	6	0	0	135	0	70	78	43	0	0	0	0	0	0
V90	14	9	51	25	33	139	0	30	58	38	39	65	0	16	5	0
V91	0	39	6	63	0	0	9	1	3	5	37	0	1	10	34	0
V92	87	5	8	5	8	19	0	12	0	5	35	29	33	3	3	0
V93	11	87	0	2	4	0	1	0	0	0	67	27	15	0	11	0
V94	65	78	23	9	127	44	24	13	31	7	75	18	0	26	2	0
V95	66	160	99	34	0	2	24	22	23	4	78	0	1	26	3	0
V96	6	0	67	57	5	46	18	0	13	6	0	0	0	1	0	0
V97	51	11	6	48	103	0	0	0	0	15	0	32	23	0	0	0
V98	128	0	6	19	18	15	20	91	51	8	186	15	12	18	0	8
V99	42	0	7	87	0	0	33	0	0	0	0	2	6	0	0	0
V100	45	0	0	4	0	7	0	2	0	8	0	1	0	0	2	0
