Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	3	4	23	0	20	38	7	11	0	0	0	13	0	3	0	0	0
V2	88	32	0	3	0	47	10	0	22	11	0	0	0	12	25	0	13
V3	20	22	0	0	0	58	44	17	0	5	0	8	0	0	7	0	0
V4	23	24	0	0	5	0	0	0	3	0	2	0	0	7	6	2	0
V5	20	39	123	29	45	0	1	0	0	0	18	0	0	9	0	4	0
V6	12	147	153	0	56	53	39	0	59	59	19	7	0	1	0	0	0
V7	0	171	38	52	61	3	9	29	35	26	0	0	0	38	8	0	0
V8	2	37	53	45	39	6	7	0	30	21	0	0	0	2	0	0	0
V9	1	28	6	6	11	0	1	15	1	0	0	1	24	3	0	2	0
V10	7	7	4	21	22	0	0	9	9	3	5	0	0	8	0	37	0
V11	67	3	8	20	27	0	1	11	0	3	7	25	13	0	2	1	0
V12	74	107	0	136	16	0	21	72	0	51	9	0	13	1	14	0	4
V13	1	62	4	12	8	21	18	15	0	0	0	24	15	29	0	16	0
V14	38	3	112	86	163	5	29	0	0	0	111	0	0	4	0	7	0
V15	58	0	0	86	1	4	2	0	0	0	0	0	0	5	11	0	29
V16	57	20	78	56	37	5	25	0	0	12	9	0	12	3	1	0	0
V17	15	20	0	4	1	13	7	28	8	0	0	18	9	16	0	16	32
V18	57	67	0	0	0	10	0	0	49	14	0	0	0	42	0	0	0
V19	39	36	16	32	0	16	43	0	13	0	8	0	0	0	26	3	20
V20	8	0	0	47	26	0	0	24	0	1	38	8	0	2	7	3	0
V21	34	1	13	5	10	9	1	87	0	11	0	17	0	0	16	0	0
V22	2	4	0	44	0	24	28	70	1	6	0	3	0	0	2	0	13
V23	4	13	1	9	0	0	0	0	20	21	6	1	3	4	0	13	0
V24	33	64	94	55	44	22	0	36	101	61	25	0	0	38	0	0	0
V25	8	112	135	40	194	8	0	137	41	0	63	47	0	10	5	17	0
V26	9	0	2	5	1	17	14	82	0	0	0	28	13	0	0	2	4
V27	16	0	17	52	15	9	0	18	0	0	2	0	0	8	8	4	7
V28	0	9	88	19	70	0	1	0	0	11	24	13	0	0	1	0	0
V29	4	5	42	16	21	76	32	40	0	10	0	5	24	15	0	0	0
V30	0	32	36	61	89	8	12	28	42	0	69	38	0	25	18	40	0
V31	26	0	15	0	22	84	81	33	0	16	10	11	12	7	67	1	0
V32	57	99	60	0	25	0	0	33	94	28	0	19	0	38	0	15	0
V33	37	33	5	207	19	0	56	9	21	9	0	1	0	0	0	0	0
V34	34	38	99	99	10	0	25	5	0	36	0	43	4	0	0	17	0
V35	83	85	12	0	11	0	0	6	53	0	14	0	0	31	0	37	0
V36	44	0	95	0	27	155	81	0	0	0	26	0	0	0	28	0	0
V37	1	0	5	11	2	0	0	9	0	0	0	6	0	0	0	2	0
V38	18	34	66	4	19	20	11	0	0	11	3	0	13	12	0	0	0
V39	6	11	43	14	23	34	33	0	0	10	23	1	0	0	15	8	0
V40	31	0	0	80	4	99	63	8	0	12	0	19	66	0	3	8	0
V41	35	0	4	0	0	10	0	0	0	0	0	0	2	0	2	5	6
V42	2	0	3	22	0	0	1	3	0	0	1	13	0	0	0	0	0
V43	6	0	0	15	0	0	0	25	1	6	0	5	13	3	0	3	6
V44	5	9	10	5	32	29	18	33	12	0	13	65	0	0	0	0	0
V45	284	132	151	7	108	0	0	0	15	38	37	0	0	0	0	0	0
V46	0	36	0	80	3	0	17	0	73	7	0	11	4	15	0	9	7
V47	2	17	0	52	2	25	14	13	0	1	6	0	0	0	17	0	0
V48	9	3	0	10	0	34	25	25	0	5	0	34	3	0	27	7	0
V49	97	9	0	1	0	16	3	5	13	0	2	2	0	1	0	7	0
V50	22	196	16	11	3	0	0	0	0	34	0	2	0	46	0	0	0
V51	7	3	0	1	11	11	8	2	0	0	5	0	8	4	17	7	0
V52	5	7	45	9	60	83	91	0	10	13	21	0	0	9	10	0	0
