Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V47	6.96E-01	2.35E+00	9.20E-01	1.95E+00	1.06E+00	4.36E+00	4.30E+00	2.36E+00	2.46E+00	7.89E-01	7.57E-01	2.11E+00	3.04E+00	8.94E-01	5.12E+00	4.96E-01	1.90E+00
V48	1.54E+00	8.75E-01	1.33E-01	1.32E+00	0.00E+00	5.26E+00	4.67E+00	5.67E+00	1.61E+00	2.27E+00	3.06E-01	5.98E+00	4.56E+00	1.43E+00	4.18E+00	1.75E+00	1.54E+00
V49	2.34E+00	2.46E+00	2.67E-01	3.00E-01	0.00E+00	2.75E+00	5.37E-01	1.73E+00	4.03E+00	1.01E+00	6.86E-01	1.67E+00	1.61E+00	5.86E-01	1.75E+00	1.94E+00	1.18E+00
V50	1.67E+00	3.08E+01	3.26E+00	1.12E+00	2.65E+00	1.00E-01	1.00E-01	1.79E+00	1.87E+01	1.22E+01	8.46E-01	2.40E+00	3.06E-01	6.53E+00	6.96E-01	1.29E+01	1.02E+00
V51	1.06E+00	1.35E+00	2.14E+00	2.00E-01	1.88E+00	4.08E+00	3.01E+00	1.11E+00	6.00E-01	2.00E-01	1.11E+00	3.00E-01	2.44E+00	1.21E+00	3.35E+00	1.85E+00	0.00E+00
V52	1.43E+00	2.11E+00	1.27E+01	1.59E+00	8.88E+00	1.81E+01	1.53E+01	2.69E-01	6.39E+00	3.19E+00	2.22E+00	2.61E+00	1.76E+01	2.11E+00	8.90E+00	1.81E+00	1.50E+00
V53	3.06E-01	0.00E+00	2.91E+00	8.23E-01	2.96E+00	2.08E+01	1.85E+01	8.31E-01	0.00E+00	2.00E-01	7.00E-01	7.06E-01	2.27E+01	1.59E+00	8.92E+00	1.00E-01	0.00E+00
V54	1.33E-01	8.14E-01	2.00E-01	1.76E+00	0.00E+00	1.19E+00	2.27E+00	7.29E+00	1.06E+00	1.69E+00	3.14E+00	6.34E+00	5.17E+00	1.40E+00	6.67E-01	1.02E+00	3.06E-01
V55	3.07E+00	4.00E-01	6.94E+00	4.90E-01	4.10E+00	9.09E-01	1.00E-01	1.09E+00	8.70E-01	1.38E+00	2.56E+00	2.47E+00	1.68E+00	2.69E+00	0.00E+00	1.20E+00	1.39E+00
V56	2.87E+00	1.02E+01	2.11E+00	0.00E+00	2.54E+00	1.67E+00	8.95E-01	1.61E+01	8.72E+00	7.64E+00	1.18E+00	1.68E+01	3.68E+00	2.79E+00	2.22E+00	4.49E+00	1.73E+00
V57	1.99E+00	3.90E+00	2.28E+00	1.39E+01	2.18E+00	1.96E+01	1.82E+01	6.59E+00	8.19E-01	6.02E+00	4.37E+00	6.46E+00	1.74E+01	3.20E+00	8.69E+00	3.62E+00	1.88E+01
V58	5.21E-01	1.00E-01	1.60E+00	1.16E+00	2.23E+00	0.00E+00	2.13E-01	2.13E-01	5.00E-01	0.00E+00	1.00E-01	3.96E-01	1.00E-01	4.01E-01	0.00E+00	6.16E-01	4.00E-01
V59	7.72E+00	3.35E+00	4.78E+00	5.06E+00	3.93E+00	1.69E+01	1.72E+01	8.95E-01	3.90E+00	7.20E+00	8.19E-01	2.80E+00	1.30E+01	6.54E-01	4.98E+00	1.57E+00	1.16E+01
V60	1.02E+00	7.84E+00	4.21E+00	1.24E+00	2.78E+00	3.11E+00	2.14E+00	1.76E+00	5.40E+00	1.64E+00	2.89E+00	2.76E+00	2.88E+00	4.03E+00	6.11E-01	6.55E+00	1.27E+00
V61	8.38E+00	0.00E+00	0.00E+00	6.95E+00	3.35E-01	2.28E+01	2.34E+01	0.00E+00	1.00E+00	1.40E+00	8.00E-01	2.90E+00	3.28E+01	5.00E-01	1.33E+01	3.00E+00	1.48E+01
V62	0.00E+00	3.66E+01	1.69E+00	6.53E+00	2.12E+00	1.05E+00	6.67E-01	9.68E-01	2.86E+01	1.08E+01	1.16E+01	1.20E+00	7.00E-01	6.02E+00	1.00E-01	1.93E+01	3.90E+00
V63	2.86E+00	3.40E-01	8.85E+00	1.43E+00	6.73E+00	2.70E+00	1.23E+00	9.82E+00	1.34E+00	3.54E+00	9.28E+00	9.52E+00	2.67E+00	1.40E+00	1.02E+00	6.29E-01	1.10E+00
V64	5.51E+00	0.00E+00	1.37E+00	2.47E+00	7.78E-01	2.31E+01	2.41E+01	1.31E+00	0.00E+00	1.50E+00	1.26E+00	2.21E+00	2.03E+01	3.68E+00	9.17E+00	7.77E-01	1.14E+01
V65	1.51E+01	3.66E+00	2.36E+01	6.50E+00	1.58E+01	2.00E-01	4.67E-01	6.87E-01	3.84E+00	4.83E+00	1.07E+01	2.23E+00	0.00E+00	1.72E+00	1.02E+00	4.33E+00	1.71E+01
V66	2.84E+00	0.00E+00	8.47E-01	2.64E+00	8.14E-01	4.29E+00	3.93E+00	1.09E+00	0.00E+00	4.00E-01	4.42E-01	9.21E-01	6.17E+00	7.78E-01	4.46E+00	0.00E+00	1.82E+00
V67	6.84E-01	3.58E+00	7.20E+00	3.06E+00	5.45E+00	2.03E+00	1.36E+00	6.83E-01	1.89E+00	2.06E+00	1.82E+00	0.00E+00	1.66E+00	3.40E-01	1.99E+00	3.60E+00	1.32E+00
V68	9.89E-01	2.81E+01	2.74E+00	1.87E+00	2.75E+00	1.93E+00	7.67E-01	0.00E+00	2.04E+01	1.17E+01	6.90E-01	0.00E+00	2.00E-01	5.50E+00	8.41E-01	1.30E+01	1.67E+00
V69	2.75E+00	2.89E+00	1.80E+01	1.54E+00	1.02E+01	1.27E+00	2.05E+00	1.09E+00	2.83E+00	1.74E+00	6.44E+00	1.24E+00	2.26E+00	4.42E-01	1.59E+00	2.07E+00	1.37E+00
V70	9.45E-01	1.54E+00	1.85E+00	5.33E-01	1.64E+00	1.78E+00	0.00E+00	2.28E+01	2.27E+00	3.00E+00	6.10E+00	2.21E+01	4.00E-01	1.97E+00	4.28E+00	1.58E+00	0.00E+00
V71	2.05E+00	8.00E+00	0.00E+00	3.52E+00	0.00E+00	9.30E+00	6.61E+00	4.95E+00	1.11E+01	4.18E+00	7.00E-01	5.04E+00	9.89E+00	7.74E+00	2.67E+00	5.33E+00	4.24E+00
V72	2.80E+00	1.28E+00	5.50E+00	5.59E-01	4.06E+00	9.75E-01	7.92E-01	4.34E+00	2.07E+00	1.33E-01	1.81E+00	2.64E+00	2.81E+00	7.10E+00	1.69E+00	1.26E+00	2.62E+00
V73	8.16E+00	8.43E+00	1.47E+00	1.67E+01	1.15E+00	5.33E+00	5.96E+00	5.04E-01	8.25E+00	2.44E+01	1.03E+01	6.40E-01	2.68E+00	9.34E-01	2.74E+00	3.37E+00	1.18E+01
V74	2.64E+00	0.00E+00	9.18E+00	7.37E-01	8.80E+00	9.89E-01	9.34E-01	1.25E+00	3.00E-01	1.00E-01	2.89E+00	1.00E-01	6.05E-01	2.62E+00	4.00E-01	0.00E+00	1.82E+00
V75	7.96E+00	1.93E+01	1.37E+01	5.07E+00	1.41E+01	0.00E+00	8.17E-01	6.11E-01	1.72E+01	7.26E+00	9.79E+00	2.40E+00	4.00E-01	2.85E+00	6.53E-01	8.04E+00	7.85E+00
V76	5.06E+00	9.59E+00	3.79E-01	2.76E+00	2.13E-01	0.00E+00	8.30E-01	1.78E+00	6.90E+00	4.29E+00	3.64E+00	1.78E+00	9.00E-01	2.88E+00	2.74E+00	3.60E+00	6.18E+00
V77	9.57E-01	0.00E+00	1.32E+00	7.61E-01	1.14E+00	1.13E+00	1.70E+00	8.35E+00	2.00E-01	1.84E+00	9.29E-01	8.76E+00	1.68E+00	0.00E+00	4.63E+00	0.00E+00	0.00E+00
V78	8.97E-01	6.05E-01	2.65E+00	1.12E+00	9.29E-01	3.32E+01	3.21E+01	6.89E+00	9.48E-01	2.20E+00	6.96E-01	7.93E+00	3.49E+01	2.13E-01	1.68E+01	6.11E-01	1.38E+00
V79	8.14E-01	2.20E+01	6.09E+00	2.21E-01	3.32E+00	1.29E+00	1.35E+00	8.88E-01	1.57E+01	7.28E+00	3.04E+00	4.67E-01	5.17E-01	3.56E+00	1.73E+00	1.16E+01	0.00E+00
V80	3.42E+00	9.13E+00	7.95E+00	2.91E-01	7.36E+00	4.47E+00	4.44E+00	6.25E+00	4.78E+00	8.16E+00	4.26E+00	5.46E+00	9.68E-01	6.27E+00	7.96E+00	4.65E+00	3.21E+00
V81	3.88E+00	9.79E+00	4.83E+00	1.32E+00	5.60E+00	6.09E+00	6.91E+00	2.99E+00	1.21E+01	6.42E+00	1.92E+00	2.57E+00	5.78E+00	5.15E+00	3.75E+00	6.25E+00	2.59E+00
V82	7.49E+00	1.81E+01	8.17E-01	3.16E+00	5.97E-01	7.96E+00	4.22E+00	0.00E+00	2.38E+01	6.51E+00	8.46E-01	1.50E+00	4.31E+00	2.69E+00	2.26E+00	1.93E+00	8.50E+00
V83	3.43E+00	1.27E+00	2.96E+01	3.07E-01	2.44E+01	4.42E+00	1.63E+00	1.55E+00	2.38E+00	3.44E+00	9.06E+00	1.58E+00	3.85E+00	3.65E+00	3.88E+00	3.04E+00	1.70E+00
V84	6.33E-01	5.07E+00	1.90E+00	9.43E-01	9.17E-01	3.39E+01	3.35E+01	1.37E+00	6.39E+00	1.98E+00	7.27E-01	1.73E+00	4.45E+01	1.95E+00	1.81E+01	2.47E+00	7.92E-01
V85	1.63E+00	4.70E+00	3.87E+00	3.29E+00	1.91E+00	3.70E+00	2.36E+00	1.04E+01	5.13E+00	7.74E+00	3.12E+00	8.97E+00	3.97E+00	4.70E+00	2.35E+00	2.19E+00	3.32E+00
V86	1.00E+00	1.14E+01	6.84E-01	3.00E-01	2.00E-01	1.14E+00	8.00E-01	2.29E+00	1.27E+01	5.57E+00	2.86E+00	3.69E+00	2.30E+00	5.37E-01	9.29E-01	7.38E+00	5.54E-01
V87	1.73E+00	1.33E+00	2.97E+00	1.41E+00	3.11E+00	5.36E+00	8.79E+00	1.48E+00	7.67E-01	1.11E+00	2.13E-01	2.67E+00	6.26E+00	2.00E-01	4.55E+00	7.06E-01	1.24E+00
V88	3.27E-01	9.89E+00	3.82E+00	0.00E+00	3.32E+00	6.52E+00	3.62E+00	7.16E-01	6.00E+00	6.25E+00	3.37E+00	9.34E-01	3.27E+00	1.85E+00	2.74E+00	5.87E+00	0.00E+00
V89	6.18E+00	7.81E+00	1.21E+01	0.00E+00	8.24E+00	2.75E+00	3.00E+00	8.03E-01	7.09E+00	5.01E+00	5.46E+00	1.16E+00	1.60E+00	4.46E+00	6.11E-01	4.23E+00	7.67E+00
V90	3.27E-01	1.85E+00	2.65E+00	8.00E-01	1.02E+00	2.51E+00	1.70E+00	5.62E+00	2.16E+00	1.62E+00	2.53E+00	5.08E+00	3.42E+00	1.02E+00	1.39E+00	8.14E-01	0.00E+00
V91	8.33E-01	4.35E+00	4.18E+00	3.22E+00	2.77E+00	1.45E+00	2.74E+00	1.09E+00	3.99E+00	4.23E+00	1.76E+00	1.80E+00	2.97E+00	2.08E+00	1.57E+00	2.60E+00	2.75E+00
V92	2.44E+00	5.53E+00	7.59E+00	3.62E+00	5.86E+00	1.01E+00	4.15E+00	3.41E+00	6.80E+00	7.54E+00	4.94E+00	5.68E+00	1.10E+00	5.08E+00	1.34E+00	5.15E+00	4.86E+00
V93	4.06E+00	3.15E+00	4.67E+00	1.24E+00	4.14E+00	5.41E+00	6.73E+00	4.16E-01	3.99E+00	2.53E+00	6.29E-01	1.33E-01	7.85E+00	9.32E-01	1.66E+00	2.77E+00	5.35E+00
V94	4.68E+00	1.15E+01	1.22E+00	5.21E-01	9.98E-01	2.29E+00	3.59E+00	5.58E+00	8.05E+00	4.72E+00	2.70E+00	7.57E+00	3.28E+00	4.79E+00	2.50E+00	5.45E+00	3.70E+00
V95	5.60E+00	8.10E+00	1.30E+00	1.35E+00	3.42E-01	3.13E+00	1.50E+00	1.55E+00	6.77E+00	4.45E+00	1.24E+00	2.04E+00	1.57E+00	1.19E+00	2.74E+00	3.46E+00	9.29E+00
V96	3.92E+00	4.05E+00	2.48E+01	3.26E+00	1.73E+01	1.78E+00	2.55E+00	4.07E-01	2.85E+00	2.87E+00	1.23E+01	0.00E+00	1.81E+00	1.00E-01	1.51E+00	2.55E+00	5.03E+00
V97	0.00E+00	4.84E+00	1.08E+00	0.00E+00	2.12E+00	1.92E+00	1.73E+00	1.66E+00	4.43E+00	4.74E+00	8.14E-01	1.06E+00	1.38E+00	1.82E+00	4.99E-01	2.61E+00	0.00E+00
V98	3.31E+00	1.61E+01	0.00E+00	3.46E+00	5.04E-01	1.61E+00	6.23E-01	7.88E+00	1.90E+01	1.40E+01	7.38E+00	6.65E+00	2.89E+00	9.73E+00	8.54E-01	7.00E+00	3.30E+00
V99	7.95E+00	9.00E-01	5.71E+01	5.20E+00	5.26E+01	1.00E+00	1.45E+00	5.05E+00	3.94E+00	3.78E+00	2.16E+01	3.89E+00	1.50E+00	7.95E-01	4.00E-01	8.14E-01	9.83E+00
V100	8.03E-01	2.21E+00	0.00E+00	0.00E+00	0.00E+00	6.37E-01	1.46E+00	1.49E+00	9.80E-01	1.41E+00	0.00E+00	1.67E+00	7.61E-01	1.07E+00	6.37E-01	1.60E+00	0.00E+00
