Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	0	16	0	9	106	6
V2	55	25	3	4	10	49
V3	31	20	39	149	1	0
V4	172	92	128	19	43	101
V5	47	254	133	35	178	68
V6	131	21	1	7	20	1
V7	82	6	239	112	14	4
V8	7	147	38	10	5	4
V9	40	78	23	0	0	207
V10	181	5	4	15	3	12
V11	83	94	4	7	1	25
V12	22	57	100	18	15	107
V13	0	7	4	5	6	62
V14	2	37	0	45	2	31
V15	64	25	32	3	106	38
V16	1	41	11	6	15	14
V17	1	146	0	0	240	81
V18	10	16	7	61	7	10
V19	55	128	92	0	15	5
V20	61	41	37	52	21	6
V21	2	45	0	0	2	10
V22	147	86	1	0	126	48
V23	77	39	89	56	41	251
V24	212	0	121	121	176	93
V25	8	53	3	21	15	4
V26	4	207	63	0	33	39
V27	53	0	41	0	2	6
V28	3	25	43	66	134	1
V29	7	0	38	234	2	26
V30	16	3	1	7	22	205
V31	0	10	5	37	51	7
V32	5	38	21	96	1	37
V33	76	0	75	279	5	6
V34	53	17	10	6	8	58
V35	67	96	0	1	222	0
V36	255	0	154	271	29	5
V37	93	206	235	8	33	18
V38	4	45	8	43	18	168
V39	254	235	37	0	45	1
V40	0	11	1	53	1	0
V41	37	30	306	7	47	4
V42	8	112	5	9	337	1
V43	385	341	64	62	33	67
V44	74	9	30	113	1	6
V45	38	5	71	4	74	17
V46	5	9	4	7	2	11
V47	1	187	26	139	7	0
V48	108	9	169	84	151	9
V49	45	51	7	262	9	14
V50	46	0	5	276	2	44
V51	0	35	47	0	24	23
V52	59	0	0	42	5	13
V53	67	1	0	4	107	6
V54	60	60	50	13	2	28
V55	0	130	7	64	56	22
V56	52	44	160	0	46	5
V57	4	17	21	79	4	72
V58	1	139	0	8	10	14
V59	70	0	29	2	20	117
V60	3	75	4	3	85	24
V61	23	19	286	7	85	2
V62	2	13	134	73	8	242
V63	207	36	5	47	11	22
V64	0	9	5	17	184	21
V65	144	90	172	136	10	2
V66	1	0	11	63	2	7
V67	85	139	116	94	51	169
V68	2	4	55	19	6	34
V69	115	72	193	8	14	5
V70	24	75	2	0	49	7
V71	1	304	0	15	36	0
V72	20	12	2	4	112	0
V73	313	8	3	0	7	10
V74	2	22	32	112	300	6
V75	17	30	162	31	2	55
V76	107	4	47	154	2	5
V77	52	33	30	33	75	6
V78	46	109	125	83	15	1
V79	27	36	19	47	1	46
V80	5	80	29	17	6	2
V81	18	2	0	12	68	0
V82	12	12	1	44	18	0
V83	206	17	0	1	11	54
V84	8	0	29	36	97	48
V85	107	20	16	155	53	15
V86	7	6	26	0	36	8
V87	9	110	79	172	13	54
V88	4	0	192	1	7	47
V89	6	11	3	21	99	0
V90	13	52	23	9	148	5
V91	38	12	18	64	0	22
V92	106	67	0	2	30	8
V93	169	50	1	0	4	10
V94	29	8	57	0	5	66
V95	31	3	14	20	20	4
V96	37	0	0	112	105	4
V97	0	40	245	31	22	1
V98	42	28	1	247	1	59
V99	75	0	20	71	0	22
V100	0	1	4	3	14	3
